gene_symbol	uniprot_acc	in_universe	is_bench	topo_gpi_anchored	topo_gpcr_7tm	topo_multi_pass_tm	topo_single_pass_tm	topo_signal_only_secreted	topo_inner_leaflet_lipidated	topo_no_tm_no_signal	up_has_glyc	deeptm_TM_NO_SP
DPEP1	P16444	True	True	1	0	0	0	0	0	0	1	0
DPEP2	Q9H4A9	True	False	1	0	0	0	0	0	0	1	0
DPEP3	Q9H4B8	True	False	1	0	0	0	0	0	0	1	0
DPP10	Q8N608	True	False	0	0	0	1	0	0	0	1	1
DPP4	P27487	True	False	0	0	0	1	0	0	0	1	1
DPP6	P42658	True	False	0	0	0	1	0	0	0	1	1
DPP9	Q86TI2	True	False	0	0	0	0	0	0	1	0	0
DRAM1	Q8N682	True	False	0	0	1	0	0	0	0	0	1
DRAXIN	Q8NBI3	True	False	0	0	0	0	1	0	0	1	0
DRD1	P21728	True	False	0	1	0	0	0	0	0	1	1
DRD2	P14416	True	False	0	1	0	0	0	0	0	1	1
DRD3	P35462	True	False	0	1	0	0	0	0	0	1	1
DRD4	P21917	True	False	0	1	0	0	0	0	0	1	1
DRD5	P21918	True	False	0	1	0	0	0	0	0	1	1
DSC1	Q08554	True	False	0	0	0	1	0	0	0	1	0
DSC2	Q02487	True	False	0	0	0	1	0	0	0	1	0
DSC3	Q14574	True	False	0	0	0	1	0	0	0	1	0
DSCAM	O60469	True	False	0	0	0	1	0	0	0	1	0
DSCAML1	Q8TD84	True	False	0	0	0	1	0	0	0	1	0
DSG1	Q02413	True	False	0	0	0	1	0	0	0	1	0
DSG2	Q14126	True	False	0	0	0	1	0	0	0	1	0
DSG3	P32926	True	True	0	0	0	1	0	0	0	1	0
DSG4	Q86SJ6	True	True	0	0	0	1	0	0	0	1	0
DUOX1	Q9NRD9	True	False	0	0	1	0	0	0	0	1	0
DUOX2	Q9NRD8	True	False	0	0	1	0	0	0	0	1	0
DUOXA1	Q1HG43	True	False	0	0	1	0	0	0	0	1	1
DUT	P33316	True	False	0	0	0	0	0	0	1	0	0
DYNAP	Q8N1N2	True	False	0	0	0	1	0	0	0	1	1
DYSF	O75923	True	False	0	0	0	1	0	0	0	0	1
EBAG9	O00559	True	False	0	0	0	1	0	0	0	0	0
ECE1	P42892	True	False	0	0	0	1	0	0	0	1	1
ECE2	P0DPD6	True	False	0	0	0	1	0	0	0	1	1
ECEL1	O95672	True	False	0	0	0	1	0	0	0	1	1
ECM2	O94769	True	False	0	0	0	0	1	0	0	1	0
ECRG4	Q9H1Z8	True	False	0	0	0	0	1	0	0	0	0
ECSCR	Q19T08	True	False	0	0	0	1	0	0	0	0	0
EDA	Q92838	True	False	0	0	0	1	0	0	0	1	1
EDA2R	Q9HAV5	True	False	0	0	0	1	0	0	0	1	1
EDAR	Q9UNE0	True	False	0	0	0	1	0	0	0	1	0
EDDM13	A0A1B0GTR0	True	False	0	0	0	0	1	0	0	1	0
EDDM3A	Q14507	True	False	0	0	0	0	1	0	0	0	0
EDDM3B	P56851	True	False	0	0	0	0	1	0	0	0	0
EDIL3	O43854	True	False	0	0	0	0	1	0	0	1	0
EDNRA	P25101	True	False	0	1	0	0	0	0	0	1	0
EDNRB	P24530	True	False	0	1	0	0	0	0	0	1	0
EEF1AKMT4-ECE2	P0DPD8	True	False	0	0	0	1	0	0	0	1	1
EEPD1	Q7L9B9	True	False	0	0	0	0	0	1	0	0	0
EFNA1	P20827	True	False	1	0	0	0	0	0	0	1	0
EFNA2	O43921	True	False	1	0	0	0	0	0	0	1	0
EFNA3	P52797	True	False	1	0	0	0	0	0	0	1	0
EFNA4	P52798	True	True	1	0	0	0	0	0	0	1	0
EFNA5	P52803	True	False	1	0	0	0	0	0	0	1	0
EFNB1	P98172	True	False	0	0	0	1	0	0	0	1	0
EFNB2	P52799	True	False	0	0	0	1	0	0	0	1	0
EFNB3	Q15768	True	False	0	0	0	1	0	0	0	1	0
EGF	P01133	True	False	0	0	0	1	0	0	0	1	0
EGFL6	Q8IUX8	True	False	0	0	0	0	1	0	0	1	0
EGFL7	Q9UHF1	True	False	0	0	0	0	1	0	0	0	0
EGFL8	Q99944	True	False	0	0	0	0	1	0	0	1	0
EGFLAM	Q63HQ2	True	False	0	0	0	0	1	0	0	1	0
EGFR	P00533	True	False	0	0	0	1	0	0	0	1	0
EIF3A	Q14152	True	False	0	0	0	0	0	0	1	0	0
EIF4A1	P60842	True	False	0	0	0	0	0	0	1	0	0
ELANE	P08246	True	False	0	0	0	0	1	0	0	1	0
ELAPOR1	Q6UXG2	True	False	0	0	0	1	0	0	0	1	0
ELAPOR2	A8MWY0	True	False	0	0	0	1	0	0	0	1	0
ELAVL1	Q15717	True	False	0	0	0	0	0	0	1	0	0
ELFN1	P0C7U0	True	False	0	0	0	1	0	0	0	1	0
ELFN2	Q5R3F8	True	False	0	0	0	1	0	0	0	1	0
ELSPBP1	Q96BH3	True	False	0	0	0	0	1	0	0	1	0
EMB	Q6PCB8	True	False	0	0	0	1	0	0	0	1	0
EMC10	Q5UCC4	True	False	0	0	0	1	0	0	0	1	0
EMCN	Q9ULC0	True	False	0	0	0	1	0	0	0	1	0
EMID1	Q96A84	True	False	0	0	0	0	1	0	0	1	0
EMP1	P54849	True	False	0	0	1	0	0	0	0	1	1
EMP2	P54851	True	False	0	0	1	0	0	0	0	1	1
EMP3	P54852	True	False	0	0	1	0	0	0	0	1	1
EN1	Q05925	True	False	0	0	0	0	0	0	1	0	0
ENDOD1	O94919	True	False	0	0	0	0	1	0	0	0	0
ENDOU	P21128	True	False	0	0	0	0	1	0	0	0	0
ENG	P17813	True	False	0	0	0	1	0	0	0	1	0
ENHO	Q6UWT2	True	False	0	0	0	0	1	0	0	0	1
ENO1	P06733	True	False	0	0	0	0	0	0	1	0	0
ENOX1	Q8TC92	True	False	0	0	0	0	0	0	1	0	0
ENOX2	Q16206	True	False	0	0	0	0	0	0	1	0	0
ENPEP	Q07075	True	False	0	0	0	1	0	0	0	1	1
ENPP1	P22413	True	False	0	0	0	1	0	0	0	1	1
ENPP2	Q13822	True	False	0	0	0	0	1	0	0	1	0
ENPP3	O14638	True	False	0	0	0	1	0	0	0	1	1
ENPP4	Q9Y6X5	True	False	0	0	0	1	0	0	0	1	0
ENPP5	Q9UJA9	True	False	0	0	0	1	0	0	0	1	0
ENPP6	Q6UWR7	True	False	1	0	0	0	0	0	0	1	0
ENPP7	Q6UWV6	True	False	0	0	0	1	0	0	0	1	0
ENTPD1	P49961	True	False	0	0	1	0	0	0	0	1	1
ENTPD2	Q9Y5L3	True	False	0	0	1	0	0	0	0	1	0
ENTPD3	O75355	True	False	0	0	1	0	0	0	0	1	1
ENTPD5	O75356	True	False	0	0	0	0	1	0	0	1	0
ENTPD6	O75354	True	False	0	0	0	1	0	0	0	1	1
ENTPD8	Q5MY95	True	False	0	0	1	0	0	0	0	1	1
ENTREP1	Q15884	True	False	0	0	0	1	0	0	0	0	1
EPCAM	P16422	True	True	0	0	0	1	0	0	0	1	0
EPDR1	Q9UM22	True	False	0	0	0	0	1	0	0	1	0
EPGN	Q6UW88	True	False	0	0	0	1	0	0	0	1	0
EPHA1	P21709	True	False	0	0	0	1	0	0	0	1	0
EPHA10	Q5JZY3	True	False	0	0	0	1	0	0	0	1	0
EPHA2	P29317	True	False	0	0	0	1	0	0	0	1	0
EPHA3	P29320	True	False	0	0	0	1	0	0	0	1	0
EPHA4	P54764	True	False	0	0	0	1	0	0	0	1	0
EPHA5	P54756	True	False	0	0	0	1	0	0	0	1	0
EPHA6	Q9UF33	True	False	0	0	0	1	0	0	0	1	0
EPHA7	Q15375	True	False	0	0	0	1	0	0	0	1	0
EPHA8	P29322	True	False	0	0	0	1	0	0	0	1	0
EPHB1	P54762	True	False	0	0	0	1	0	0	0	1	0
EPHB2	P29323	True	False	0	0	0	1	0	0	0	1	0
EPHB3	P54753	True	False	0	0	0	1	0	0	0	1	0
EPHB4	P54760	True	True	0	0	0	1	0	0	0	1	0
EPHB6	O15197	True	False	0	0	0	1	0	0	0	1	0
EPHX1	P07099	True	False	0	0	0	1	0	0	0	0	1
EPHX3	Q9H6B9	True	False	0	0	0	1	0	0	0	0	0
EPM2A	O95278	True	False	0	0	0	0	0	0	1	0	0
EPOR	P19235	True	False	0	0	0	1	0	0	0	1	0
EPPIN	O95925	True	False	0	0	0	0	1	0	0	0	0
EQTN	Q9NQ60	True	False	0	0	0	1	0	0	0	1	0
ERAP2	Q6P179	True	False	0	0	0	1	0	0	0	1	0
ERBB2	P04626	True	False	0	0	0	1	0	0	0	1	0
ERBB3	P21860	True	False	0	0	0	1	0	0	0	1	0
ERBB4	Q15303	True	False	0	0	0	1	0	0	0	1	0
EREG	O14944	True	True	0	0	0	1	0	0	0	1	0
ERFE	Q4G0M1	True	False	0	0	0	0	1	0	0	1	0
ERLIN2	O94905	True	False	0	0	0	1	0	0	0	1	0
ERMAP	Q96PL5	True	False	0	0	0	1	0	0	0	1	0
ERO1A	Q96HE7	True	False	0	0	0	0	1	0	0	1	0
ERV3-1	Q14264	True	False	0	0	0	0	1	0	0	1	0
ERVFRD-1	P60508	True	False	0	0	0	1	0	0	0	1	0
ERVH48-1	M5A8F1	True	False	0	0	0	0	1	0	0	0	0
ERVMER34-1	Q9H9K5	True	False	0	0	0	1	0	0	0	1	0
ERVV-1	B6SEH8	True	False	0	0	0	1	0	0	0	1	0
ERVV-2	B6SEH9	True	False	0	0	1	0	0	0	0	1	0
ERVW-1	Q9UQF0	True	False	0	0	0	1	0	0	0	1	0
ESAM	Q96AP7	True	False	0	0	0	1	0	0	0	1	0
ESR2	Q92731	True	False	0	0	0	0	0	0	1	0	0
EVA1A	Q9H8M9	True	False	0	0	0	1	0	0	0	0	1
EVA1B	Q9NVM1	True	False	0	0	0	1	0	0	0	0	1
EVA1C	P58658	True	False	0	0	0	1	0	0	0	1	0
EVI2A	P22794	True	False	0	0	0	1	0	0	0	1	0
EVI2B	P34910	True	False	0	0	0	1	0	0	0	1	0
F11R	Q9Y624	True	False	0	0	0	1	0	0	0	1	0
F2R	P25116	True	False	0	1	0	0	0	0	0	1	0
F2RL1	P55085	True	False	0	1	0	0	0	0	0	1	0
F2RL2	O00254	True	False	0	1	0	0	0	0	0	1	0
F2RL3	Q96RI0	True	False	0	1	0	0	0	0	0	1	0
F3	P13726	True	False	0	0	0	1	0	0	0	1	0
FABP4	P15090	True	False	0	0	0	0	0	0	1	0	0
FAIM2	Q9BWQ8	True	False	0	0	1	0	0	0	0	1	1
FAM149A	A5PLN7	True	False	0	0	0	0	0	0	1	0	0
FAM151A	Q8WW52	True	False	0	0	0	1	0	0	0	0	1
FAM151B	Q6UXP7	True	False	0	0	0	0	0	0	1	0	0
FAM153A	Q9UHL3	True	False	0	0	0	0	0	0	1	0	0
FAM163A	Q96GL9	True	False	0	0	0	1	0	0	0	0	1
FAM171A1	Q5VUB5	True	False	0	0	0	1	0	0	0	1	0
FAM171A2	A8MVW0	True	False	0	0	0	1	0	0	0	1	0
FAM171B	Q6P995	True	False	0	0	0	1	0	0	0	1	0
FAM174A	Q8TBP5	True	False	0	0	0	1	0	0	0	1	0
FAM174B	Q3ZCQ3	True	False	0	0	0	1	0	0	0	1	0
FAM174C	Q9BVV8	True	False	0	0	0	1	0	0	0	1	0
FAM180A	Q6UWF9	True	False	0	0	0	0	1	0	0	0	0
FAM180B	Q6P0A1	True	False	0	0	0	0	1	0	0	0	0
FAM187A	A6NFU0	True	False	0	0	0	1	0	0	0	1	0
FAM209B	Q5JX69	True	False	0	0	0	1	0	0	0	0	0
FAM20A	Q96MK3	True	False	0	0	0	0	1	0	0	1	1
FAM234A	Q9H0X4	True	False	0	0	0	1	0	0	0	1	1
FAM237B	A0A1B0GVD1	True	False	0	0	0	0	1	0	0	0	0
FAM24A	A6NFZ4	True	False	0	0	0	0	1	0	0	0	1
FAM24B	Q8N5W8	True	False	0	0	0	0	1	0	0	0	1
FAM3A	P98173	True	False	0	0	0	0	1	0	0	0	0
FAM3B	P58499	True	False	0	0	0	0	1	0	0	1	0
FAM3C	Q92520	True	False	0	0	0	0	1	0	0	0	0
FAM3D	Q96BQ1	True	False	0	0	0	0	1	0	0	1	0
FAM78A	Q5JUQ0	True	False	0	0	0	0	0	0	1	0	0
FAP	Q12884	True	False	0	0	0	1	0	0	0	1	1
FAS	P25445	True	False	0	0	0	1	0	0	0	1	0
FASLG	P48023	True	False	0	0	0	1	0	0	0	1	1
FASN	P49327	True	False	0	0	0	0	0	0	1	0	0
FAT1	Q14517	True	False	0	0	0	1	0	0	0	1	0
FAT2	Q9NYQ8	True	False	0	0	0	1	0	0	0	1	0
FAT3	Q8TDW7	True	False	0	0	0	1	0	0	0	1	0
FAT4	Q6V0I7	True	False	0	0	0	1	0	0	0	1	0
FBLN7	Q53RD9	True	False	0	0	0	0	1	0	0	1	0
FCAMR	Q8WWV6	True	False	0	0	0	1	0	0	0	1	0
FCAR	P24071	True	False	0	0	0	1	0	0	0	1	0
FCER1A	P12319	True	False	0	0	0	1	0	0	0	1	0
FCER2	P06734	True	False	0	0	0	1	0	0	0	1	1
FCGBP	Q9Y6R7	True	False	0	0	0	0	1	0	0	1	0
FCGR1A	P12314	True	False	0	0	0	1	0	0	0	1	0
FCGR2A	P12318	True	False	0	0	0	1	0	0	0	1	0
FCGR2B	P31994	True	False	0	0	0	1	0	0	0	1	0
FCGR2C	P31995	True	False	0	0	0	1	0	0	0	1	0
FCGR3A	P08637	True	False	0	0	0	1	0	0	0	1	0
FCGR3B	O75015	True	False	1	0	0	0	0	0	0	1	0
FCGRT	P55899	True	False	0	0	0	1	0	0	0	1	0
FCMR	O60667	True	False	0	0	0	1	0	0	0	0	0
FCN1	O00602	True	False	0	0	0	0	1	0	0	1	0
FCRL1	Q96LA6	True	False	0	0	0	1	0	0	0	1	0
FCRL2	Q96LA5	True	False	0	0	0	1	0	0	0	1	0
FCRL3	Q96P31	True	False	0	0	0	1	0	0	0	1	0
FCRL4	Q96PJ5	True	False	0	0	0	1	0	0	0	1	0
FCRL5	Q96RD9	True	False	0	0	0	1	0	0	0	1	0
FCRL6	Q6DN72	True	False	0	0	0	1	0	0	0	1	0
FER1L5	A0AVI2	True	False	0	0	0	1	0	0	0	0	1
FER1L6	Q2WGJ9	True	False	0	0	0	1	0	0	0	0	1
FEZ1	Q99689	True	False	0	0	0	0	0	0	1	0	0
FFAR1	O14842	True	False	0	1	0	0	0	0	0	1	1
FFAR2	O15552	True	False	0	1	0	0	0	0	0	1	1
FFAR3	O14843	True	False	0	1	0	0	0	0	0	1	1
FFAR4	Q5NUL3	True	False	0	1	0	0	0	0	0	1	1
FGF2	P09038	True	False	0	0	0	0	0	0	1	0	0
FGF3	P11487	True	False	0	0	0	0	1	0	0	1	0
FGF4	P08620	True	False	0	0	0	0	1	0	0	0	0
FGF8	P55075	True	False	0	0	0	0	1	0	0	1	0
FGF9	P31371	True	False	0	0	0	0	0	0	1	1	0
FGFR1	P11362	True	False	0	0	0	1	0	0	0	1	0
FGFR2	P21802	True	False	0	0	0	1	0	0	0	1	0
FGFR3	P22607	True	False	0	0	0	1	0	0	0	1	0
FGFR4	P22455	True	False	0	0	0	1	0	0	0	1	0
FGFRL1	Q8N441	True	False	0	0	0	1	0	0	0	1	0
FGL1	Q08830	True	False	0	0	0	0	1	0	0	0	0
FGL2	Q14314	True	False	0	0	0	0	1	0	0	1	0
FIBCD1	Q8N539	True	False	0	0	0	1	0	0	0	1	1
FIBIN	Q8TAL6	True	False	0	0	0	0	1	0	0	1	0
FKBP8	Q14318	True	False	0	0	0	1	0	0	0	0	0
FKBPL	Q9UIM3	True	False	0	0	0	0	0	0	1	0	0
FLII	Q13045	True	False	0	0	0	0	0	0	1	0	0
FLRT1	Q9NZU1	True	False	0	0	0	1	0	0	0	1	0
FLRT2	O43155	True	False	0	0	0	1	0	0	0	1	0
FLRT3	Q9NZU0	True	False	0	0	0	1	0	0	0	1	0
FLT1	P17948	True	False	0	0	0	1	0	0	0	1	0
FLT3	P36888	True	True	0	0	0	1	0	0	0	1	0
FLT3LG	P49771	True	False	0	0	0	1	0	0	0	1	0
FLT4	P35916	True	False	0	0	0	1	0	0	0	1	0
FLVCR1	Q9Y5Y0	True	False	0	0	1	0	0	0	0	1	1
FLVCR2	Q9UPI3	True	False	0	0	1	0	0	0	0	0	1
FMOD	Q06828	True	False	0	0	0	0	1	0	0	1	0
FMR1NB	Q8N0W7	True	False	0	0	1	0	0	0	0	0	1
FN1	P02751	True	True	0	0	0	0	1	0	0	1	0
FNDC1	Q4ZHG4	True	False	0	0	0	0	1	0	0	1	0
FNDC10	F2Z333	True	False	0	0	0	1	0	0	0	1	0
FNDC11	Q9BVV2	True	False	0	0	0	0	0	0	1	0	0
FNDC4	Q9H6D8	True	False	0	0	0	1	0	0	0	1	0
FNDC5	Q8NAU1	True	False	0	0	0	1	0	0	0	1	0
FNDC7	Q5VTL7	True	False	0	0	0	0	1	0	0	1	0
FNDC9	Q8TBE3	True	False	0	0	0	1	0	0	0	0	1
FOLH1	Q04609	True	True	0	0	0	1	0	0	0	1	1
FOLR1	P15328	True	True	1	0	0	0	0	0	0	1	0
FOLR2	P14207	True	False	1	0	0	0	0	0	0	1	0
FOLR3	P41439	True	False	0	0	0	0	1	0	0	1	0
FOXR2	Q6PJQ5	True	False	0	0	0	0	0	0	1	0	0
FPR1	P21462	True	False	0	1	0	0	0	0	0	1	1
FPR2	P25090	True	False	0	1	0	0	0	0	0	1	1
FPR3	P25089	True	False	0	1	0	0	0	0	0	1	1
FREM3	P0C091	True	False	0	0	0	0	1	0	0	1	0
FREY1	C9JXX5	True	False	0	0	0	1	0	0	0	0	0
FRMD3	A2A2Y4	True	False	0	0	0	1	0	0	0	0	1
FRRS1L	Q9P0K9	True	False	0	0	0	1	0	0	0	0	0
FSHR	P23945	True	False	0	1	0	0	0	0	0	1	0
FST	P19883	True	False	0	0	0	0	1	0	0	1	0
FSTL1	Q12841	True	False	0	0	0	0	1	0	0	1	0
FSTL4	Q6MZW2	True	False	0	0	0	0	1	0	0	1	0
FSTL5	Q8N475	True	False	0	0	0	0	1	0	0	1	0
FTL	P02792	True	False	0	0	0	0	0	0	1	0	0
FUCA2	Q9BTY2	True	False	0	0	0	0	1	0	0	1	0
FURIN	P09958	True	False	0	0	0	1	0	0	0	1	0
FUT2	Q10981	True	False	0	0	0	1	0	0	0	1	0
FUT3	P21217	True	False	0	0	0	1	0	0	0	1	0
FUT4	P22083	True	False	0	0	0	1	0	0	0	1	1
FXYD1	O00168	True	False	0	0	0	1	0	0	0	0	0
FXYD2	P54710	True	False	0	0	0	1	0	0	0	0	1
FXYD3	Q14802	True	False	0	0	0	1	0	0	0	0	0
FXYD4	P59646	True	False	0	0	0	1	0	0	0	0	0
FXYD5	Q96DB9	True	False	0	0	0	1	0	0	0	0	0
FXYD6	Q9H0Q3	True	False	0	0	0	1	0	0	0	0	0
FXYD7	P58549	True	False	0	0	0	1	0	0	0	1	1
FZD1	Q9UP38	True	False	0	1	0	0	0	0	0	1	1
FZD10	Q9ULW2	True	True	0	1	0	0	0	0	0	1	0
FZD2	Q14332	True	False	0	1	0	0	0	0	0	1	0
FZD3	Q9NPG1	True	False	0	1	0	0	0	0	0	1	0
FZD4	Q9ULV1	True	False	0	1	0	0	0	0	0	1	0
FZD5	Q13467	True	False	0	1	0	0	0	0	0	1	0
FZD6	O60353	True	False	0	1	0	0	0	0	0	1	0
FZD7	O75084	True	True	0	1	0	0	0	0	0	1	0
FZD8	Q9H461	True	False	0	1	0	0	0	0	0	1	0
FZD9	O00144	True	False	0	1	0	0	0	0	0	1	0
G6PC1	P35575	True	False	0	0	1	0	0	0	0	1	1
GAA	P10253	True	False	0	0	0	0	1	0	0	1	1
GABBR1	Q9UBS5	True	False	0	1	0	0	0	0	0	1	0
GABBR2	O75899	True	False	0	1	0	0	0	0	0	1	0
GABRA1	P14867	True	False	0	0	1	0	0	0	0	1	0
GABRA2	P47869	True	False	0	0	1	0	0	0	0	1	0
GABRA3	P34903	True	False	0	0	1	0	0	0	0	1	0
GABRA4	P48169	True	False	0	0	1	0	0	0	0	1	0
GABRA5	P31644	True	False	0	0	1	0	0	0	0	1	0
GABRA6	Q16445	True	False	0	0	1	0	0	0	0	1	0
GABRB1	P18505	True	False	0	0	1	0	0	0	0	1	0
GABRB2	P47870	True	False	0	0	1	0	0	0	0	1	0
GABRB3	P28472	True	False	0	0	1	0	0	0	0	1	0
GABRD	O14764	True	False	0	0	1	0	0	0	0	1	0
GABRE	P78334	True	False	0	0	1	0	0	0	0	1	0
GABRG1	Q8N1C3	True	False	0	0	1	0	0	0	0	1	0
GABRG2	P18507	True	False	0	0	1	0	0	0	0	1	0
GABRG3	Q99928	True	False	0	0	1	0	0	0	0	1	0
GABRP	O00591	True	False	0	0	1	0	0	0	0	1	0
GABRQ	Q9UN88	True	False	0	0	1	0	0	0	0	1	0
GABRR1	P24046	True	False	0	0	1	0	0	0	0	1	0
GABRR2	P28476	True	False	0	0	1	0	0	0	0	1	0
GABRR3	A8MPY1	True	False	0	0	1	0	0	0	0	1	0
GALR1	P47211	True	False	0	1	0	0	0	0	0	1	1
GALR2	O43603	True	False	0	1	0	0	0	0	0	1	1
GALR3	O60755	True	False	0	1	0	0	0	0	0	1	1
GAPT	Q8N292	True	False	0	0	0	1	0	0	0	0	1
GARS1	P41250	True	False	0	0	0	0	0	0	1	0	0
GAS1	P54826	True	False	1	0	0	0	0	0	0	1	0
GBA1	P04062	True	False	0	0	0	0	1	0	0	1	0
GBA2	Q9HCG7	True	False	0	0	0	0	0	0	1	0	0
GC	P02774	True	False	0	0	0	0	1	0	0	0	0
GCGR	P47871	True	True	0	1	0	0	0	0	0	1	0
GCSAM	Q8N6F7	True	False	0	0	0	0	0	0	1	0	0
GDAP2	Q9NXN4	True	False	0	0	0	0	0	0	1	0	0
GDE1	Q9NZC3	True	False	0	0	1	0	0	0	0	1	0
GDPD5	Q8WTR4	True	False	0	0	1	0	0	0	0	1	1
GFOD1	Q9NXC2	True	False	0	0	0	0	1	0	0	0	0
GFOD2	Q3B7J2	True	False	0	0	0	0	1	0	0	0	0
GFRA1	P56159	True	True	1	0	0	0	0	0	0	1	0
GFRA2	O00451	True	False	1	0	0	0	0	0	0	1	0
GFRA3	O60609	True	False	1	0	0	0	0	0	0	1	0
GFRA4	Q9GZZ7	True	False	1	0	0	0	0	0	0	1	0
GFRAL	Q6UXV0	True	False	0	0	0	1	0	0	0	1	0
GGT1	P19440	True	False	0	0	0	1	0	0	0	1	1
GGT5	P36269	True	False	0	0	0	1	0	0	0	1	1
GGT6	Q6P531	True	False	0	0	0	1	0	0	0	1	1
GGT7	Q9UJ14	True	False	0	0	0	1	0	0	0	1	1
GGTLC2	Q14390	True	False	0	0	0	0	0	0	1	0	0
GHDC	Q8N2G8	True	False	0	0	0	0	1	0	0	1	0
GHR	P10912	True	False	0	0	0	1	0	0	0	1	0
GHRHR	Q02643	True	False	0	1	0	0	0	0	0	1	0
GHSR	Q92847	True	False	0	1	0	0	0	0	0	1	1
GINM1	Q9NU53	True	False	0	0	0	1	0	0	0	1	0
GIPR	P48546	True	True	0	1	0	0	0	0	0	1	0
GJA10	Q969M2	True	False	0	0	1	0	0	0	0	0	1
GJA3	Q9Y6H8	True	False	0	0	1	0	0	0	0	0	1
GJA8	P48165	True	False	0	0	1	0	0	0	0	0	1
GJA9	P57773	True	False	0	0	1	0	0	0	0	0	1
GJB1	P08034	True	False	0	0	1	0	0	0	0	0	1
GJB2	P29033	True	False	0	0	1	0	0	0	0	0	1
GJB4	Q9NTQ9	True	False	0	0	1	0	0	0	0	0	1
GJB6	O95452	True	False	0	0	1	0	0	0	0	0	1
GJB7	Q6PEY0	True	False	0	0	1	0	0	0	0	0	1
GJC2	Q5T442	True	False	0	0	1	0	0	0	0	0	1
GJD3	Q8N144	True	False	0	0	1	0	0	0	0	0	1
GJD4	Q96KN9	True	False	0	0	1	0	0	0	0	0	1
GJE1	A6NN92	True	False	0	0	1	0	0	0	0	0	1
GKN1	Q9NS71	True	False	0	0	0	0	1	0	0	0	0
GLDN	Q6ZMI3	True	False	0	0	0	1	0	0	0	1	0
GLG1	Q92896	True	False	0	0	0	1	0	0	0	1	0
GLIPR1	P48060	True	False	0	0	0	1	0	0	0	0	0
GLIPR1L1	Q6UWM5	True	False	1	0	0	0	0	0	0	1	0
GLIPR1L2	Q4G1C9	True	False	0	0	0	1	0	0	0	0	0
GLMP	Q8WWB7	True	False	0	0	0	1	0	0	0	1	0
GLP1R	P43220	True	False	0	1	0	0	0	0	0	1	0
GLP2R	O95838	True	False	0	1	0	0	0	0	0	1	1
GLRA1	P23415	True	False	0	0	1	0	0	0	0	1	0
GLRA2	P23416	True	False	0	0	1	0	0	0	0	1	0
GLRA3	O75311	True	False	0	0	1	0	0	0	0	1	0
GLRB	P48167	True	False	0	0	1	0	0	0	0	1	0
GMFB	P60983	True	False	0	0	0	0	0	0	1	0	0
GMFG	O60234	True	False	0	0	0	0	0	0	1	0	0
GML	Q99445	True	False	1	0	0	0	0	0	0	0	0
GNRHR	P30968	True	False	0	1	0	0	0	0	0	1	1
GOLGA7B	Q2TAP0	True	False	0	0	0	0	0	0	1	0	0
GOLM1	Q8NBJ4	True	False	0	0	0	1	0	0	0	1	1
GOT2	P00505	True	False	0	0	0	0	0	0	1	0	0
GP1BA	P07359	True	False	0	0	0	1	0	0	0	1	0
GP1BB	P13224	True	False	0	0	0	1	0	0	0	1	0
GP2	P55259	True	False	1	0	0	0	0	0	0	1	0
GP5	P40197	True	False	0	0	0	1	0	0	0	1	0
GP6	Q9HCN6	True	False	0	0	0	1	0	0	0	1	0
GP9	P14770	True	False	0	0	0	1	0	0	0	1	0
GPA33	Q99795	True	False	0	0	0	1	0	0	0	1	0
GPBAR1	Q8TDU6	True	True	0	1	0	0	0	0	0	1	1
GPC1	P35052	True	False	1	0	0	0	0	0	0	1	0
GPC2	Q8N158	True	True	1	0	0	0	0	0	0	1	0
GPC3	P51654	True	True	1	0	0	0	0	0	0	1	0
GPC4	O75487	True	False	1	0	0	0	0	0	0	1	0
GPC5	P78333	True	False	1	0	0	0	0	0	0	1	0
GPC6	Q9Y625	True	False	1	0	0	0	0	0	0	0	0
GPER1	Q99527	True	False	0	1	0	0	0	0	0	1	1
GPHB5	Q86YW7	True	False	0	0	0	0	1	0	0	1	0
GPI	P06744	True	False	0	0	0	0	0	0	1	0	0
GPIHBP1	Q8IV16	True	False	1	0	0	0	0	0	0	1	0
GPLD1	P80108	True	False	0	0	0	0	1	0	0	1	0
GPM6A	P51674	True	False	0	0	1	0	0	0	0	1	1
GPM6B	Q13491	True	False	0	0	1	0	0	0	0	1	1
GPNMB	Q14956	True	True	0	0	0	1	0	0	0	1	0
GPR101	Q96P66	True	False	0	1	0	0	0	0	0	1	1
GPR119	Q8TDV5	True	False	0	1	0	0	0	0	0	0	1
GPR12	P47775	True	False	0	1	0	0	0	0	0	1	1
GPR132	Q9UNW8	True	False	0	1	0	0	0	0	0	1	1
GPR135	Q8IZ08	True	False	0	1	0	0	0	0	0	0	1
GPR137	Q96N19	True	False	0	0	1	0	0	0	0	1	1
GPR137C	Q8N3F9	True	False	0	0	1	0	0	0	0	1	1
GPR139	Q6DWJ6	True	False	0	1	0	0	0	0	0	1	1
GPR141	Q7Z602	True	False	0	1	0	0	0	0	0	1	1
GPR142	Q7Z601	True	False	0	1	0	0	0	0	0	0	1
GPR143	P51810	True	False	0	1	0	0	0	0	0	1	1
GPR146	Q96CH1	True	False	0	1	0	0	0	0	0	1	1
GPR148	Q8TDV2	True	False	0	1	0	0	0	0	0	1	1
GPR149	Q86SP6	True	False	0	1	0	0	0	0	0	1	1
