gene_symbol	group	tm_helix_count	protein_length	ecd_length_residues	has_signal_peptide	n_term_extracellular	c_term_extracellular	mouse_has_one2one	cyno_has_one2one	schweke_homomer	alt_iso_diff_topo	has_ec_surface_bind_site	has_concerning_paralog	cyno_ortholog_pct_id	mouse_ortholog_pct_id	homomer_stoichiometry	top_paralog_symbol	top_paralog_ecd_pct	n_ec_surface_bind_sites
IGSF1	likely	3	1336	1180	1	1	0	1	1	0	1	1	0	94.8	86.2		VSTM1	7.6	5.0
IGSF5	likely	1	407	266	0	1	0	0	1	1	0	1	0	77.1		2.0	NEGR1	20.9	2.0
IGSF9B	likely	1	1349	706	1	1	0	1	1	0	0	1	1	91.0	96.0		IGSF9	50.8	6.0
IL1RAPL1	likely	1	696	339	1	1	0	1	1	0	0	1	1	99.7	98.6		IL1RAPL2	63.7	2.0
IL1RAPL2	likely	1	686	338	1	1	0	1	1	0	0	1	1	98.5	94.5		IL1RAPL1	63.7	2.0
ILDR1	likely	1	546	147	1	1	0	1	1	0	1	1	0	95.4	78.9		ILDR2	37.1	1.0
IMPG2	likely	1	1241	1070	1	1	0	1	1	0	0	1	0	97.0	71.2		IMPG1	26.9	3.0
INSRR	likely	1	1297	898	1	1	0	1	1	0	0	1	1	98.7	89.1		IGF1R	52.3	5.0
ISLR	likely	0	428	410	1	1	1	1	1	0	0	0	0	97.7	86.4		ISLR2	39.3	
ISLR2	likely	1	745	570	1	1	0	1	1	0	0	1	0	97.4	89.4		ISLR	38.6	2.0
ISM1	likely	0	464	438	1	1	1	1	1	0	0	0	0	98.3	92.9		THBS2	12.7	
ITGAE	likely	1	1179	1108	1	1	0	1	1	0	0	1	0	92.5	69.5		ITGAM	30.6	4.0
ITM2A	likely	1	263	189	0	0	1	1	1	0	1	0	1	100.0	95.1		ITM2B	45.5	
IYD	likely	0	289	0	0	0	0	1	1	1	1	0	0	79.9	84.4	2.0			
IZUMO1	likely	1	350	271	1	1	0	0	1	0	1	0	0	93.7					
IZUMO1R	likely	0	250	231	1	1	1	1	1	0	0	1	1	95.6	66.4		FOLR3	57.6	1.0
IZUMO2	likely	1	221	168	1	1	0	1	1	1	1	0	0	90.5	51.6	2.0			
KARS1	likely	0	597	0	0	0	0	1	1	1	0	0	0	96.1	90.1	2.0			
KCNC2	likely	6	638	88	0	0	0	1	1	1	0	0	1	100.0	97.5	4.0	KCNC1	67.9	
KCNG2	likely	6	466	76	0	0	0	1	0	1	0	0	1		87.8	4.0	KCNG4	60.0	
KCNG3	likely	6	436	84	0	0	0	1	1	1	0	0	1	99.5	95.9	4.0	KCNG4	46.4	
KCNG4	likely	6	519	80	0	0	0	1	1	1	1	0	1	96.7	79.6	4.0	KCNG2	58.8	
KCNH3	likely	6	1083	121	0	0	0	1	1	0	0	0	1	99.5	95.9		KCNH8	47.1	
KCNH4	likely	8	1017	59	0	0	0	1	1	0	0	0	1	98.1	90.0		KCNH8	42.0	
KCNH5	likely	4	988	88	0	0	0	1	1	0	0	0	1	99.8	98.1		KCNH1	53.3	
KCNH7	likely	6	1196	98	0	0	0	1	1	0	0	0	1	99.2	94.4		KCNH6	77.8	
KCNH8	likely	6	1107	88	0	0	0	1	1	0	1	0	1	99.1	92.2		KCNH4	73.9	
KCNJ18	likely	2	433	52	0	0	0	0	0	1	0	0	1			4.0	KCNJ12	96.2	
KCNK1	likely	4	336	129	0	0	0	1	1	1	0	0	1	99.7	94.9	2.0	KCNK6	55.5	
KCNK12	likely	4	430	124	0	0	0	1	1	1	0	0	1	68.8	99.1	2.0	KCNK13	71.0	
KCNK16	likely	4	309	129	0	0	0	0	1	1	1	0	1	78.9		2.0	KCNK17	47.7	
KCNK6	likely	4	313	137	0	0	0	1	1	1	1	0	1	94.9	85.0	2.0	KCNK1	54.7	
KCNMB4	likely	2	210	127	0	0	0	1	1	0	0	0	0	100.0	93.8		KCNMB2	36.4	
KCNS1	likely	6	526	91	0	0	0	1	1	1	0	1	1	92.4	84.6	4.0	KCNS2	44.0	1.0
KCNS2	likely	6	477	82	0	0	0	1	1	1	0	0	1	99.8	98.1	2.0	KCNS1	48.4	
KCNU1	likely	7	1149	88	0	1	0	0	1	0	0	0	0	91.6			KCNMA1	31.1	
KCNV1	likely	6	500	67	0	0	0	1	1	1	0	0	1	100.0	95.6	2.0	KCNF1	45.3	
KCNV2	likely	6	545	92	0	0	0	1	1	1	0	0	1	95.4	82.6	2.0	KCNA7	40.6	
KEL	likely	1	732	666	0	0	1	1	0	0	0	1	0		72.3		ECE2	32.3	2.0
KIAA0319L	likely	1	1049	880	1	1	0	1	1	0	0	0	1	96.9	84.4		KIAA0319	49.8	
KIDINS220	likely	4	1771	16	0	0	0	1	1	0	1	0	0	99.3	93.1				
KIR2DL4	likely	1	377	219	1	1	0	0	1	0	1	1	1	81.9			KIR3DL2	53.3	2.0
KIR2DL5B	likely	1	375	219	1	1	0	0	0	0	0	1	0						2.0
KIR2DS2	likely	1	304	224	1	1	0	0	0	0	0	1	0						2.0
KIR2DS5	likely	1	304	224	1	1	0	0	0	0	0	1	0						2.0
KIR3DL3	likely	1	410	296	1	1	0	0	0	0	0	1	1				KIR3DL2	70.8	2.0
KIR3DS1	likely	1	382	319	1	1	0	0	0	0	0	1	0						1.0
KIRREL2	likely	1	708	490	1	1	0	1	1	0	1	1	1	94.9	83.8		KIRREL1	44.7	3.0
KIRREL3	likely	1	778	513	1	1	0	1	1	0	0	1	1	98.1	96.4		KIRREL1	53.4	3.0
KL	likely	1	1012	948	1	1	0	1	1	0	1	1	1	96.4	85.9		KLB	45.6	5.0
KLRF2	likely	1	207	156	0	0	1	0	1	1	0	1	0	92.3		2.0	KLRF1	30.8	1.0
KRT1	likely	0	644	0	0	0	0	1	1	0	0	0	0	95.2	75.8				
KRT8	likely	0	483	0	0	0	0	1	0	0	0	0	0		91.1				
LAMP1	likely	1	417	355	1	1	0	1	1	0	0	1	0	92.3	66.4		LAMP2	34.9	1.0
LAMP2	likely	1	410	350	1	1	0	1	1	0	0	1	0	91.2	60.2		LAMP1	35.2	1.0
LAMP3	likely	1	416	354	1	1	0	0	1	0	0	0	0	85.8					
LAMP5	likely	1	280	210	1	1	0	1	1	0	0	1	0	97.9	85.7		LAMP1	16.1	2.0
LAPTM4B	likely	4	317	55	0	0	0	1	1	0	0	0	0	87.6	92.5		LAPTM4A	37.9	
LAT	likely	1	262	6	0	1	0	1	1	0	0	0	0	96.1	69.1				
LAT2	likely	1	243	6	0	1	0	1	1	0	0	0	0	88.1	50.2				
LAX1	likely	1	398	37	0	1	0	1	1	0	1	0	0	94.2	51.3				
LCN6	likely	0	163	143	1	1	1	1	0	1	0	0	0		73.0	2.0	LCN15	25.0	
LCP1	likely	0	627	0	0	0	0	1	1	0	0	0	0	99.5	97.0				
LCT	likely	1	1927	1862	1	1	0	1	1	0	0	1	0	95.9	79.8		GBA3	12.5	5.0
LCTL	likely	1	567	520	1	1	0	1	1	0	0	0	1	97.4	83.6		LCT	13.7	
LGALS1	likely	0	135	0	0	0	0	1	1	1	0	0	0	96.3	88.1	2.0			
LGALS13	likely	0	139	0	0	0	0	0	1	0	0	0	0	95.7					
LGALS3	likely	0	250	0	0	0	0	1	1	0	0	0	0	91.2	84.0				
LGALS3BP	likely	1	585	119	1	1	0	1	1	1	0	0	0	94.9	67.7	2.0	DMBT1	2.9	
LGALS4	likely	0	323	0	0	0	0	1	1	0	0	0	0	91.0	76.8				
LGALS7	likely	0	136	0	0	0	0	0	0	1	0	0	0						
LGALS8	likely	0	317	0	0	0	0	1	1	0	0	0	0	95.3	79.5				
LGALS9	likely	0	355	0	0	0	0	0	0	0	0	0	0						
LGMN	likely	0	433	416	1	1	1	1	1	1	0	0	0	98.8	83.4	2.0	PIGK	25.5	
LHFPL5	likely	4	219	82	0	0	0	1	1	0	0	0	1	98.6	98.2		LHFPL3	70.7	
LHFPL6	likely	4	200	86	0	0	0	1	1	0	0	0	1	100.0	97.0		LHFPL1	65.1	
LILRA4	likely	1	499	423	1	1	0	0	0	0	0	1	1				LILRB3	70.4	4.0
LILRA6	likely	1	481	423	1	1	0	0	0	0	1	1	1				LILRB3	94.3	3.0
LIM2	likely	4	173	60	0	0	0	1	1	0	0	0	0	96.5	91.3		GSG1L	23.0	
LIME1	likely	1	295	10	0	1	0	1	1	0	1	0	1	91.9	55.6				
LINGO1	likely	1	620	518	1	1	0	1	1	0	0	1	1	99.5	98.4		LINGO2	62.0	3.0
LIPC	likely	0	499	477	1	1	1	1	1	0	0	0	1	95.0	74.9		LPL	42.6	
LMLN	likely	0	647	604	1	1	1	1	1	0	0	0	0	98.2	89.8				
LMTK3	likely	1	1460	19	1	1	0	1	0	0	0	0	0		87.7		AATK	16.1	
LNPEP	likely	1	1025	894	0	0	1	1	1	0	0	1	1	96.7	87.8		ERAP1	46.3	1.0
LRFN1	likely	1	771	505	1	1	0	1	1	0	0	1	1	62.1	95.3		LRFN5	60.4	4.0
LRFN2	likely	1	789	514	1	1	0	1	1	0	0	1	1	97.6	94.9		LRFN4	58.4	2.0
LRFN3	likely	1	628	523	1	1	0	1	0	0	0	1	1		96.0		LRFN1	59.8	1.0
LRFN5	likely	1	719	512	1	1	0	1	1	0	0	1	1	99.2	96.8		LRFN1	60.4	2.0
LRIT1	likely	1	623	505	1	1	0	1	1	0	0	1	0	92.3	79.0		LRIT3	36.4	2.0
LRIT3	likely	1	679	563	1	1	0	1	1	0	0	1	0	95.1	71.7		LRIT1	36.4	2.0
LRP11	likely	1	500	414	1	1	0	1	1	0	1	1	0	55.2	68.6		SPINT4	7.2	4.0
LRP12	likely	1	859	460	1	1	0	1	1	0	0	1	1	98.6	92.7		LRP2	4.7	3.0
LRP3	likely	1	770	463	1	1	0	1	0	0	0	1	1		93.1		LRP2	5.1	1.0
LRRC19	likely	1	370	246	1	1	0	1	1	0	0	1	0	94.9	70.0		FLRT1	18.5	1.0
LRRC25	likely	1	305	145	1	1	0	0	1	0	0	1	0	89.2					1.0
LRRC26	likely	1	334	235	1	1	0	1	1	0	1	0	0	91.9	67.1		CHADL	14.9	
LRRC37B	likely	1	947	878	1	1	0	0	0	0	0	1	1				LRRC37A	42.7	2.0
LRRC38	likely	1	294	222	1	1	0	1	0	0	0	1	0		89.5		SLIT1	5.7	1.0
LRRC4	likely	1	653	489	1	1	0	1	1	0	0	0	1	90.2	97.7		LRRC4B	59.1	
LRRC4B	likely	1	713	541	1	1	0	1	0	0	0	1	1		96.4		LRRC4C	63.4	2.0
LRRC4C	likely	1	640	483	1	1	0	1	1	0	0	0	1	100.0	99.7		LRRC4B	62.8	
LRRC52	likely	1	313	222	1	1	0	1	1	0	0	1	0	89.5	73.8		CHADL	12.4	2.0
LRRC55	likely	1	298	224	1	1	0	1	1	1	0	0	0	97.0	94.6	2.0	SLIT1	6.9	
LRRC8C	likely	4	803	111	0	0	0	1	1	0	0	0	1	99.8	97.4		LRRC8E	55.0	
LRRFIP1	likely	0	808	0	0	0	0	0	0	0	0	0	0						
LRRN2	likely	1	713	611	1	1	0	1	1	0	0	1	1	99.2	90.0		LRRN1	54.3	4.0
LRRN3	likely	1	708	606	1	1	0	1	0	0	0	1	1		87.9		LRRN1	58.1	2.0
LRRN4	likely	1	740	664	1	1	0	1	1	0	0	1	0	72.2	64.2		LRRN4CL	12.5	1.0
LRRTM1	likely	1	522	391	1	1	0	1	1	0	0	0	1	78.0	97.1		LRRTM4	50.3	
LRRTM2	likely	1	516	389	1	1	0	1	1	0	0	1	0	100.0	98.1		LRIG2	18.4	2.0
LRRTM3	likely	1	581	389	1	1	0	1	1	0	0	1	1	100.0	97.6		LRRTM4	62.4	2.0
LRRTM4	likely	1	590	394	1	1	0	1	1	0	0	1	1	99.0	94.6		LRRTM3	62.4	2.0
LRTM1	likely	1	345	268	1	1	0	1	1	0	0	1	0	93.0	66.4		PODN	17.7	1.0
LRTM2	likely	1	370	275	1	1	0	1	1	0	0	1	0	97.8	92.2		SLIT3	8.5	1.0
LSAMP	likely	0	338	307	1	1	1	1	1	1	0	1	1	95.0	98.5	2.0	NEGR1	54.2	4.0
LSMEM2	likely	1	164	46	0	0	1	1	1	0	0	0	0	88.4	75.6				
LST1	likely	1	97	11	0	1	0	1	0	0	1	0	0		52.6				
LTK	likely	1	864	406	1	1	0	1	1	0	1	0	0	89.4	78.9		ALK	20.8	
LY6G6F	likely	1	297	217	1	1	0	1	1	0	1	1	0	95.3	66.0		LY6G6D	16.6	2.0
LY6L	likely	0	138	121	1	1	1	0	1	0	0	0	0	84.1			LY6S	33.9	
LY86	likely	0	162	142	1	1	1	1	0	0	0	0	0		66.7				
LYPD5	likely	0	251	226	1	1	1	1	1	0	0	1	0	95.2	70.5		LYPD3	23.1	1.0
LYPD8	likely	0	237	218	1	1	1	0	1	0	0	1	0	86.5			PINLYP	22.9	1.0
LYSMD3	likely	1	306	68	0	0	1	1	1	0	1	0	0	97.7	80.1		LYSMD4	23.5	
LYZL4	likely	0	146	127	1	1	1	1	1	0	0	0	1	95.9	69.9		SPACA3	43.3	
LYZL6	likely	0	148	129	1	1	1	1	1	0	0	0	1	68.9	70.9		SPACA5B	44.2	
M6PR	likely	1	277	164	1	1	0	1	1	1	0	1	0	99.3	92.1	2.0			1.0
MADCAM1	likely	1	382	303	1	1	0	0	1	0	1	0	0	77.0					
MAG	likely	1	626	495	1	1	0	1	1	0	0	1	0	97.6	94.4		SIGLECL1	10.1	3.0
MAL	likely	4	153	28	0	0	0	1	1	1	1	0	1	73.2	86.9	2.0	CMTM5	17.9	
MARCKS	likely	0	332	0	0	0	0	1	0	0	0	0	0		69.9				
MARCO	likely	1	520	455	0	0	1	1	1	0	1	0	0	91.9	67.7		MSR1	28.6	
MARVELD2	likely	4	558	67	0	0	0	1	1	0	0	0	0	97.8	87.5		OCLN	27.7	
MARVELD3	likely	4	401	86	0	0	0	1	0	0	1	0	0		64.6				
MAS1L	likely	7	378	110	0	1	0	0	0	0	0	0	0				MRGPRF	17.3	
MC2R	likely	7	297	61	0	1	0	1	0	0	0	0	0		88.6		GPR6	15.2	
MCEMP1	likely	1	187	81	0	0	1	0	1	0	0	0	0	82.2					
MCOLN2	likely	6	566	255	0	0	0	1	1	1	0	0	1	94.7	79.5	4.0	MCOLN3	53.3	
MCOLN3	likely	6	553	250	0	0	0	1	1	1	0	0	1	97.8	91.1	4.0	MCOLN1	52.6	
MEGF11	likely	1	1044	831	1	1	0	1	1	0	0	1	1	98.0	85.9		MEGF10	68.4	5.0
MFRP	likely	1	579	489	0	0	1	1	1	0	0	1	0	95.9	69.8		CUBN	6.2	2.0
MFSD2B	likely	12	504	83	0	0	0	1	1	0	0	0	0	95.6	81.9		MFSD12	15.1	
MGAM	likely	1	2753	2719	0	0	1	1	1	0	0	0	1	65.0	79.9		SI	39.6	
MIP	likely	6	263	56	0	0	0	1	1	1	0	0	1	97.3	93.2	4.0	AQP4	49.1	
MLKL	likely	0	471	0	0	0	0	1	1	1	0	0	0	90.9	61.4	2.0			
MMEL1	likely	1	779	733	0	0	1	1	1	1	0	1	1	97.3	77.0	2.0	MME	52.5	3.0
MMP24	likely	1	645	550	1	1	0	1	1	0	0	0	1	96.6	91.2		MMP16	67.3	
MMP28	likely	0	520	498	1	1	1	1	1	0	0	0	0	95.0	84.8		MMP7	19.3	
MMP9	likely	0	707	688	1	1	1	1	1	0	0	0	1	94.3	74.4		MMP2	46.9	
MMRN1	likely	0	1228	1209	1	1	1	1	1	0	0	0	0	93.7	65.7		MMRN2	21.1	
MMRN2	likely	0	949	927	1	1	1	1	0	1	0	0	0		66.2	3.0	EMILIN1	24.7	
MOG	likely	3	247	127	1	1	0	1	1	0	1	0	1	96.4	84.6		BTN1A1	27.7	
MOSPD2	likely	1	518	2	0	0	1	1	1	0	0	0	0	97.9	90.0				
MPEG1	likely	1	716	646	1	1	0	0	1	1	0	1	0	92.0		2.0			4.0
MPIG6B	likely	1	241	125	1	1	0	1	1	0	1	1	0	76.8	71.4				2.0
MPZ	likely	1	248	126	1	1	0	1	1	0	0	0	1	98.8	94.0		MPZL1	42.0	
MPZL3	likely	1	235	127	1	1	0	1	0	0	1	0	1		87.7		MPZ	40.2	
MR1	likely	1	341	278	1	1	0	1	1	0	1	1	1	92.7	75.7		HLA-C	42.0	2.0
MRAP	likely	1	172	37	0	1	0	0	1	0	1	0	0	93.0					
MRGPRX1	likely	7	322	66	0	1	0	0	1	0	0	0	1	86.3			MRGPRX3	69.0	
MRGPRX2	likely	7	330	76	0	1	0	0	1	0	0	0	1	91.2			MRGPRX1	48.7	
MRGPRX3	likely	7	322	71	0	1	0	0	1	0	0	0	1	90.4			MRGPRX4	74.3	
MRGPRX4	likely	7	322	74	0	1	0	0	1	0	0	0	1	80.1			MRGPRX3	75.7	
MS4A12	likely	4	267	31	0	0	0	1	1	1	0	0	0	82.0	51.3	2.0	MS4A6E	17.0	
MS4A13	likely	4	152	40	0	0	0	1	1	0	1	0	0	86.2	63.8		MS4A4E	35.0	
MS4A2	likely	4	244	52	0	0	0	1	1	0	0	0	0	88.1	58.2		MS4A4E	17.3	
MS4A4E	likely	3	132	17	0	0	1	0	0	0	1	0	0				MS4A6E	4.3	
MS4A6A	likely	4	248	67	0	0	0	0	1	0	1	0	1	90.2			MS4A12	17.9	
MS4A7	likely	4	240	65	0	0	0	0	1	1	1	0	0	92.9		2.0	MS4A6E	26.2	
MTDH	likely	1	582	49	0	1	0	1	0	0	0	0	0		91.1				
MUC12	likely	1	5478	5361	1	1	0	0	0	0	0	0	0						
MUC17	likely	1	4493	4364	1	1	0	0	1	0	1	1	0	66.9			MUC13	4.1	3.0
MUC22	likely	1	1773	1636	1	1	0	0	0	0	0	1	0						8.0
MUC3A	likely	1	3323	3207	1	1	0	0	0	0	1	0	0				MUC13	5.9	
MUCL1	likely	0	90	71	1	1	1	0	1	0	0	0	0	77.8					
MUSK	likely	1	869	474	1	1	0	1	1	0	0	1	0	99.3	92.4		ROS1	8.1	1.0
MYH9	likely	0	1960	0	0	0	0	1	1	0	0	0	0	99.8	97.1				
MYMX	likely	0	84	0	0	0	0	1	0	0	0	0	0		78.6				
MYO18A	likely	0	2054	0	0	0	0	0	0	0	0	0	0	98.1	73.7				
MYOC	likely	0	504	472	1	1	1	1	1	1	0	0	0	96.6	79.6	2.0	OLFM2	32.0	
MYOF	likely	1	2061	15	0	0	1	1	1	0	1	0	1	99.1	94.0		DYSF	53.3	
NAALAD2	likely	1	740	709	0	0	1	1	1	1	0	0	1	96.1	88.1	2.0	FOLH1	70.1	
NAALADL2	likely	1	795	649	0	0	1	1	1	1	0	0	0	94.8	78.0	2.0	NAALADL1	26.7	
NDNF	likely	0	568	549	1	1	1	1	1	0	0	0	0	98.1	87.5				
NEDD9	likely	0	834	0	0	0	0	1	1	0	0	0	0	97.7	88.7				
NETO1	likely	1	533	321	1	1	0	1	1	0	1	1	1	99.6	95.7		NETO2	65.9	1.0
NEU1	likely	0	415	368	1	1	1	1	1	0	0	0	0	97.1	81.7				
NFAM1	likely	1	270	122	1	1	0	0	1	0	0	1	0	83.3					1.0
NFASC	likely	1	1347	1193	1	1	0	1	1	0	1	1	1	99.3	96.2		NRCAM	45.9	5.0
NIPAL4	likely	9	404	104	0	1	0	1	1	1	0	0	0	98.8	84.9	2.0	NIPA2	31.7	
NKTR	likely	0	1462	0	0	0	0	1	1	0	0	0	0	95.7	79.3				
NLGN4Y	likely	1	816	635	1	1	0	0	1	1	1	1	1	97.4		2.0	NLGN4X	98.3	1.0
NOX3	likely	6	568	110	0	0	0	1	1	0	0	0	1	95.8	80.6		CYBB	42.6	
NOX5	likely	6	765	41	0	0	0	0	1	0	0	0	0	92.3			DUOX1	1.6	
NPDC1	likely	1	325	151	1	1	0	1	1	0	0	0	0	84.9	75.1				
NPHS1	likely	1	1241	1042	1	1	0	1	1	0	0	1	0	95.4	81.5		KIRREL2	21.8	8.0
NPHS2	likely	2	383	1	0	0	0	1	1	1	0	0	0	89.3	86.4	2.0	STOML3	0.0	
NPM1	likely	0	294	0	0	0	0	1	1	1	0	0	0	89.8	94.2	5.0			
NPY4R	likely	7	375	106	0	1	0	0	0	0	0	0	1				NPY4R2	100.0	
NPY4R2	likely	7	375	106	0	1	0	0	0	0	0	0	1				NPY4R	100.0	
NRDC	likely	0	1151	0	0	0	0	1	1	0	0	0	0	96.8	93.0				
NRG3	likely	2	720	274	0	0	0	1	1	0	1	0	0	98.7	92.0		NRG4	9.5	
NRG4	likely	1	115	60	0	1	0	1	1	0	0	1	0	92.2	74.8		NRG3	9.9	1.0
NRN1L	likely	0	165	130	1	1	1	1	1	0	0	1	0	87.3	77.0		NRN1	29.2	2.0
NRROS	likely	1	692	624	1	1	0	1	1	0	0	0	0	94.9	80.8		LRRC3C	13.5	
NRXN1	likely	1	472	347	1	1	0	1	1	0	0	1	1	53.7	99.3		NRXN2	48.1	1.0
NUS1	likely	0	293	0	0	0	0	1	1	1	0	0	0	98.0	90.4	2.0			
NXPE1	likely	1	547	520	0	0	1	0	0	1	1	0	1			2.0	NXPE2	72.0	
NXPH1	likely	0	271	250	1	1	1	1	1	0	0	0	1	99.3	99.6		NXPH2	66.4	
NXPH3	likely	0	252	230	1	1	1	1	1	0	0	0	1	93.7	96.4		NXPH1	49.6	
NYX	likely	0	476	458	1	1	1	1	0	0	0	0	0		84.7		LRTM1	22.3	
ODR4	likely	1	454	5	0	0	1	1	1	0	1	0	0	97.6	85.5				
OLFM1	likely	0	485	464	1	1	1	1	1	0	0	0	1	99.8	98.4		OLFM3	65.7	
OLFM2	likely	0	454	434	1	1	1	1	1	0	0	0	1	96.5	94.7		OLFM3	60.4	
OLFM3	likely	0	478	455	1	1	1	1	1	0	0	0	1	96.3	95.6		OLFM1	65.3	
OLFM4	likely	0	510	490	1	1	1	1	1	0	0	0	0	93.7	70.2		OLFML2B	19.2	
OMG	likely	0	440	416	1	1	1	1	1	0	0	1	0	98.2	88.6		LINGO3	25.7	2.0
OPALIN	likely	1	141	35	0	1	0	1	1	0	0	0	0	95.0	78.0				
OPN1LW	likely	7	364	108	0	1	0	0	1	0	0	0	1	96.2			OPN1MW2	95.5	
OPN1MW	likely	7	364	111	0	1	0	0	0	0	0	0	1				OPN1MW2	100.0	
OPN1MW2	likely	7	364	111	0	1	0	0	0	0	0	0	1				OPN1MW	100.0	
OPN1MW3	likely	7	364	111	0	1	0	0	0	0	0	0	1				OPN1MW2	100.0	
OPN1SW	likely	7	345	87	0	1	0	1	1	0	0	0	1	96.2	86.1		RHO	42.6	
OPN4	likely	7	478	123	0	1	0	1	1	0	0	0	0	95.4	76.2		OPN1MW2	30.1	
OR10A2	likely	7	303	70	0	1	0	0	0	0	0	0	1				OR10A5	80.7	
OR10A3	likely	7	314	89	0	1	0	0	0	0	0	0	1				OR10A6	89.9	
OR10A4	likely	7	315	82	0	1	0	1	1	0	0	0	1	92.1	88.3		OR10A2	63.4	
OR10A5	likely	7	317	83	0	1	0	0	0	0	0	0	1				OR10A2	79.5	
OR10A6	likely	7	314	89	0	1	0	0	1	0	0	0	1	94.3			OR10A3	89.9	
OR10G4	likely	7	311	82	0	1	0	0	0	0	0	0	1				OR10G9	89.4	
OR10G7	likely	7	311	83	0	1	0	0	1	0	0	0	1	92.0			OR10G4	91.6	
OR10G9	likely	7	311	85	0	1	0	0	0	0	0	0	1				OR10G4	91.8	
OR10H2	likely	7	315	81	0	1	0	0	0	0	0	0	1				OR10H5	82.7	
OR10H5	likely	7	315	80	0	1	0	0	0	0	0	0	1				OR10H1	86.4	
OR10J5	likely	7	309	79	0	1	0	1	0	0	0	0	1		87.4		OR10J1	60.0	
OR10P1	likely	7	313	86	0	1	0	1	1	0	0	0	1	96.8	84.0		OR10C1	45.3	
OR10S1	likely	7	331	93	0	1	0	1	0	0	0	0	1		84.8		OR10G6	46.2	
OR10X1	likely	7	326	98	0	1	0	0	0	0	0	0	0				OR9G1	32.7	
OR11A1	likely	7	315	78	0	1	0	1	1	0	0	0	0	93.7	74.0		OR11H2	34.7	
OR11H2	likely	7	326	98	0	1	0	0	0	0	0	0	1				OR11H1	96.9	
OR11H6	likely	7	330	92	1	1	0	1	0	0	0	0	1		81.5		OR11H4	64.1	
OR11H7	likely	7	314	77	0	1	0	0	1	0	0	0	1	92.4			OR11H4	62.5	
OR11L1	likely	7	322	82	0	1	0	1	1	0	0	0	1	88.5	77.0		OR5A1	47.2	
OR13A1	likely	7	328	102	0	1	0	1	0	0	0	0	1		79.9		OR5M8	41.2	
OR14A16	likely	7	309	80	0	1	0	0	0	0	0	0	1				OR14A2	61.3	
OR14A2	likely	7	314	73	0	1	0	0	1	0	0	0	1	93.9			OR14A16	57.5	
OR14I1	likely	7	311	75	0	1	0	0	1	0	0	0	1	91.6			OR14C36	48.1	
OR1A1	likely	7	309	84	0	1	0	0	1	0	0	0	1	93.2			OR1A2	81.0	
OR1A2	likely	7	309	84	0	1	0	0	0	0	0	0	1				OR1A1	81.0	
OR1D2	likely	7	312	87	0	1	0	1	1	0	0	0	1	93.9	86.9		OR1D5	79.3	
OR1D4	likely	7	311	86	0	1	0	0	0	0	0	0	0						
OR1E1	likely	7	314	89	0	1	0	0	1	0	0	0	1	94.6			OR1E2	97.8	
OR1E2	likely	7	323	88	0	1	0	0	1	0	0	0	1	90.1			OR1E1	96.6	
OR1F1	likely	7	312	84	0	1	0	1	1	0	0	0	1	92.3	73.7		OR1N1	60.0	
OR1G1	likely	7	313	97	0	1	0	0	0	0	0	0	1				OR1I1	58.8	
OR1I1	likely	7	355	86	0	1	0	1	1	0	0	0	1	89.0	67.3		OR1G1	51.5	
OR2A2	likely	7	318	85	0	1	0	1	1	0	0	0	1	93.1	72.6		OR2A14	76.5	
OR2A25	likely	7	310	77	0	1	0	1	1	0	0	0	1	92.3	81.9		OR2A7	77.1	
OR2A4	likely	7	310	83	0	1	0	0	0	0	0	0	1				OR2A7	98.8	
OR2A7	likely	7	310	83	0	1	0	0	0	0	0	0	1				OR2A4	98.8	
OR2AG1	likely	7	316	87	0	1	0	0	0	0	0	0	1				OR2AG2	88.5	
OR2AG2	likely	7	316	86	0	1	0	0	1	0	0	0	1	92.7			OR2AG1	87.4	
OR2AT4	likely	7	320	90	0	1	0	1	1	0	0	0	0	95.0	85.6		OR1F1	32.2	
OR2B6	likely	7	313	87	0	1	0	1	0	0	0	0	1		81.2		OR2B2	77.0	
OR2C1	likely	7	312	90	0	1	0	1	0	0	0	0	1		82.1		OR2G2	60.0	
OR2D2	likely	7	308	89	0	1	0	0	1	0	0	0	1	79.9			OR2D3	47.0	
OR2D3	likely	7	330	100	0	1	0	1	1	0	0	0	1	92.4	75.8		OR2D2	44.0	
OR2H2	likely	7	312	84	0	1	0	0	1	0	0	0	1	94.6			OR2H1	84.9	
OR2I1	likely	7	315	89	0	1	0	1	1	0	0	0	1	95.2	81.6		OR2J1	52.8	
OR2J2	likely	7	312	87	0	1	0	0	1	0	0	0	1	91.7			OR2J1	87.5	
OR2J3	likely	7	311	87	0	1	0	0	1	0	0	0	1	95.5			OR2J2	83.9	
OR2L13	likely	7	312	89	0	1	0	0	1	0	0	0	1	92.6			OR2L3	76.4	
OR2M3	likely	7	312	85	0	1	0	0	0	0	0	0	1				OR2M5	95.3	
OR2M4	likely	7	311	87	0	1	0	0	1	0	0	0	1	94.9			OR2M5	75.9	
OR2M7	likely	7	312	85	0	1	0	0	0	0	0	0	1				OR2M5	94.1	
OR2T1	likely	7	369	121	1	1	0	1	1	0	0	0	1	95.9	86.2		OR2T27	44.6	
OR2T11	likely	7	316	87	0	1	0	0	0	0	0	0	1				OR2T2	59.3	
OR2T29	likely	7	315	89	0	1	0	0	0	0	0	0	1				OR2T5	97.8	
