gene_symbol	uniprot_acc	triage_verdict	triage_reason	deep_dive_reason	deep_dive_tier	go_surface_flag	surfy_surface_flag	hpa_surface_flag	uniprot_optimized	cspa_optimized
CMKLR1	Q99788	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	1
CMKLR2	P46091	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	1	1	0
CMTM1	Q8IZ96	yes	multipass_with_exposed_loops	cell_state_induced	low	0	0	0	0	0
CMTM2	Q8TAZ6	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	0	0	0	0
CMTM3	Q96MX0	yes	multipass_with_exposed_loops	endomembrane_resident	no	0	0	0	0	0
CMTM4	Q8IZR5	yes	multipass_with_exposed_loops	cell_state_induced	canonical	0	0	1	0	0
CMTM5	Q96DZ9	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	0	0	0	0
CMTM6	Q9NX76	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	0	0	0	1	0
CMTM7	Q96FZ5	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	0	0	1	0	0
CMTM8	Q8IZV2	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	0	0	0	0	0
CNFN	Q9BYD5	no	cytoplasmic	cytoplasmic	no	1	0	0	0	0
CNGA1	P29973	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	0	1	1	0
CNGA2	Q16280	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	1	0	0	1	0
CNGA3	Q16281	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	0	0	0	1	0
CNGA4	Q8IV77	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	1	0	0	1	0
CNGB1	Q14028	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	1	0	1	1	0
CNGB3	Q9NQW8	no	other	tissue_restricted_surface	likely	0	0	0	1	0
CNIH2	Q6PI25	no	endomembrane_resident	tissue_restricted_surface	low	1	0	0	1	0
CNIH3	Q8TBE1	no	endomembrane_resident	dual_localization	low	1	0	0	1	0
CNKSR1	Q969H4	no	inner_leaflet_anchored	inner_leaflet_anchored	no	0	0	0	0	0
CNKSR3	Q6P9H4	no	inner_leaflet_anchored	inner_leaflet_anchored	no	0	0	0	1	0
CNMD	O75829	contextual	dual_localization	tissue_restricted_surface	low	0	0	0	0	0
CNNM1	Q9NRU3	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	0	1	1	0
CNNM2	Q9H8M5	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	1	1	0	1	1
CNNM3	Q8NE01	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	0	1	0	1	1
CNNM4	Q6P4Q7	no	other	multipass_with_exposed_loops	canonical	0	1	1	1	1
CNPY4	Q8N129	no	endomembrane_resident	endomembrane_resident	no	0	0	0	0	0
CNR1	P21554	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	1	1	0
CNR2	P34972	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	1
CNST	Q6PJW8	no	endomembrane_resident	endomembrane_resident	no	0	0	0	1	0
CNTFR	P26992	yes	gpi_anchored	gpi_anchored	canonical	1	1	0	1	1
CNTN1	Q12860	yes	gpi_anchored	gpi_anchored	canonical	0	1	0	1	1
CNTN2	Q02246	yes	gpi_anchored	tissue_restricted_surface	likely	1	1	0	1	0
CNTN3	Q9P232	yes	gpi_anchored	gpi_anchored	canonical	0	1	0	1	1
CNTN4	Q8IWV2	yes	gpi_anchored	tissue_restricted_surface	likely	0	1	0	1	0
CNTN5	O94779	yes	gpi_anchored	tissue_restricted_surface	likely	0	1	0	1	0
CNTN6	Q9UQ52	yes	gpi_anchored	gpi_anchored	canonical	0	1	0	1	0
CNTNAP1	P78357	yes	classical_surface_receptor	tissue_restricted_surface	likely	0	1	0	1	1
CNTNAP2	Q9UHC6	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	0	1	1
CNTNAP3	Q9BZ76	yes	classical_surface_receptor	tissue_restricted_surface	likely	0	1	0	1	0
CNTNAP3B	Q96NU0	yes	classical_surface_receptor	classical_surface_receptor	likely	0	1	0	1	0
CNTNAP4	Q9C0A0	yes	classical_surface_receptor	tissue_restricted_surface	likely	1	1	0	1	0
CNTNAP5	Q8WYK1	yes	classical_surface_receptor	classical_surface_receptor	likely	0	1	0	1	0
COBLL1	Q53SF7	no	secreted_only	cytoplasmic	no	0	0	1	0	0
COL13A1	Q5TAT6	yes	classical_surface_receptor	tissue_restricted_surface	likely	1	0	0	1	0
COL17A1	Q9UMD9	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	0	1	1	0
COL18A1	P39060	contextual	stable_surface_attachment	secreted_only	no	0	0	0	0	0
COL23A1	Q86Y22	contextual	dual_localization	cell_state_induced	canonical	1	0	0	1	0
COL25A1	Q9BXS0	contextual	dual_localization	tissue_restricted_surface	likely	1	0	0	1	0
COL26A1	Q96A83	no	secreted_only	secreted_only	no	0	0	0	0	1
COL5A3	P25940	no	secreted_only	secreted_only	no	0	0	1	0	1
COL6A2	P12110	no	secreted_only	cell_state_induced	low	0	0	1	0	1
COL6A3	P12111	contextual	stable_surface_attachment	stable_surface_attachment	canonical	0	0	0	0	1
COL6A5	A8TX70	no	secreted_only	secreted_only	no	0	0	0	0	1
COL7A1	Q02388	yes	other	tissue_restricted_surface	likely	0	0	0	0	1
COLEC10	Q9Y6Z7	contextual	cell_state_induced	secreted_only	no	1	0	0	0	0
COLEC12	Q5KU26	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	0	1	1	0
COLQ	Q9Y215	contextual	stable_surface_attachment	tissue_restricted_surface	low	0	0	1	0	0
CORIN	Q9Y5Q5	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	1	1	0
CP	P00450	contextual	tissue_restricted_surface	secreted_only	no	0	0	0	0	1
CPA6	Q8N4T0	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	0	0	0	0
CPAMD8	Q8IZJ3	yes	classical_surface_receptor	tissue_restricted_surface	likely	0	0	0	1	0
CPD	O75976	yes	classical_surface_receptor	dual_localization	canonical	0	1	0	1	1
CPE	P16870	contextual	dual_localization	dual_localization	low	0	0	0	0	0
CPM	P14384	yes	gpi_anchored	gpi_anchored	canonical	1	1	0	1	1
CPN2	P22792	contextual	dual_localization	secreted_only	no	0	0	0	0	0
CPNE7	Q9UBL6	no	inner_leaflet_anchored	cytoplasmic	no	0	0	0	0	0
CPNE9	Q8IYJ1	no	secreted_only	cytoplasmic	no	0	0	1	0	0
CPO	Q8IVL8	no	secreted_only	tissue_restricted_surface	low	0	0	0	1	0
CPPED1	Q9BRF8	contextual	dual_localization	cytoplasmic	no	0	0	1	0	0
CPQ	Q9Y646	yes	gpi_anchored	secreted_only	no	0	0	0	0	1
CPXM1	Q96SM3	contextual	tissue_restricted_surface	secreted_only	no	0	0	0	0	0
CPXM2	Q8N436	contextual	dual_localization	secreted_only	no	0	0	0	0	0
CPZ	Q66K79	contextual	stable_surface_attachment	stable_surface_attachment	low	0	0	1	0	1
CR1	P17927	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	1	1	1
CR1L	Q2VPA4	yes	classical_surface_receptor	tissue_restricted_surface	likely	0	0	0	0	0
CR2	P20023	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	0	1	1
CRACR2A	Q9BSW2	no	cytoplasmic	cytoplasmic	no	1	0	0	0	0
CRB1	P82279	yes	classical_surface_receptor	tissue_restricted_surface	likely	1	1	0	1	0
CRB2	Q5IJ48	yes	classical_surface_receptor	tissue_restricted_surface	likely	1	1	0	1	1
CRB3	Q9BUF7	yes	classical_surface_receptor	tissue_restricted_surface	likely	1	1	1	1	0
CRCP	O75575	no	inner_leaflet_anchored	inner_leaflet_anchored	no	0	0	1	0	0
CREB3	O43889	contextual	dual_localization	endomembrane_resident	no	0	0	0	0	0
CREG1	O75629	contextual	dual_localization	dual_localization	low	0	0	0	0	1
CREG2	Q8IUH2	contextual	dual_localization	secreted_only	no	0	0	0	0	0
CRELD1	Q96HD1	contextual	dual_localization	endomembrane_resident	no	0	0	0	1	0
CRELD2	Q6UXH1	no	secreted_only	secreted_only	no	0	0	0	0	1
CRHR1	P34998	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	0
CRHR2	Q13324	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	1	1	0
CRIM1	Q9NZV1	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	0	1	1
CRIPTO	P13385	yes	gpi_anchored	cell_state_induced	canonical	0	0	0	1	0
CRIPTO3	P51864	no	other	cell_state_induced	low	1	0	0	0	0
CRISP1	P54107	contextual	stable_surface_attachment	tissue_restricted_surface	low	0	0	0	0	0
CRISP2	P16562	contextual	tissue_restricted_surface	cell_state_induced	likely	0	0	0	0	0
CRISP3	P54108	contextual	stable_surface_attachment	cell_state_induced	low	0	0	0	0	0
CRISPLD1	Q9H336	contextual	dual_localization	cell_state_induced	low	0	0	0	0	0
CRISPLD2	Q9H0B8	contextual	stable_surface_attachment	stable_surface_attachment	low	0	0	0	0	0
CRLF1	O75462	contextual	stable_surface_attachment	secreted_only	no	1	0	0	0	1
CRLF2	Q9HC73	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	1	1	1
CRTAM	O95727	contextual	cell_state_induced	cell_state_induced	canonical	1	1	0	1	0
CRYAB	P02511	contextual	cell_state_induced	cell_state_induced	low	0	0	1	0	0
CSF1	P09603	contextual	dual_localization	dual_localization	low	0	1	1	1	1
CSF1R	P07333	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	1	1	0
CSF2RA	P15509	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	0	1	1
CSF2RB	P32927	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	0	1	1
CSF3R	Q99062	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	0	1	0
CSMD1	Q96PZ7	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	0	1	0
CSMD2	Q7Z408	yes	classical_surface_receptor	tissue_restricted_surface	likely	0	1	0	1	0
CSMD3	Q7Z407	yes	classical_surface_receptor	tissue_restricted_surface	likely	0	0	1	1	0
CSNK1G2	P78368	no	inner_leaflet_anchored	inner_leaflet_anchored	no	0	0	0	0	0
CSPG4	Q6UVK1	yes	classical_surface_receptor	cell_state_induced	canonical	1	1	1	1	1
CSPG5	O95196	contextual	dual_localization	tissue_restricted_surface	likely	1	1	1	1	1
CST7	O76096	contextual	dual_localization	cell_state_induced	low	0	0	0	0	0
CT47A11	Q5JQC4	contextual	cell_state_induced	cell_state_induced	low	0	0	0	0	0
CT47A12	Q5JQC4	no	pmhc_only_intracellular	pmhc_only_intracellular	no	0	0	0	0	0
CT47A3	Q5JQC4	contextual	cell_state_induced	cell_state_induced	low	0	0	0	0	0
CT47A4	Q5JQC4	contextual	cell_state_induced	cytoplasmic	no	0	0	0	0	0
CT47A6	Q5JQC4	contextual	cell_state_induced	other	uncertain	0	0	0	0	0
CT47A7	Q5JQC4	contextual	cell_state_induced	cytoplasmic	no	0	0	0	0	0
CT47A9	Q5JQC4	contextual	cell_state_induced	cytoplasmic	no	0	0	0	0	0
CTHRC1	Q96CG8	contextual	dual_localization	cell_state_induced	likely	0	0	0	0	0
CTLA4	P16410	yes	classical_surface_receptor	cell_state_induced	canonical	1	1	0	1	0
CTNNA1	P35221	no	cytoplasmic	cytoplasmic	no	1	0	1	0	0
CTNNB1	P35222	no	inner_leaflet_anchored	inner_leaflet_anchored	no	1	0	1	0	0
CTNND1	O60716	no	inner_leaflet_anchored	inner_leaflet_anchored	no	1	0	1	0	0
CTNS	O60931	no	endomembrane_resident	dual_localization	low	0	1	0	1	0
CTSA	P10619	contextual	lysosomal_exocytosis	lysosomal_exocytosis	low	0	0	0	0	0
CTSB	P07858	contextual	lysosomal_exocytosis	lysosomal_exocytosis	likely	0	0	0	1	0
CTSD	P07339	contextual	cell_state_induced	cell_state_induced	likely	0	0	0	0	1
CTSE	P14091	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	0	0	0	0
CTSG	P08311	contextual	cell_state_induced	cell_state_induced	low	0	0	0	1	0
CTSH	P09668	contextual	lysosomal_exocytosis	lysosomal_exocytosis	low	0	0	0	0	0
CTSK	P43235	contextual	lysosomal_exocytosis	lysosomal_exocytosis	likely	0	0	0	1	0
CTSL	P07711	contextual	lysosomal_exocytosis	lysosomal_exocytosis	low	0	0	0	1	0
CTSS	P25774	contextual	dual_localization	dual_localization	low	0	0	0	0	0
CTSZ	Q9UBR2	contextual	dual_localization	cell_state_induced	likely	0	0	0	0	0
CTTN	Q14247	no	cytoplasmic	cytoplasmic	no	1	0	1	0	0
CTXN1	P60606	no	inner_leaflet_anchored	tissue_restricted_surface	low	0	0	1	0	0
CTXN2	P0C2S0	no	endomembrane_resident	endomembrane_resident	no	0	0	0	0	0
CTXN3	Q4LDR2	no	endomembrane_resident	tissue_restricted_surface	low	0	0	0	0	0
CTXND1	A0A1B0GTU2	contextual	other	other	low	0	0	0	0	0
CTXND2	A0A1B0GV90	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	0	0	0	0
CUBN	O60494	yes	stable_complex_partner	stable_complex_partner	canonical	1	0	0	1	0
CUTA	O60888	no	mitochondrial_internal	cytoplasmic	no	0	0	1	0	0
CUZD1	Q86UP6	contextual	dual_localization	tissue_restricted_surface	low	1	1	0	0	0
CX3CL1	P78423	contextual	dual_localization	cell_state_induced	canonical	1	1	1	1	0
CX3CR1	P49238	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	1	1	1	1	0
CXADR	P78310	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	1	1	1
CXCL12	P48061	contextual	stable_surface_attachment	stable_surface_attachment	canonical	1	0	0	0	0
CXCL16	Q9H2A7	contextual	dual_localization	dual_localization	canonical	0	1	0	1	1
CXCL9	Q07325	no	secreted_only	secreted_only	no	0	0	0	0	0
CXCR1	P25024	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	1	1	0	1	1
CXCR2	P25025	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	1	1	1	1	0
CXCR3	P49682	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	1	1	0	1	1
CXCR4	P61073	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	1	1	0	1	0
CXCR5	P32302	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	1	1	0	1	1
CXCR6	O00574	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	1	1	0	1	0
CXorf66	Q5JRM2	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	0	0	1	0
CYB561	P49447	contextual	lysosomal_exocytosis	dual_localization	low	0	0	0	0	0
CYB561D1	Q8N8Q1	no	endomembrane_resident	endomembrane_resident	no	0	0	0	0	0
CYB5D2	Q8WUJ1	contextual	dual_localization	secreted_only	no	0	0	1	0	0
CYBA	P13498	yes	classical_surface_receptor	tissue_restricted_surface	likely	1	0	0	1	0
CYBB	P04839	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	0	1	1
CYBRD1	Q53TN4	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	0	1	1	0
CYP19A1	P11511	no	endomembrane_resident	endomembrane_resident	no	0	0	0	0	0
CYP2D6	P10635	no	endomembrane_resident	endomembrane_resident	no	0	0	0	0	0
CYP2E1	P05181	no	endomembrane_resident	endomembrane_resident	no	0	0	0	0	0
CYP2W1	Q8TAV3	no	endomembrane_resident	dual_localization	low	1	0	0	1	0
CYP46A1	Q9Y6A2	no	endomembrane_resident	endomembrane_resident	no	0	0	0	0	0
CYP4Z1	Q86W10	no	endomembrane_resident	cell_state_induced	low	0	0	0	0	0
CYSLTR1	Q9Y271	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	1
CYSLTR2	Q9NS75	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	0
CYSRT1	A8MQ03	no	other	other	no	1	0	0	0	0
CYSTM1	Q9H1C7	no	secreted_only	other	low	0	0	0	0	0
CYTH1	Q15438	no	inner_leaflet_anchored	inner_leaflet_anchored	no	1	0	0	0	1
CYTL1	Q9NRR1	contextual	stable_surface_attachment	tissue_restricted_surface	low	0	0	0	0	0
CYYR1	Q96J86	contextual	dual_localization	endomembrane_resident	no	0	0	0	1	0
DAG1	Q14118	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	1	1	1
DAGLA	Q9Y4D2	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	0	1	0
DAGLB	Q8NCG7	no	inner_leaflet_anchored	cytoplasmic	no	0	1	1	1	0
DAO	P14920	no	other	cytoplasmic	no	0	0	0	0	0
DAPP1	Q9UN19	no	inner_leaflet_anchored	inner_leaflet_anchored	no	0	0	0	0	0
DBH	P09172	no	secreted_only	endomembrane_resident	no	0	0	0	0	0
DBNL	Q9UJU6	no	inner_leaflet_anchored	inner_leaflet_anchored	no	0	0	1	0	0
DCBLD1	Q8N8Z6	yes	classical_surface_receptor	cell_state_induced	canonical	0	1	0	1	1
DCBLD2	Q96PD2	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	1	1	1
DCC	P43146	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	0	1	0
DCD	P81605	no	secreted_only	dual_localization	low	0	0	0	0	0
DCHS1	Q96JQ0	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	1	1	1
DCHS2	Q6V1P9	yes	classical_surface_receptor	stable_complex_partner	canonical	0	1	1	1	0
DCST1	Q5T197	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	0	0	1	0
DCST2	Q5T1A1	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	0	0	1	0
DCSTAMP	Q9H295	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	0	1	0
DCT	P40126	yes	classical_surface_receptor	dual_localization	likely	0	1	1	0	1
DCXR	Q7Z4W1	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	0	0	1	0
DDR1	Q08345	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	1	1	0
DDR2	Q16832	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	1	1	1
DDT	P30046	contextual	dual_localization	secreted_only	no	0	0	0	0	0
DDTL	A6NHG4	contextual	dual_localization	secreted_only	no	0	0	0	0	0
DEFA1	P59665	contextual	cell_state_induced	secreted_only	no	0	0	0	0	0
DEFA1B	P59665	no	secreted_only	secreted_only	no	0	0	0	0	0
DEFA3	P59666	contextual	cell_state_induced	secreted_only	no	0	0	0	0	0
DEFA6	Q01524	contextual	tissue_restricted_surface	secreted_only	no	0	0	0	0	0
DEFB103B	P81534	contextual	cell_state_induced	cell_state_induced	likely	0	0	0	0	0
DEFB104A	Q8WTQ1	contextual	dual_localization	secreted_only	no	0	0	0	0	0
DEFB105A	Q8NG35	contextual	tissue_restricted_surface	secreted_only	no	0	0	0	0	0
DEFB105B	Q8NG35	contextual	tissue_restricted_surface	secreted_only	no	0	0	0	0	0
DEFB106B	Q8N104	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	0	0	0	0
DEFB107B	Q8IZN7	contextual	cell_state_induced	secreted_only	no	0	0	0	0	0
DEFB108B	Q8NET1	no	secreted_only	secreted_only	no	0	0	0	0	0
DEFB109B	Q30KR1	contextual	tissue_restricted_surface	secreted_only	no	0	0	0	0	0
DEFB112	Q30KQ8	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	0	0	0	0
DEFB113	Q30KQ7	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	0	0	0	0
DEFB114	Q30KQ6	contextual	tissue_restricted_surface	secreted_only	no	0	0	0	0	0
DEFB115	Q30KQ5	contextual	cell_state_induced	tissue_restricted_surface	low	0	0	0	0	0
DEFB116	Q30KQ4	contextual	tissue_restricted_surface	secreted_only	no	0	0	0	0	0
DEFB118	Q96PH6	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	0	0	0	0
DEFB119	Q8N690	contextual	tissue_restricted_surface	secreted_only	no	0	0	0	0	0
DEFB121	Q5J5C9	contextual	tissue_restricted_surface	secreted_only	no	0	0	0	0	0
DEFB124	Q8NES8	contextual	tissue_restricted_surface	secreted_only	no	0	0	0	0	0
DEFB126	Q9BYW3	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	0	0	0	0
DEFB130B	P0DP73	contextual	stable_surface_attachment	secreted_only	no	0	0	0	0	0
DEFB131B	A0A096LNP1	contextual	cell_state_induced	secreted_only	no	0	0	0	0	0
DEFB132	Q7Z7B7	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	0	0	0	0
DGCR2	P98153	yes	classical_surface_receptor	tissue_restricted_surface	likely	0	1	0	1	1
DHH	O43323	yes	gpi_anchored	tissue_restricted_surface	likely	0	0	0	1	0
DHRS7B	Q6IAN0	no	endomembrane_resident	endomembrane_resident	no	0	0	1	0	0
DHRSX	Q8N5I4	contextual	dual_localization	secreted_only	no	0	0	0	0	0
DIO1	P49895	yes	classical_surface_receptor	dual_localization	low	0	0	0	1	0
DIO3	P55073	yes	classical_surface_receptor	dual_localization	low	0	0	0	1	0
DIP2A	Q14689	no	cytoplasmic	cell_state_induced	canonical	1	0	1	0	0
DIPK2A	Q8NDZ4	contextual	dual_localization	endomembrane_resident	no	0	0	0	0	0
DIPK2B	Q9H7Y0	contextual	other	secreted_only	no	0	0	0	0	0
DISP1	Q96F81	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	1	0	0
DISP2	A7MBM2	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	1	0	0	0
DISP3	Q9P2K9	no	cytoplasmic	endomembrane_resident	no	0	1	0	0	0
DKKL1	Q9UK85	no	secreted_only	secreted_only	no	0	0	0	0	0
DLEU7	Q6UYE1	yes	classical_surface_receptor	cytoplasmic	no	0	0	0	0	0
DLG1	Q12959	no	inner_leaflet_anchored	inner_leaflet_anchored	no	1	0	1	1	0
DLG2	Q15700	no	cytoplasmic	cytoplasmic	no	1	0	1	0	0
DLG4	P78352	no	cytoplasmic	cytoplasmic	no	1	0	1	0	0
DLK1	P80370	contextual	dual_localization	cell_state_induced	canonical	0	1	0	1	0
DLK2	Q6UY11	yes	classical_surface_receptor	cell_state_induced	likely	0	1	0	1	0
DLL1	O00548	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	1	1	0
DLL3	Q9NYJ7	yes	classical_surface_receptor	cell_state_induced	likely	0	1	1	1	0
DLL4	Q9NR61	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	0	1	0
DMBT1	Q9UGM3	contextual	dual_localization	dual_localization	canonical	0	0	0	0	0
DMKN	Q6E0U4	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	0	0	0	0
DMP1	Q13316	contextual	dual_localization	secreted_only	no	0	0	0	0	0
DMPK	Q09013	no	cytoplasmic	cytoplasmic	no	0	0	0	1	0
DNAJC1	Q96KC8	no	endomembrane_resident	endomembrane_resident	no	0	0	0	0	0
DNAJC22	Q8N4W6	no	endomembrane_resident	tissue_restricted_surface	low	0	0	0	0	0
DNAJC5	Q9H3Z4	contextual	dual_localization	dual_localization	low	0	0	0	0	0
DNAJC9	Q8WXX5	no	cytoplasmic	cell_state_induced	low	0	0	1	0	0
DNASE1L2	Q92874	contextual	tissue_restricted_surface	cell_state_induced	low	0	0	0	0	0
DNASE1L3	Q13609	contextual	stable_surface_attachment	secreted_only	no	0	0	0	0	0
DNASE2B	Q8WZ79	contextual	tissue_restricted_surface	endomembrane_resident	no	0	0	0	0	0
DNER	Q8NFT8	yes	classical_surface_receptor	tissue_restricted_surface	likely	0	1	0	1	1
DOCK8	Q8NF50	no	cytoplasmic	cell_state_induced	low	1	0	1	0	0
DPCD	Q9BVM2	no	cytoplasmic	cytoplasmic	no	0	0	1	0	0
DPEP1	P16444	yes	gpi_anchored	gpi_anchored	canonical	0	1	1	1	1
DPEP2	Q9H4A9	yes	gpi_anchored	gpi_anchored	likely	0	1	0	1	0
DPEP3	Q9H4B8	yes	gpi_anchored	tissue_restricted_surface	likely	0	1	0	1	0
DPP10	Q8N608	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	0	1	0
DPP4	P27487	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	0	1	1
DPP6	P42658	yes	classical_surface_receptor	tissue_restricted_surface	likely	1	1	0	1	0
DPP7	Q9UHL4	no	endomembrane_resident	endomembrane_resident	no	0	0	0	0	1
DRAM1	Q8N682	contextual	lysosomal_exocytosis	lysosomal_exocytosis	low	0	0	0	0	0
DRAM2	Q6UX65	no	endomembrane_resident	tissue_restricted_surface	likely	1	0	0	1	0
DRAXIN	Q8NBI3	contextual	stable_surface_attachment	secreted_only	no	0	0	0	0	0
DRD1	P21728	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	1	1	1	1	0
DRD2	P14416	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	1	1	0	1	0
DRD3	P35462	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	0
DRD4	P21917	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	1	1	0
DRD5	P21918	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	1	1	0	1	0
DSC1	Q08554	yes	classical_surface_receptor	tissue_restricted_surface	likely	1	1	0	1	0
DSC2	Q02487	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	1	1	1
DSC3	Q14574	yes	classical_surface_receptor	tissue_restricted_surface	likely	1	1	1	1	0
DSCAM	O60469	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	0	1	0
DSCAML1	Q8TD84	yes	classical_surface_receptor	tissue_restricted_surface	likely	1	1	0	1	0
DSG1	Q02413	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	0	1	0
DSG2	Q14126	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	1	1	1
DSG3	P32926	yes	classical_surface_receptor	tissue_restricted_surface	likely	1	1	0	1	0
DSG4	Q86SJ6	yes	classical_surface_receptor	tissue_restricted_surface	low	1	1	0	1	0
DSP	P15924	no	cytoplasmic	cytoplasmic	no	1	0	1	0	0
DSTYK	Q6XUX3	no	cytoplasmic	cytoplasmic	no	1	0	0	1	0
DUOX1	Q9NRD9	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	0	1	0
DUOX2	Q9NRD8	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	0	1	0
DUOXA1	Q1HG43	contextual	dual_localization	tissue_restricted_surface	low	0	1	0	1	0
DUOXA2	Q1HG44	no	endomembrane_resident	stable_complex_partner	likely	0	0	0	1	0
DVL1	O14640	no	cytoplasmic	cytoplasmic	no	1	0	1	0	0
DYNAP	Q8N1N2	contextual	dual_localization	cell_state_induced	canonical	0	1	0	1	0
DYSF	O75923	yes	classical_surface_receptor	dual_localization	likely	1	0	1	1	0
EBAG9	O00559	contextual	cell_state_induced	cell_state_induced	canonical	0	0	0	1	0
ECE1	P42892	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	0	1	1
ECE2	P0DPD6	contextual	dual_localization	dual_localization	low	0	0	0	0	0
ECEL1	O95672	yes	classical_surface_receptor	tissue_restricted_surface	low	0	0	0	0	0
ECM2	O94769	contextual	stable_surface_attachment	tissue_restricted_surface	low	0	0	0	0	0
ECRG4	Q9H1Z8	contextual	dual_localization	stable_surface_attachment	canonical	1	0	0	1	0
