ncbi_gene_id	gene_symbol	synonyms	chromosome	map_location	description	dbXrefs	hgnc_id	ensembl_gene	mim
6188	RPS3	S3|uS3	11	11q13.4	ribosomal protein S3	MIM:600454|HGNC:HGNC:10420|Ensembl:ENSG00000149273|AllianceGenome:HGNC:10420	HGNC:10420	ENSG00000149273	600454
6189	RPS3A	FTE1|MFTL|S3A|eS1	4	4q31.3	ribosomal protein S3A	MIM:180478|HGNC:HGNC:10421|Ensembl:ENSG00000145425|AllianceGenome:HGNC:10421	HGNC:10421	ENSG00000145425	180478
6191	RPS4X	CCG2|DXS306|RPS4|S4|SCAR|SCR10|eS4	X	Xq13.1	ribosomal protein S4 X-linked	MIM:312760|HGNC:HGNC:10424|Ensembl:ENSG00000198034|AllianceGenome:HGNC:10424	HGNC:10424	ENSG00000198034	312760
6192	RPS4Y1	RPS4Y|S4	Y	Yp11.2	ribosomal protein S4 Y-linked 1	MIM:470000|HGNC:HGNC:10425|Ensembl:ENSG00000129824|AllianceGenome:HGNC:10425	HGNC:10425	ENSG00000129824	470000
6193	RPS5	S5|uS7	19	19q13.43	ribosomal protein S5	MIM:603630|HGNC:HGNC:10426|Ensembl:ENSG00000083845|AllianceGenome:HGNC:10426	HGNC:10426	ENSG00000083845	603630
6194	RPS6	S6|eS6	9	9p22.1	ribosomal protein S6	MIM:180460|HGNC:HGNC:10429|Ensembl:ENSG00000137154|AllianceGenome:HGNC:10429	HGNC:10429	ENSG00000137154	180460
6195	RPS6KA1	HU-1|MAPKAPK1|MAPKAPK1A|RSK|RSK1|p90Rsk	1	1p36.11	ribosomal protein S6 kinase A1	MIM:601684|HGNC:HGNC:10430|Ensembl:ENSG00000117676|AllianceGenome:HGNC:10430	HGNC:10430	ENSG00000117676	601684
6196	RPS6KA2	HU-2|MAPKAPK1C|RSK|RSK3|S6K-alpha|S6K-alpha2|p90-RSK3|p90RSK2|pp90RSK3	6	6q27	ribosomal protein S6 kinase A2	MIM:601685|HGNC:HGNC:10431|Ensembl:ENSG00000071242|AllianceGenome:HGNC:10431	HGNC:10431	ENSG00000071242	601685
6197	RPS6KA3	CLS|HU-3|ISPK-1|MAPKAPK1B|MRX19|RSK|RSK2|S6K-alpha3|XLID19|p90-RSK2|pp90RSK2	X	Xp22.12	ribosomal protein S6 kinase A3	MIM:300075|HGNC:HGNC:10432|Ensembl:ENSG00000177189|AllianceGenome:HGNC:10432	HGNC:10432	ENSG00000177189	300075
6198	RPS6KB1	PS6K|S6K|S6K-beta-1|S6K1|STK14A|p70 S6KA|p70(S6K)-alpha|p70-S6K|p70-alpha	17	17q23.1	ribosomal protein S6 kinase B1	MIM:608938|HGNC:HGNC:10436|Ensembl:ENSG00000108443|AllianceGenome:HGNC:10436	HGNC:10436	ENSG00000108443	608938
6199	RPS6KB2	KLS|P70-beta|P70-beta-1|P70-beta-2|S6K-beta2|S6K2|S6KB|S6KI(2)|S6Kbeta|SRK|STK14B|p70(S6K)-beta|p70S6Kb	11	11q13.2	ribosomal protein S6 kinase B2	MIM:608939|HGNC:HGNC:10437|Ensembl:ENSG00000175634|AllianceGenome:HGNC:10437	HGNC:10437	ENSG00000175634	608939
6201	RPS7	DBA8|S7|eS7	2	2p25.3	ribosomal protein S7	MIM:603658|HGNC:HGNC:10440|Ensembl:ENSG00000171863|AllianceGenome:HGNC:10440	HGNC:10440	ENSG00000171863	603658
6202	RPS8	S8|eS8	1	1p34.1	ribosomal protein S8	MIM:600357|HGNC:HGNC:10441|Ensembl:ENSG00000142937|AllianceGenome:HGNC:10441	HGNC:10441	ENSG00000142937	600357
6203	RPS9	S9|uS4	19	19q13.42	ribosomal protein S9	MIM:603631|HGNC:HGNC:10442|Ensembl:ENSG00000170889|AllianceGenome:HGNC:10442	HGNC:10442	ENSG00000170889	603631
6204	RPS10	DBA9|S10|eS10	6	6p21.31	ribosomal protein S10	MIM:603632|HGNC:HGNC:10383|Ensembl:ENSG00000124614|AllianceGenome:HGNC:10383	HGNC:10383	ENSG00000124614	603632
6205	RPS11	S11|uS17	19	19q13.33	ribosomal protein S11	MIM:180471|HGNC:HGNC:10384|Ensembl:ENSG00000142534|AllianceGenome:HGNC:10384	HGNC:10384	ENSG00000142534	180471
6206	RPS12	S12|eS12	6	6q23.2	ribosomal protein S12	MIM:603660|HGNC:HGNC:10385|Ensembl:ENSG00000112306|AllianceGenome:HGNC:10385	HGNC:10385	ENSG00000112306	603660
6207	RPS13	S13|uS15	11	11p15.1	ribosomal protein S13	MIM:180476|HGNC:HGNC:10386|Ensembl:ENSG00000110700|AllianceGenome:HGNC:10386	HGNC:10386	ENSG00000110700	180476
6208	RPS14	EMTB|S14|uS11	5	5q33.1	ribosomal protein S14	MIM:130620|HGNC:HGNC:10387|Ensembl:ENSG00000164587|AllianceGenome:HGNC:10387	HGNC:10387	ENSG00000164587	130620
6209	RPS15	RIG|S15|uS19	19	19p13.3	ribosomal protein S15	MIM:180535|HGNC:HGNC:10388|Ensembl:ENSG00000115268|AllianceGenome:HGNC:10388	HGNC:10388	ENSG00000115268	180535
6210	RPS15A	DBA20|S15a|uS8	16	16p12.3	ribosomal protein S15a	MIM:603674|HGNC:HGNC:10389|Ensembl:ENSG00000134419|AllianceGenome:HGNC:10389	HGNC:10389	ENSG00000134419	603674
6217	RPS16	S16|uS9	19	19q13.2	ribosomal protein S16	MIM:603675|HGNC:HGNC:10396|Ensembl:ENSG00000105193|AllianceGenome:HGNC:10396	HGNC:10396	ENSG00000105193	603675
6218	RPS17	DBA4|RPS17L|RPS17L1|RPS17L2|S17|eS17	15	15q25.2	ribosomal protein S17	MIM:180472|HGNC:HGNC:10397|Ensembl:ENSG00000182774|AllianceGenome:HGNC:10397	HGNC:10397	ENSG00000182774	180472
6222	RPS18	D6S218E|HKE3|KE-3|KE3|S18|uS13	6	6p21.32	ribosomal protein S18	MIM:180473|HGNC:HGNC:10401|Ensembl:ENSG00000231500|AllianceGenome:HGNC:10401	HGNC:10401	ENSG00000231500	180473
6223	RPS19	DBA|DBA1|LOH19CR1|S19|eS19	19	19q13.2	ribosomal protein S19	MIM:603474|HGNC:HGNC:10402|Ensembl:ENSG00000105372|AllianceGenome:HGNC:10402	HGNC:10402	ENSG00000105372	603474
6224	RPS20	S20|uS10	8	8q12.1	ribosomal protein S20	MIM:603682|HGNC:HGNC:10405|Ensembl:ENSG00000008988|AllianceGenome:HGNC:10405	HGNC:10405	ENSG00000008988	603682
6227	RPS21	HLDF|S21|eS21	20	20q13.33	ribosomal protein S21	MIM:180477|HGNC:HGNC:10409|Ensembl:ENSG00000171858|AllianceGenome:HGNC:10409	HGNC:10409	ENSG00000171858	180477
6228	RPS23	BTDD|MABAS|MCINS|PAMAS|S23|uS12	5	5q14.2	ribosomal protein S23	MIM:603683|HGNC:HGNC:10410|Ensembl:ENSG00000186468|AllianceGenome:HGNC:10410	HGNC:10410	ENSG00000186468	603683
6229	RPS24	DBA3|S24|eS24	10	10q22.3	ribosomal protein S24	MIM:602412|HGNC:HGNC:10411|Ensembl:ENSG00000138326|AllianceGenome:HGNC:10411	HGNC:10411	ENSG00000138326	602412
6230	RPS25	S25|eS25	11	11q23.3	ribosomal protein S25	MIM:180465|HGNC:HGNC:10413|Ensembl:ENSG00000118181|AllianceGenome:HGNC:10413	HGNC:10413	ENSG00000118181	180465
6231	RPS26	DBA10|S26|eS26	12	12q13.2	ribosomal protein S26	MIM:603701|HGNC:HGNC:10414|Ensembl:ENSG00000197728|AllianceGenome:HGNC:10414	HGNC:10414	ENSG00000197728	603701
6232	RPS27	DBA17|MPS-1|MPS1|S27|eS27	1	1q21.3	ribosomal protein S27	MIM:603702|HGNC:HGNC:10416|Ensembl:ENSG00000177954|AllianceGenome:HGNC:10416	HGNC:10416	ENSG00000177954	603702
6233	RPS27A	CEP80|HEL112|S27A|UBA80|UBCEP1|UBCEP80|eS31	2	2p16.1	ribosomal protein S27a	MIM:191343|HGNC:HGNC:10417|Ensembl:ENSG00000143947|AllianceGenome:HGNC:10417	HGNC:10417	ENSG00000143947	191343
6234	RPS28	DBA15|S28|eS28	19	19p13.2	ribosomal protein S28	MIM:603685|HGNC:HGNC:10418|Ensembl:ENSG00000233927|AllianceGenome:HGNC:10418	HGNC:10418	ENSG00000233927	603685
6235	RPS29	DBA13|S29|uS14	14	14q21.3	ribosomal protein S29	MIM:603633|HGNC:HGNC:10419|Ensembl:ENSG00000213741|AllianceGenome:HGNC:10419	HGNC:10419	ENSG00000213741	603633
6236	RRAD	RAD|REM3	16	16q22.1	RRAD, Ras related glycolysis inhibitor and calcium channel regulator	MIM:179503|HGNC:HGNC:10446|Ensembl:ENSG00000166592|AllianceGenome:HGNC:10446	HGNC:10446	ENSG00000166592	179503
6237	RRAS	R-Ras|RRAS1	19	19q13.33	RAS related	MIM:165090|HGNC:HGNC:10447|Ensembl:ENSG00000126458|AllianceGenome:HGNC:10447	HGNC:10447	ENSG00000126458	165090
6238	RRBP1	ES/130|ES130|RRp|hES|p180	20	20p12.1	ribosome binding protein 1	MIM:601418|HGNC:HGNC:10448|Ensembl:ENSG00000125844|AllianceGenome:HGNC:10448	HGNC:10448	ENSG00000125844	601418
6239	RREB1	FINB|HNT|LZ321|RREB-1|Zep-1	6	6p24.3	ras responsive element binding protein 1	MIM:602209|HGNC:HGNC:10449|Ensembl:ENSG00000124782|AllianceGenome:HGNC:10449	HGNC:10449	ENSG00000124782	602209
6240	RRM1	PEOB6|R1|RIR1|RR1	11	11p15.4	ribonucleotide reductase catalytic subunit M1	MIM:180410|HGNC:HGNC:10451|Ensembl:ENSG00000167325|AllianceGenome:HGNC:10451	HGNC:10451	ENSG00000167325	180410
6241	RRM2	C2orf48|R2|RR2|RR2M	2	2p25.1	ribonucleotide reductase regulatory subunit M2	MIM:180390|HGNC:HGNC:10452|Ensembl:ENSG00000171848|AllianceGenome:HGNC:10452	HGNC:10452	ENSG00000171848	180390
6242	RTKN	RTKN-1	2	2p13.1	rhotekin	MIM:602288|HGNC:HGNC:10466|Ensembl:ENSG00000114993|AllianceGenome:HGNC:10466	HGNC:10466	ENSG00000114993	602288
6247	RS1	RS|XLRS1	X	Xp22.13	retinoschisin 1	MIM:300839|HGNC:HGNC:10457|Ensembl:ENSG00000102104|AllianceGenome:HGNC:10457	HGNC:10457	ENSG00000102104	300839
6248	RSC1A1	RS1	1	1p36.21	regulator of solute carriers 1	MIM:601966|HGNC:HGNC:10458|Ensembl:ENSG00000215695|AllianceGenome:HGNC:10458	HGNC:10458	ENSG00000215695	601966
6249	CLIP1	CLIP|CLIP-170|CLIP170|CYLN1|RSN	12	12q24.31	CAP-Gly domain containing linker protein 1	MIM:179838|HGNC:HGNC:10461|Ensembl:ENSG00000130779|AllianceGenome:HGNC:10461	HGNC:10461	ENSG00000130779	179838
6251	RSU1	RSP-1	10	10p13	Ras suppressor protein 1	MIM:179555|HGNC:HGNC:10464|Ensembl:ENSG00000148484|AllianceGenome:HGNC:10464	HGNC:10464	ENSG00000148484	179555
6252	RTN1	NSP	14	14q23.1	reticulon 1	MIM:600865|HGNC:HGNC:10467|Ensembl:ENSG00000139970|AllianceGenome:HGNC:10467	HGNC:10467	ENSG00000139970	600865
6253	RTN2	HMNR11|NSP2|NSPL1|NSPLI|SPG12	19	19q13.32	reticulon 2	MIM:603183|HGNC:HGNC:10468|Ensembl:ENSG00000125744|AllianceGenome:HGNC:10468	HGNC:10468	ENSG00000125744	603183
6256	RXRA	NR2B1|RXR-alpha|RXRalpha	9	9q34.2	retinoid X receptor alpha	MIM:180245|HGNC:HGNC:10477|Ensembl:ENSG00000186350|AllianceGenome:HGNC:10477	HGNC:10477	ENSG00000186350	180245
6257	RXRB	DAUDI6|H-2RIIBP|NR2B2|RCoR-1|RXR-beta|RXRbeta	6	6p21.32	retinoid X receptor beta	MIM:180246|HGNC:HGNC:10478|Ensembl:ENSG00000204231|AllianceGenome:HGNC:10478	HGNC:10478	ENSG00000204231	180246
6258	RXRG	NR2B3|RXR-gamma|RXRC|RXRgamma	1	1q23.3	retinoid X receptor gamma	MIM:180247|HGNC:HGNC:10479|Ensembl:ENSG00000143171|AllianceGenome:HGNC:10479	HGNC:10479	ENSG00000143171	180247
6259	RYK	D3S3195|JTK5|JTK5A|RYK1	3	3q22.2	receptor like tyrosine kinase	MIM:600524|HGNC:HGNC:10481|Ensembl:ENSG00000163785|AllianceGenome:HGNC:10481	HGNC:10481	ENSG00000163785	600524
6261	RYR1	CCO|CMYO1A|CMYO1B|CMYP1A|CMYP1B|KDS|MHS|MHS1|PPP1R137|RYDR|RYR|RYR-1|SKRR	19	19q13.2	ryanodine receptor 1	MIM:180901|HGNC:HGNC:10483|Ensembl:ENSG00000196218|AllianceGenome:HGNC:10483	HGNC:10483	ENSG00000196218	180901
6262	RYR2	ARVC2|ARVD2|RYR-2|RyR|VACRDS|VTSIP	1	1q43	ryanodine receptor 2	MIM:180902|HGNC:HGNC:10484|Ensembl:ENSG00000198626|AllianceGenome:HGNC:10484	HGNC:10484	ENSG00000198626	180902
6263	RYR3	CMYO20|CMYP20|RYR-3	15	15q13.3-q14	ryanodine receptor 3	MIM:180903|HGNC:HGNC:10485|Ensembl:ENSG00000198838|AllianceGenome:HGNC:10485	HGNC:10485	ENSG00000198838	180903
6271	S100A1	S100|S100-alpha|S100A	1	1q21.3	S100 calcium binding protein A1	MIM:176940|HGNC:HGNC:10486|Ensembl:ENSG00000160678|AllianceGenome:HGNC:10486	HGNC:10486	ENSG00000160678	176940
6272	SORT1	Gp95|LDLCQ6|NT3|NTR3	1	1p13.3|1p21.3-p13.1	sortilin 1	MIM:602458|HGNC:HGNC:11186|Ensembl:ENSG00000134243|AllianceGenome:HGNC:11186	HGNC:11186	ENSG00000134243	602458
6273	S100A2	CAN19|S100L	1	1q21.3	S100 calcium binding protein A2	MIM:176993|HGNC:HGNC:10492|Ensembl:ENSG00000196754|AllianceGenome:HGNC:10492	HGNC:10492	ENSG00000196754	176993
6274	S100A3	S100E	1	1q21.3	S100 calcium binding protein A3	MIM:176992|HGNC:HGNC:10493|Ensembl:ENSG00000188015|AllianceGenome:HGNC:10493	HGNC:10493	ENSG00000188015	176992
6275	S100A4	18A2|42A|CAPL|FSP1|MTS1|P9KA|PEL98	1	1q21.3	S100 calcium binding protein A4	MIM:114210|HGNC:HGNC:10494|Ensembl:ENSG00000196154|AllianceGenome:HGNC:10494	HGNC:10494	ENSG00000196154	114210
6276	S100A5	S100D	1	1q21.3	S100 calcium binding protein A5	MIM:176991|HGNC:HGNC:10495|Ensembl:ENSG00000196420|AllianceGenome:HGNC:10495	HGNC:10495	ENSG00000196420	176991
6277	S100A6	2A9|5B10|CABP|CACY|PRA|S10A6	1	1q21.3	S100 calcium binding protein A6	MIM:114110|HGNC:HGNC:10496|Ensembl:ENSG00000197956|AllianceGenome:HGNC:10496	HGNC:10496	ENSG00000197956	114110
6278	S100A7	PSOR1|S100A7c	1	1q21.3	S100 calcium binding protein A7	MIM:600353|HGNC:HGNC:10497|Ensembl:ENSG00000143556|AllianceGenome:HGNC:10497	HGNC:10497	ENSG00000143556	600353
6279	S100A8	60B8AG|CAGA|CFAG|CGLA|CP-10|L1Ag|MA387|MRP8|NIF|P8|S100-A8	1	1q21.3	S100 calcium binding protein A8	MIM:123885|HGNC:HGNC:10498|Ensembl:ENSG00000143546|AllianceGenome:HGNC:10498	HGNC:10498	ENSG00000143546	123885
6280	S100A9	60B8AG|CAGB|CFAG|CGLB|L1AG|LIAG|MAC387|MIF|MRP14|NIF|P14|S100-A9	1	1q21.3	S100 calcium binding protein A9	MIM:123886|HGNC:HGNC:10499|Ensembl:ENSG00000163220|AllianceGenome:HGNC:10499	HGNC:10499	ENSG00000163220	123886
6281	S100A10	42C|ANX2L|ANX2LG|CAL1L|CLP11|Ca[1]|GP11|P11|p10	1	1q21.3	S100 calcium binding protein A10	MIM:114085|HGNC:HGNC:10487|Ensembl:ENSG00000197747|AllianceGenome:HGNC:10487	HGNC:10487	ENSG00000197747	114085
6282	S100A11	HEL-S-43|MLN70|S100C	1	1q21.3	S100 calcium binding protein A11	MIM:603114|HGNC:HGNC:10488|Ensembl:ENSG00000163191|AllianceGenome:HGNC:10488	HGNC:10488	ENSG00000163191	603114
6283	S100A12	CAAF1|CAGC|CGRP|ENRAGE|MRP-6|MRP6|p6	1	1q21.3	S100 calcium binding protein A12	MIM:603112|HGNC:HGNC:10489|Ensembl:ENSG00000163221|AllianceGenome:HGNC:10489	HGNC:10489	ENSG00000163221	603112
6284	S100A13	-	1	1q21.3	S100 calcium binding protein A13	MIM:601989|HGNC:HGNC:10490|Ensembl:ENSG00000189171|AllianceGenome:HGNC:10490	HGNC:10490	ENSG00000189171	601989
6285	S100B	NEF|S100|S100-B|S100beta	21	21q22.3	S100 calcium binding protein B	MIM:176990|HGNC:HGNC:10500|Ensembl:ENSG00000160307|AllianceGenome:HGNC:10500	HGNC:10500	ENSG00000160307	176990
6286	S100P	MIG9	4	4p16.1	S100 calcium binding protein P	MIM:600614|HGNC:HGNC:10504|Ensembl:ENSG00000163993|AllianceGenome:HGNC:10504	HGNC:10504	ENSG00000163993	600614
6288	SAA1	PIG4|SAA|TP53I4	11	11p15.1	serum amyloid A1	MIM:104750|HGNC:HGNC:10513|Ensembl:ENSG00000173432|AllianceGenome:HGNC:10513	HGNC:10513	ENSG00000173432	104750
6289	SAA2	SAA	11	11p15.1	serum amyloid A2	MIM:104751|HGNC:HGNC:10514|Ensembl:ENSG00000134339|AllianceGenome:HGNC:10514	HGNC:10514	ENSG00000134339	104751
6291	SAA4	C-SAA|CSAA	11	11p15.1	serum amyloid A4, constitutive	MIM:104752|HGNC:HGNC:10516|Ensembl:ENSG00000148965|AllianceGenome:HGNC:10516	HGNC:10516	ENSG00000148965	104752
6293	VPS52	ARE1|SAC2|SACM2L|dJ1033B10.5	6	6p21.32	VPS52 subunit of GARP complex	MIM:603443|HGNC:HGNC:10518|Ensembl:ENSG00000223501|AllianceGenome:HGNC:10518	HGNC:10518	ENSG00000223501	603443
6294	SAFB	HAP|HET|SAB-B1|SAF-B|SAF-B1|SAFB1	19	19p13.3	scaffold attachment factor B	MIM:602895|HGNC:HGNC:10520|Ensembl:ENSG00000160633|AllianceGenome:HGNC:10520	HGNC:10520	ENSG00000160633	602895
6295	SAG	RP47|RP96|S-AG	2	2q37.1	S-antigen visual arrestin	MIM:181031|HGNC:HGNC:10521|Ensembl:ENSG00000130561|AllianceGenome:HGNC:10521	HGNC:10521	ENSG00000130561	181031
6296	ACSM3	SA|SAH	16	16p12.3	acyl-CoA synthetase medium chain family member 3	MIM:145505|HGNC:HGNC:10522|Ensembl:ENSG00000005187|AllianceGenome:HGNC:10522	HGNC:10522	ENSG00000005187	145505
6297	SALL2	COLB|HSAL2|Sal-2|ZNF795|p150(Sal2)	14	14q11.2	spalt like transcription factor 2	MIM:602219|HGNC:HGNC:10526|Ensembl:ENSG00000165821|AllianceGenome:HGNC:10526	HGNC:10526	ENSG00000165821	602219
6299	SALL1	HEL-S-89|HSAL1|Sal-1|TBS|ZNF794	16	16q12.1	spalt like transcription factor 1	MIM:602218|HGNC:HGNC:10524|Ensembl:ENSG00000103449|AllianceGenome:HGNC:10524	HGNC:10524	ENSG00000103449	602218
6300	MAPK12	ERK-6|ERK3|ERK6|MAPK 12|P38GAMMA|PRKM12|SAPK-3|SAPK3	22	22q13.33	mitogen-activated protein kinase 12	MIM:602399|HGNC:HGNC:6874|Ensembl:ENSG00000188130|AllianceGenome:HGNC:6874	HGNC:6874	ENSG00000188130	602399
6301	SARS1	NEDMAS|SARS|SERRS|SERS	1	1p13.3	seryl-tRNA synthetase 1	MIM:607529|HGNC:HGNC:10537|Ensembl:ENSG00000031698|AllianceGenome:HGNC:10537	HGNC:10537	ENSG00000031698	607529
6302	TSPAN31	SAS	12	12q14.1	tetraspanin 31	MIM:181035|HGNC:HGNC:10539|Ensembl:ENSG00000135452|AllianceGenome:HGNC:10539	HGNC:10539	ENSG00000135452	181035
6303	SAT1	DC21|KFSD|KFSDX|SAT|SSAT|SSAT-1	X	Xp22.11	spermidine/spermine N1-acetyltransferase 1	MIM:313020|HGNC:HGNC:10540|Ensembl:ENSG00000130066|AllianceGenome:HGNC:10540	HGNC:10540	ENSG00000130066	313020
6304	SATB1	DEFDA|DHDBV|KTZSL	3	3p24.3	SATB homeobox 1	MIM:602075|HGNC:HGNC:10541|Ensembl:ENSG00000182568|AllianceGenome:HGNC:10541	HGNC:10541	ENSG00000182568	602075
6305	SBF1	CMT4B3|DENND7A|MTMR5	22	22q13.33	SET binding factor 1	MIM:603560|HGNC:HGNC:10542|Ensembl:ENSG00000100241|AllianceGenome:HGNC:10542	HGNC:10542	ENSG00000100241	603560
6307	MSMO1	DESP4|ERG25|MCCPD|SC4MOL	4	4q32.3	methylsterol monooxygenase 1	MIM:607545|HGNC:HGNC:10545|Ensembl:ENSG00000052802|AllianceGenome:HGNC:10545	HGNC:10545	ENSG00000052802	607545
6309	SC5D	ERG3|S5DES|SC5DL	11	11q23.3-q24.1	sterol-C5-desaturase	MIM:602286|HGNC:HGNC:10547|Ensembl:ENSG00000109929|AllianceGenome:HGNC:10547	HGNC:10547	ENSG00000109929	602286
6310	ATXN1	ATX1|D6S504E|SCA1	6	6p22.3	ataxin 1	MIM:601556|HGNC:HGNC:10548|Ensembl:ENSG00000124788|AllianceGenome:HGNC:10548	HGNC:10548	ENSG00000124788	601556
6311	ATXN2	ATX2|SCA2|TNRC13	12	12q24.12	ataxin 2	MIM:601517|HGNC:HGNC:10555|Ensembl:ENSG00000204842|AllianceGenome:HGNC:10555	HGNC:10555	ENSG00000204842	601517
6314	ATXN7	ADCAII|OPCA3|SCA7|SGF73	3	3p14.1	ataxin 7	MIM:607640|HGNC:HGNC:10560|Ensembl:ENSG00000163635|AllianceGenome:HGNC:10560	HGNC:10560	ENSG00000163635	607640
6317	SERPINB3	HsT1196|SCC|SCCA-1|SCCA-PD|SCCA1|SSCA1|T4-A	18	18q21.33	serpin family B member 3	MIM:600517|HGNC:HGNC:10569|Ensembl:ENSG00000057149|AllianceGenome:HGNC:10569	HGNC:10569	ENSG00000057149	600517
6318	SERPINB4	LEUPIN|PI11|SCCA-2|SCCA1|SCCA2	18	18q21.33	serpin family B member 4	MIM:600518|HGNC:HGNC:10570|Ensembl:ENSG00000206073|AllianceGenome:HGNC:10570	HGNC:10570	ENSG00000206073	600518
6319	SCD	FADS5|MSTP008|SCD1|SCDOS|hSCD1	10	10q24.31	stearoyl-CoA desaturase	MIM:604031|HGNC:HGNC:10571|Ensembl:ENSG00000099194|AllianceGenome:HGNC:10571	HGNC:10571	ENSG00000099194	604031
6320	CLEC11A	CLECSF3|LSLCL|P47|SCGF	19	19q13.33	C-type lectin domain containing 11A	MIM:604713|HGNC:HGNC:10576|Ensembl:ENSG00000105472|AllianceGenome:HGNC:10576	HGNC:10576	ENSG00000105472	604713
6322	SCML1	-	X	Xp22.13	Scm polycomb group protein like 1	MIM:300227|HGNC:HGNC:10580|Ensembl:ENSG00000047634|AllianceGenome:HGNC:10580	HGNC:10580	ENSG00000047634	300227
6323	SCN1A	DEE6|DEE6A|DEE6B|DRVT|EIEE6|FEB3|FEB3A|FHM3|GEFSP2|HBSCI|NAC1|Nav1.1|SCN1|SMEI	2	2q24.3	sodium voltage-gated channel alpha subunit 1	MIM:182389|HGNC:HGNC:10585|Ensembl:ENSG00000144285|AllianceGenome:HGNC:10585	HGNC:10585	ENSG00000144285	182389
6324	SCN1B	ATFB13|BRGDA5|DEE52|EIEE52|GEFSP1	19	19q13.11	sodium voltage-gated channel beta subunit 1	MIM:600235|HGNC:HGNC:10586|Ensembl:ENSG00000105711|AllianceGenome:HGNC:10586	HGNC:10586	ENSG00000105711	600235
6326	SCN2A	BFIC3|BFIS3|BFNIS|DEE11|EA9|EIEE11|HBA|HBSCI|HBSCII|NAC2|Na(v)1.2|Nav1.2|SCN2A1|SCN2A2	2	2q24.3	sodium voltage-gated channel alpha subunit 2	MIM:182390|HGNC:HGNC:10588|Ensembl:ENSG00000136531|AllianceGenome:HGNC:10588	HGNC:10588	ENSG00000136531	182390
6327	SCN2B	ATFB14	11	11q23.3	sodium voltage-gated channel beta subunit 2	MIM:601327|HGNC:HGNC:10589|Ensembl:ENSG00000149575|AllianceGenome:HGNC:10589	HGNC:10589	ENSG00000149575	601327
6328	SCN3A	DEE62|EIEE62|FFEVF4|NAC3|Nav1.3	2	2q24.3	sodium voltage-gated channel alpha subunit 3	MIM:182391|HGNC:HGNC:10590|Ensembl:ENSG00000153253|AllianceGenome:HGNC:10590	HGNC:10590	ENSG00000153253	182391
6329	SCN4A	CMS16|CMYO22A|CMYP22A|HOKPP2|HYKPP|HYPP|NAC1A|Na(V)1.4|Nav1.4|SkM1	17	17q23.3	sodium voltage-gated channel alpha subunit 4	MIM:603967|HGNC:HGNC:10591|Ensembl:ENSG00000007314|AllianceGenome:HGNC:10591	HGNC:10591	ENSG00000007314	603967
6330	SCN4B	ATFB17|LQT10|Navbeta4	11	11q23.3	sodium voltage-gated channel beta subunit 4	MIM:608256|HGNC:HGNC:10592|Ensembl:ENSG00000177098|AllianceGenome:HGNC:10592	HGNC:10592	ENSG00000177098	608256
6331	SCN5A	CDCD2|CMD1E|CMPD2|HB1|HB2|HBBD|HH1|ICCD|IVF|LQT3|Nav1.5|PFHB1|SSS1|VF1	3	3p22.2	sodium voltage-gated channel alpha subunit 5	MIM:600163|HGNC:HGNC:10593|Ensembl:ENSG00000183873|AllianceGenome:HGNC:10593	HGNC:10593	ENSG00000183873	600163
6332	SCN7A	NaG|Nav2.1|Nav2.2|SCN6A	2	2q24.3	sodium voltage-gated channel alpha subunit 7	MIM:182392|HGNC:HGNC:10594|Ensembl:ENSG00000136546|AllianceGenome:HGNC:10594	HGNC:10594	ENSG00000136546	182392
6334	SCN8A	BFIS5|CERIII|CIAT|DEE13|EIEE13|MED|MYOCL2|NaCh6|Nav1.6|PN4	12	12q13.13	sodium voltage-gated channel alpha subunit 8	MIM:600702|HGNC:HGNC:10596|Ensembl:ENSG00000196876|AllianceGenome:HGNC:10596	HGNC:10596	ENSG00000196876	600702
6335	SCN9A	ETHA|FEB3B|GEFSP7|HSAN2D|NE-NA|NENA|Nav1.7|PN1|SFNP	2	2q24.3	sodium voltage-gated channel alpha subunit 9	MIM:603415|HGNC:HGNC:10597|Ensembl:ENSG00000169432|AllianceGenome:HGNC:10597	HGNC:10597	ENSG00000169432	603415
6336	SCN10A	FEPS2|Nav1.8|PN3|SNS	3	3p22.2	sodium voltage-gated channel alpha subunit 10	MIM:604427|HGNC:HGNC:10582|Ensembl:ENSG00000185313|AllianceGenome:HGNC:10582	HGNC:10582	ENSG00000185313	604427
6337	SCNN1A	BESC2|ENaCa|ENaCalpha|LIDLS3|PHA1B1|SCNEA|SCNN1	12	12p13.31	sodium channel epithelial 1 subunit alpha	MIM:600228|HGNC:HGNC:10599|Ensembl:ENSG00000111319|AllianceGenome:HGNC:10599	HGNC:10599	ENSG00000111319	600228
6338	SCNN1B	BESC1|ENaCb|ENaCbeta|LIDLS1|PHA1B2|SCNEB|beta-ENaC|beta-NaCH	16	16p12.2	sodium channel epithelial 1 subunit beta	MIM:600760|HGNC:HGNC:10600|Ensembl:ENSG00000168447|AllianceGenome:HGNC:10600	HGNC:10600	ENSG00000168447	600760
6339	SCNN1D	ENaCd|ENaCdelta|SCNED|dNaCh	1	1p36.33	sodium channel epithelial 1 subunit delta	MIM:601328|HGNC:HGNC:10601|Ensembl:ENSG00000162572|AllianceGenome:HGNC:10601	HGNC:10601	ENSG00000162572	601328
