hgnc_id	hgnc_symbol	uniprot_acc	ensembl_gene	ncbi_gene_id	binder_target_location	target_unit	target_scope	partner_type	partner_id	partner_members	source_rows	references	directions	exact_pair_assessed	assessment_scope	same_pair_structural_any_site	same_pair_structural_external_site	same_pair_region_external	same_pair_structural_or_region_external	complex_component_contact_support	support_pdb_ids	region_references
HGNC:3224	EFNA4	P52798	ENSG00000243364	1945	membrane_and_secreted	P52798	protein	protein	P29317	P29317	691	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3386	EPHA2	P29317	ENSG00000142627	1969	membrane	P29317	protein	protein	P52798	P52798	691	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3224	EFNA4	P52798	ENSG00000243364	1945	membrane_and_secreted	P52798	protein	protein	P29320	P29320	692	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3387	EPHA3	P29320	ENSG00000044524	2042	membrane_and_secreted	P29320	protein	protein	P52798	P52798	692	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3224	EFNA4	P52798	ENSG00000243364	1945	membrane_and_secreted	P52798	protein	protein	P54764	P54764	693	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3388	EPHA4	P54764	ENSG00000116106	2043	membrane	P54764	protein	protein	P52798	P52798	693	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	1	1	0		pubmed:19836338|imex:IM-11744;pubmed:19875447|imex:IM-28795
HGNC:3224	EFNA4	P52798	ENSG00000243364	1945	membrane_and_secreted	P52798	protein	protein	P54756	P54756	694	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3389	EPHA5	P54756	ENSG00000145242	2044	membrane	P54756	protein	protein	P52798	P52798	694	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3224	EFNA4	P52798	ENSG00000243364	1945	membrane_and_secreted	P52798	protein	protein	Q15375	Q15375	695	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3390	EPHA7	Q15375	ENSG00000135333	2045	membrane	Q15375	protein	protein	P52798	P52798	695	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3224	EFNA4	P52798	ENSG00000243364	1945	membrane_and_secreted	P52798	protein	protein	P29322	P29322	696	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3391	EPHA8	P29322	ENSG00000070886	2046	membrane	P29322	protein	protein	P52798	P52798	696	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3225	EFNA5	P52803	ENSG00000184349	1946	membrane	P52803	protein	protein	P21709	P21709	697	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3385	EPHA1	P21709	ENSG00000146904	2041	membrane	P21709	protein	protein	P52803	P52803	697	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3225	EFNA5	P52803	ENSG00000184349	1946	membrane	P52803	protein	protein	P29317	P29317	698	PMID:15114347	Ligand-Receptor	1	single_protein_pair	1	1	1	1	0	2x11;3mx0	pubmed:20228801|imex:IM-15940;pubmed:20505120|imex:IM-16426
HGNC:3386	EPHA2	P29317	ENSG00000142627	1969	membrane	P29317	protein	protein	P52803	P52803	698	PMID:15114347	Ligand-Receptor	1	single_protein_pair	1	1	1	1	0	2x11;3mx0	pubmed:20228801|imex:IM-15940;pubmed:20505120|imex:IM-16426
HGNC:3225	EFNA5	P52803	ENSG00000184349	1946	membrane	P52803	protein	protein	P29320	P29320	699	PMID:15114347	Ligand-Receptor	1	single_protein_pair	1	1	0	1	0	4l0p	
HGNC:3387	EPHA3	P29320	ENSG00000044524	2042	membrane_and_secreted	P29320	protein	protein	P52803	P52803	699	PMID:15114347	Ligand-Receptor	1	single_protein_pair	1	1	0	1	0	4l0p	
HGNC:3225	EFNA5	P52803	ENSG00000184349	1946	membrane	P52803	protein	protein	P54764	P54764	700	PMID:15114347	Ligand-Receptor	1	single_protein_pair	1	1	1	1	0	4bk5;4bka;4m4r	pubmed:19836338|imex:IM-11744;pubmed:19875447|imex:IM-28795;pubmed:23812375|imex:IM-21588
HGNC:3388	EPHA4	P54764	ENSG00000116106	2043	membrane	P54764	protein	protein	P52803	P52803	700	PMID:15114347	Ligand-Receptor	1	single_protein_pair	1	1	1	1	0	4bk5;4bka;4m4r	pubmed:19836338|imex:IM-11744;pubmed:19875447|imex:IM-28795;pubmed:23812375|imex:IM-21588
HGNC:3225	EFNA5	P52803	ENSG00000184349	1946	membrane	P52803	protein	protein	P54756	P54756	701	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3389	EPHA5	P54756	ENSG00000145242	2044	membrane	P54756	protein	protein	P52803	P52803	701	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3225	EFNA5	P52803	ENSG00000184349	1946	membrane	P52803	protein	protein	Q15375	Q15375	702	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	1	1	0		pubmed:22036564|imex:IM-16587
HGNC:3390	EPHA7	Q15375	ENSG00000135333	2045	membrane	Q15375	protein	protein	P52803	P52803	702	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3225	EFNA5	P52803	ENSG00000184349	1946	membrane	P52803	protein	protein	P29322	P29322	703	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3391	EPHA8	P29322	ENSG00000070886	2046	membrane	P29322	protein	protein	P52803	P52803	703	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3225	EFNA5	P52803	ENSG00000184349	1946	membrane	P52803	protein	protein	P29323	P29323	704	PMID:15107857;PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3393	EPHB2	P29323	ENSG00000133216	2048	membrane_and_secreted	P29323	protein	protein	P52803	P52803	704	PMID:15107857;PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3226	EFNB1	P98172	ENSG00000090776	1947	membrane	P98172	protein	protein	P29317	P29317	705	Shilts screen - VALIDATED	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3386	EPHA2	P29317	ENSG00000142627	1969	membrane	P29317	protein	protein	P98172	P98172	705	Shilts screen - VALIDATED	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3226	EFNB1	P98172	ENSG00000090776	1947	membrane	P98172	protein	protein	P54764	P54764	706	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3388	EPHA4	P54764	ENSG00000116106	2043	membrane	P54764	protein	protein	P98172	P98172	706	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3226	EFNB1	P98172	ENSG00000090776	1947	membrane	P98172	protein	protein	P54762	P54762	707	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3392	EPHB1	P54762	ENSG00000154928	2047	membrane	P54762	protein	protein	P98172	P98172	707	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3226	EFNB1	P98172	ENSG00000090776	1947	membrane	P98172	protein	protein	P29323	P29323	708	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3393	EPHB2	P29323	ENSG00000133216	2048	membrane_and_secreted	P29323	protein	protein	P98172	P98172	708	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3226	EFNB1	P98172	ENSG00000090776	1947	membrane	P98172	protein	protein	P54753	P54753	709	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3394	EPHB3	P54753	ENSG00000182580	2049	membrane	P54753	protein	protein	P98172	P98172	709	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3226	EFNB1	P98172	ENSG00000090776	1947	membrane	P98172	protein	protein	P54760	P54760	710	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3395	EPHB4	P54760	ENSG00000196411	2050	membrane	P54760	protein	protein	P98172	P98172	710	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3226	EFNB1	P98172	ENSG00000090776	1947	membrane	P98172	protein	protein	O15197	O15197	711	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3396	EPHB6	O15197	ENSG00000106123	2051	membrane_and_secreted	O15197	protein	protein	P98172	P98172	711	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3227	EFNB2	P52799	ENSG00000125266	1948	membrane	P52799	protein	protein	P54764	P54764	712	PMID:15114347	Ligand-Receptor	1	single_protein_pair	1	1	0	1	0	2wo2	
HGNC:3388	EPHA4	P54764	ENSG00000116106	2043	membrane	P54764	protein	protein	P52799	P52799	712	PMID:15114347	Ligand-Receptor	1	single_protein_pair	1	1	1	1	0	2wo2;3gxu	pubmed:19836338|imex:IM-11744;pubmed:19875447|imex:IM-28795
HGNC:3227	EFNB2	P52799	ENSG00000125266	1948	membrane	P52799	protein	protein	P54762	P54762	713	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3392	EPHB1	P54762	ENSG00000154928	2047	membrane	P54762	protein	protein	P52799	P52799	713	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3227	EFNB2	P52799	ENSG00000125266	1948	membrane	P52799	protein	protein	P29323	P29323	714	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3393	EPHB2	P29323	ENSG00000133216	2048	membrane_and_secreted	P29323	protein	protein	P52799	P52799	714	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3227	EFNB2	P52799	ENSG00000125266	1948	membrane	P52799	protein	protein	P54753	P54753	715	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3394	EPHB3	P54753	ENSG00000182580	2049	membrane	P54753	protein	protein	P52799	P52799	715	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3227	EFNB2	P52799	ENSG00000125266	1948	membrane	P52799	protein	protein	P54760	P54760	716	PMID:15114347	Ligand-Receptor	1	single_protein_pair	1	1	0	1	0	2hle	
HGNC:3395	EPHB4	P54760	ENSG00000196411	2050	membrane	P54760	protein	protein	P52799	P52799	716	PMID:15114347	Ligand-Receptor	1	single_protein_pair	1	1	0	1	0	2hle	
HGNC:3227	EFNB2	P52799	ENSG00000125266	1948	membrane	P52799	protein	protein	O15197	O15197	717	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3396	EPHB6	O15197	ENSG00000106123	2051	membrane_and_secreted	O15197	protein	protein	P52799	P52799	717	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3228	EFNB3	Q15768	ENSG00000108947	1949	membrane_inferred	Q15768	protein	protein	P54764	P54764	718	PMID:15114347	Ligand-Receptor	1	single_protein_pair	1	1	1	1	0	4bkf	pubmed:19875447|imex:IM-28795
HGNC:3388	EPHA4	P54764	ENSG00000116106	2043	membrane	P54764	protein	protein	Q15768	Q15768	718	PMID:15114347	Ligand-Receptor	1	single_protein_pair	1	1	1	1	0	4bkf	pubmed:19875447|imex:IM-28795;pubmed:23812375|imex:IM-21588
HGNC:3228	EFNB3	Q15768	ENSG00000108947	1949	membrane_inferred	Q15768	protein	protein	P54762	P54762	719	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3392	EPHB1	P54762	ENSG00000154928	2047	membrane	P54762	protein	protein	Q15768	Q15768	719	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3228	EFNB3	Q15768	ENSG00000108947	1949	membrane_inferred	Q15768	protein	protein	P29323	P29323	720	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3393	EPHB2	P29323	ENSG00000133216	2048	membrane_and_secreted	P29323	protein	protein	Q15768	Q15768	720	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3228	EFNB3	Q15768	ENSG00000108947	1949	membrane_inferred	Q15768	protein	protein	P54753	P54753	721	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3394	EPHB3	P54753	ENSG00000182580	2049	membrane	P54753	protein	protein	Q15768	Q15768	721	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3228	EFNB3	Q15768	ENSG00000108947	1949	membrane_inferred	Q15768	protein	protein	P54760	P54760	722	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3395	EPHB4	P54760	ENSG00000196411	2050	membrane	P54760	protein	protein	Q15768	Q15768	722	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3228	EFNB3	Q15768	ENSG00000108947	1949	membrane_inferred	Q15768	protein	protein	O15197	O15197	723	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3396	EPHB6	O15197	ENSG00000106123	2051	membrane_and_secreted	O15197	protein	protein	Q15768	Q15768	723	PMID:15114347	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:651	AREG	P15514	ENSG00000109321	374	other_or_uncertain	P15514	protein	protein	P00533	P00533	724	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3236	EGFR	P00533	ENSG00000146648	1956	membrane_and_secreted	P00533	protein	protein	P15514	P15514	724	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	1	1	0		pubmed:28988771|imex:IM-27745
HGNC:1121	BTC	P35070	ENSG00000174808	685	membrane_and_secreted	P35070	protein	protein	P00533	P00533	725	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3236	EGFR	P00533	ENSG00000146648	1956	membrane_and_secreted	P00533	protein	protein	P35070	P35070	725	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	1	1	0		pubmed:28988771|imex:IM-27745
HGNC:3229	EGF	P01133	ENSG00000138798	1950	membrane_inferred	P01133	protein	protein	P00533	P00533	726	uniprot	Ligand-Receptor	1	single_protein_pair	1	1	1	1	0	1ivo;1nql;3njp;7om4;7syd;7sye;7sz0;7sz1;8hgo;8hgs	pubmed:21822280|imex:IM-17493
HGNC:3236	EGFR	P00533	ENSG00000146648	1956	membrane_and_secreted	P00533	protein	protein	P01133	P01133	726	uniprot	Ligand-Receptor	1	single_protein_pair	1	1	1	1	0	1ivo;1nql;3njp;7om4;7syd;7sye;7sz0;7sz1;8hgo;8hgs	pubmed:28988771|imex:IM-27745
HGNC:17470	EPGN	Q6UW88	ENSG00000182585	255324	membrane_inferred_and_secreted	Q6UW88	protein	protein	P00533	P00533	727	uniprot	Ligand-Receptor	1	single_protein_pair	1	1	1	1	0	5wb8	pubmed:28988771|imex:IM-27745
HGNC:3236	EGFR	P00533	ENSG00000146648	1956	membrane_and_secreted	P00533	protein	protein	Q6UW88	Q6UW88	727	uniprot	Ligand-Receptor	1	single_protein_pair	1	1	1	1	0	5wb8	pubmed:28988771|imex:IM-27745
HGNC:3443	EREG	O14944	ENSG00000124882	2069	membrane_and_secreted	O14944	protein	protein	P00533	P00533	728	uniprot	Ligand-Receptor	1	single_protein_pair	1	1	0	1	0	7len;7lfr;8hgp	
HGNC:3236	EGFR	P00533	ENSG00000146648	1956	membrane_and_secreted	P00533	protein	protein	O14944	O14944	728	uniprot	Ligand-Receptor	1	single_protein_pair	1	1	1	1	0	5wb7;7len;7lfr;7lfs;8hgp	pubmed:28988771|imex:IM-27745
HGNC:3443	EREG	O14944	ENSG00000124882	2069	membrane_and_secreted	O14944	protein	protein	Q15303	Q15303	729	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3432	ERBB4	Q15303	ENSG00000178568	2066	membrane	Q15303	protein	protein	O14944	O14944	729	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3059	HBEGF	Q99075	ENSG00000113070	1839	membrane_and_secreted	Q99075	protein	protein	P00533	P00533	730	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3236	EGFR	P00533	ENSG00000146648	1956	membrane_and_secreted	P00533	protein	protein	Q99075	Q99075	730	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	1	1	0		pubmed:28988771|imex:IM-27745
HGNC:3059	HBEGF	Q99075	ENSG00000113070	1839	membrane_and_secreted	Q99075	protein	protein	P04626	P04626	731	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3430	ERBB2	P04626	ENSG00000141736	2064	membrane	P04626	protein	protein	Q99075	Q99075	731	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3059	HBEGF	Q99075	ENSG00000113070	1839	membrane_and_secreted	Q99075	protein	protein	Q15303	Q15303	732	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3432	ERBB4	Q15303	ENSG00000178568	2066	membrane	Q15303	protein	protein	Q99075	Q99075	732	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:277	ADRA1A	P35348	ENSG00000120907	148	membrane	P35348	protein	chemical	Epinephrine		733	reactome	Ligand-Receptor	0	chemical_identity_not_mapped	0	0	0	0	0		
HGNC:278	ADRA1B	P35368	ENSG00000170214	147	membrane	P35368	protein	chemical	Epinephrine		734	reactome	Ligand-Receptor	0	chemical_identity_not_mapped	0	0	0	0	0		
HGNC:280	ADRA1D	P25100	ENSG00000171873	146	membrane	P25100	protein	chemical	Epinephrine		735	reactome	Ligand-Receptor	0	chemical_identity_not_mapped	0	0	0	0	0		
HGNC:281	ADRA2A	P08913	ENSG00000150594	150	membrane	P08913	protein	chemical	Epinephrine		736	reactome	Ligand-Receptor	0	chemical_identity_not_mapped	0	0	0	0	0		
HGNC:282	ADRA2B	P18089	ENSG00000274286	151	membrane	P18089	protein	chemical	Epinephrine		737	reactome	Ligand-Receptor	0	chemical_identity_not_mapped	0	0	0	0	0		
HGNC:283	ADRA2C	P18825	ENSG00000184160	152	membrane	P18825	protein	chemical	Epinephrine		738	reactome	Ligand-Receptor	0	chemical_identity_not_mapped	0	0	0	0	0		
HGNC:285	ADRB1	P08588	ENSG00000043591	153	membrane	P08588	protein	chemical	Epinephrine		739	HMRbase;reactome	Ligand-Receptor	0	chemical_identity_not_mapped	0	0	0	0	0		
HGNC:286	ADRB2	P07550	ENSG00000169252	154	membrane	P07550	protein	chemical	Epinephrine		740	reactome	Ligand-Receptor	0	chemical_identity_not_mapped	0	0	0	0	0		
HGNC:288	ADRB3	P13945	ENSG00000188778	155	membrane	P13945	protein	chemical	Epinephrine		741	reactome	Ligand-Receptor	0	chemical_identity_not_mapped	0	0	0	0	0		
HGNC:3612	FCER2	P06734	ENSG00000104921	2208	membrane_and_secreted	P06734	protein	protein	P20023	P20023	746	PMID:16785534;PMC2212946	Receptor-Receptor	1	single_protein_pair	0	0	1	1	0		pubmed:35922511|imex:IM-30342
HGNC:2336	CR2	P20023	ENSG00000117322	1380	membrane	P20023	protein	protein	P06734	P06734	746	PMID:16785534;PMC2212946	Receptor-Receptor	1	single_protein_pair	0	0	1	1	0		pubmed:35922511|imex:IM-30342
HGNC:3612	FCER2	P06734	ENSG00000104921	2208	membrane_and_secreted	P06734	protein	protein	P21802	P21802	747	Shilts screen - VALIDATED	Receptor-Receptor	1	single_protein_pair	0	0	1	1	0		pubmed:35922511|imex:IM-30342
HGNC:3689	FGFR2	P21802	ENSG00000066468	2263	membrane_and_secreted	P21802	protein	protein	P06734	P06734	747	Shilts screen - VALIDATED	Receptor-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3612	FCER2	P06734	ENSG00000104921	2208	membrane_and_secreted	P06734	protein	complex	integrin_aMb2_complex	P05107;P11215	748	PMID:7621072;PMID:8745401	Receptor-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6155	ITGB2	P05107	ENSG00000160255	3689	membrane	integrin_aMb2_complex	complex	protein	P06734	P06734	748	PMID:7621072;PMID:8745401	Receptor-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6149	ITGAM	P11215	ENSG00000169896	3684	membrane	integrin_aMb2_complex	complex	protein	P06734	P06734	748	PMID:7621072;PMID:8745401	Receptor-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:3612	FCER2	P06734	ENSG00000104921	2208	membrane_and_secreted	P06734	protein	complex	integrin_aVb3_complex	P05106;P06756	749	PMID:10037797	Receptor-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6156	ITGB3	P05106	ENSG00000259207	3690	membrane	integrin_aVb3_complex	complex	protein	P06734	P06734	749	PMID:10037797	Receptor-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6150	ITGAV	P06756	ENSG00000138448	3685	membrane	integrin_aVb3_complex	complex	protein	P06734	P06734	749	PMID:10037797	Receptor-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:3612	FCER2	P06734	ENSG00000104921	2208	membrane_and_secreted	P06734	protein	complex	integrin_aXb2_complex	P05107;P20702	750	PMID:7621072	Receptor-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6155	ITGB2	P05107	ENSG00000160255	3689	membrane	integrin_aXb2_complex	complex	protein	P06734	P06734	750	PMID:7621072	Receptor-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6152	ITGAX	P20702	ENSG00000140678	3687	membrane	integrin_aXb2_complex	complex	protein	P06734	P06734	750	PMID:7621072	Receptor-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:3688	FGFR1	P11362	ENSG00000077782	2260	membrane	P11362	protein	protein	P05230	P05230	751	uniprot	Ligand-Receptor	1	single_protein_pair	1	1	1	1	0	1evt;3ojv	pubmed:10830168|imex:IM-17286;pubmed:14613973|imex:IM-27517;pubmed:18441324|imex:IM-18768
HGNC:3689	FGFR2	P21802	ENSG00000066468	2263	membrane_and_secreted	P21802	protein	protein	P05230	P05230	752	uniprot;reactome;PMID:27458533	Ligand-Receptor	1	single_protein_pair	1	1	1	1	0	1djs;1e0o;3cu1;3oj2;3ojm;4j23	pubmed:23597563|imex:IM-20844
HGNC:3690	FGFR3	P22607	ENSG00000068078	2261	membrane_and_secreted	P22607	protein	protein	P05230	P05230	753	uniprot;reactome;PMID:27458533	Ligand-Receptor	1	single_protein_pair	1	1	1	1	0	1ry7	pubmed:14613973|imex:IM-27517
HGNC:3691	FGFR4	P22455	ENSG00000160867	2264	membrane_and_secreted	P22455	protein	protein	P05230	P05230	754	reactome;PMID:25772309	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:6156	ITGB3	P05106	ENSG00000259207	3690	membrane	integrin_aVb3_complex	complex	protein	P05230	P05230	755	uniprot	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6150	ITGAV	P06756	ENSG00000138448	3685	membrane	integrin_aVb3_complex	complex	protein	P05230	P05230	755	uniprot	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:3689	FGFR2	P21802	ENSG00000066468	2263	membrane_and_secreted	P21802	protein	protein	O15520	O15520	756	reactome;PMID:25772309	Ligand-Receptor	1	single_protein_pair	1	1	0	1	0	1nun	
HGNC:3690	FGFR3	P22607	ENSG00000068078	2261	membrane_and_secreted	P22607	protein	protein	O60258	O60258	757	uniprot;reactome;PMID:27458533;PMID:25772309	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3691	FGFR4	P22455	ENSG00000160867	2264	membrane_and_secreted	BetaKlotho_FGFR4	complex	protein	O95750	O95750	758	uniprot;reactome;PMID:25772309	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:15527	KLB	Q86Z14	ENSG00000134962	152831	membrane	BetaKlotho_FGFR4	complex	protein	O95750	O95750	758	uniprot;reactome;PMID:25772309	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	1	6nfj	
HGNC:3676	FGF2	P09038	ENSG00000138685	2247	secreted_only	P09038	protein	protein	P11362	P11362	759	uniprot	Ligand-Receptor	1	single_protein_pair	1	0	0	0	0		
HGNC:3688	FGFR1	P11362	ENSG00000077782	2260	membrane	P11362	protein	protein	P09038	P09038	759	uniprot	Ligand-Receptor	1	single_protein_pair	1	1	1	1	0	1cvs;1fq9	pubmed:14613973|imex:IM-27517;pubmed:23597563|imex:IM-20844;pubmed:26267536|imex:IM-24965
HGNC:3676	FGF2	P09038	ENSG00000138685	2247	secreted_only	P09038	protein	protein	P21802	P21802	760	uniprot	Ligand-Receptor	1	single_protein_pair	1	0	0	0	0		
HGNC:3689	FGFR2	P21802	ENSG00000066468	2263	membrane_and_secreted	P21802	protein	protein	P09038	P09038	760	uniprot	Ligand-Receptor	1	single_protein_pair	1	1	1	1	0	1ev2;1ii4;1iil	pubmed:10830168|imex:IM-17286
HGNC:3676	FGF2	P09038	ENSG00000138685	2247	secreted_only	P09038	protein	protein	P22607	P22607	761	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3690	FGFR3	P22607	ENSG00000068078	2261	membrane_and_secreted	P22607	protein	protein	P09038	P09038	761	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	1	1	0		pubmed:14613973|imex:IM-27517
HGNC:3676	FGF2	P09038	ENSG00000138685	2247	secreted_only	P09038	protein	protein	P22455	P22455	762	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3691	FGFR4	P22455	ENSG00000160867	2264	membrane_and_secreted	P22455	protein	protein	P09038	P09038	762	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3676	FGF2	P09038	ENSG00000138685	2247	secreted_only	P09038	protein	complex	integrin_aVb3_complex	P05106;P06756	763	uniprot	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6156	ITGB3	P05106	ENSG00000259207	3690	membrane	integrin_aVb3_complex	complex	protein	P09038	P09038	763	uniprot	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6150	ITGAV	P06756	ENSG00000138448	3685	membrane	integrin_aVb3_complex	complex	protein	P09038	P09038	763	uniprot	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:3690	FGFR3	P22607	ENSG00000068078	2261	membrane_and_secreted	P22607	protein	protein	Q9NP95	Q9NP95	764	uniprot;reactome;PMID:25772309	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:3691	FGFR4	P22455	ENSG00000160867	2264	membrane_and_secreted	BetaKlotho_FGFR4	complex	protein	Q9NSA1	Q9NSA1	765	uniprot;PMID:25772309	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:15527	KLB	Q86Z14	ENSG00000134962	152831	membrane	BetaKlotho_FGFR4	complex	protein	Q9NSA1	Q9NSA1	765	uniprot;PMID:25772309	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	1	5vaq	
HGNC:3689	FGFR2	P21802	ENSG00000066468	2263	membrane_and_secreted	P21802	protein	protein	Q9HCT0	Q9HCT0	766	reactome;PMID:25772309	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
