source	record_id	pdb_id	uniprot_acc	therapeutic	arm	status	error
AACDB	3010	6vja	P11836			mapped	
AACDB	3047	6vrh	P31645			mapped	
AACDB	3048	6vrk	P31645			mapped	
AACDB	3049	6vrl	P31645			mapped	
AACDB	3054	6vvu	Q15661			no_unambiguous_canonical_site	
AACDB	3055	6vvu	Q15661			no_unambiguous_canonical_site	
AACDB	3056	6vvu	Q15661			no_unambiguous_canonical_site	
AACDB	3057	6vvu	Q15661			no_unambiguous_canonical_site	
AACDB	3090	6w2b	P31645			mapped	
AACDB	3091	6w2c	P31645			mapped	
AACDB	3094	6w4s	Q9NP59			mapped	
AACDB	3095	6w9g	P29965			mapped	
AACDB	3096	6w9g	P29965			mapped	
AACDB	3097	6w9g	P29965			mapped	
AACDB	3109	6wbv	Q9NP59			mapped	
AACDB	3116	6wgl	P24394			mapped	
AACDB	3127	6wjl	Q8N158			no_unambiguous_canonical_site	
AACDB	3128	6wjl	Q8N158			no_unambiguous_canonical_site	
AACDB	3131	6wmw	Q6UXV0			mapped	
AACDB	3132	6wmw	Q6UXV0			mapped	
AACDB	3166	6wvz	P08581			mapped	
AACDB	3176	6x4t	O75144			mapped	
AACDB	3177	6x4t	O75144			mapped	
AACDB	3206	6xkr	Q15116			mapped	
AACDB	3207	6xlq	O00481			mapped	
AACDB	3208	6xlq	O00481			mapped	
AACDB	3209	6xlq	O00481			mapped	
AACDB	3210	6xlq	O00481			mapped	
AACDB	3231	6xr0	P08582			mapped	
AACDB	3234	6xsw	Q9UM47			mapped	
AACDB	3235	6xsw	Q9UM47			mapped	
AACDB	3236	6xsw	Q9UM47			mapped	
AACDB	3237	6xsw	Q9UM47			mapped	
AACDB	3248	6xy2	P16410			mapped	
AACDB	3252	6y90	P11836			mapped	
AACDB	3253	6y90	P11836			mapped	
AACDB	3254	6y92	P11836			mapped	
AACDB	3255	6y92	P11836			mapped	
AACDB	3256	6y9b	Q9UHE8			mapped	
AACDB	3257	6y9b	Q9UHE8			mapped	
AACDB	3258	6y9b	Q9UHE8			mapped	
AACDB	3264	6yio	P01589			mapped	
AACDB	3268	6ymq	Q9NZC2			no_unambiguous_canonical_site	
AACDB	3269	6ymq	Q9NZC2			no_unambiguous_canonical_site	
AACDB	3271	6ymq	Q9NZC2			no_unambiguous_canonical_site	
AACDB	3273	6ymq	Q9NZC2			no_unambiguous_canonical_site	
AACDB	3280	6yxf	Q86V24			no_unambiguous_canonical_site	
AACDB	3281	6yxg	Q86V24			no_unambiguous_canonical_site	
AACDB	3282	6yye	Q9NZC2			mapped	
AACDB	3283	6yye	Q9NZC2			mapped	
AACDB	3291	6z1v	P21926			mapped	
AACDB	3292	6z20	P21926			mapped	
AACDB	3293	6z20	P21926			mapped	
AACDB	3304	6zbv	P48067			mapped	
AACDB	3312	6ze1	P13569			no_unambiguous_canonical_site	
AACDB	3326	6zpl	P48067			mapped	
AACDB	3327	6zpl	P48067			mapped	
AACDB	3328	6zrv	P05121			mapped	
AACDB	3329	6ztr	P22223			mapped	
AACDB	3330	6ztr	P22223			mapped	
AACDB	3354	7a65	P08183			mapped	
AACDB	3355	7a69	P08183			mapped	
AACDB	3356	7a6c	P08183			mapped	
AACDB	3357	7a6e	P08183			mapped	
AACDB	3358	7a6f	P08183			mapped	
AACDB	3370	7azb	Q16832			mapped	
AACDB	3375	7b2m	P0C0L4			mapped	
AACDB	3376	7b2m	P0C0L4			mapped	
AACDB	3377	7b2p	P0C0L4			mapped	
AACDB	3378	7b2p	P0C0L4			mapped	
AACDB	3379	7b2q	P0C0L4			mapped	
AACDB	3380	7b2q	P0C0L4			mapped	
AACDB	3387	7bbj	P21589			mapped	
AACDB	3388	7bbj	P21589			mapped	
AACDB	3423	7bxa	Q15116			mapped	
AACDB	3424	7bxa	Q15116			mapped	
AACDB	3430	7c4s	Q99500			mapped	
AACDB	3431	7c4s	Q99500			mapped	
AACDB	3435	7c88	Q9NZQ7			mapped	
AACDB	3436	7c88	Q9NZQ7			mapped	
AACDB	3449	7cgw	Q15116			mapped	
AACDB	3450	7cgw	Q15116			mapped	
AACDB	3481	7cu5	Q15116			mapped	
AACDB	3482	7cu5	Q15116			mapped	
AACDB	3526	7czd	Q9NZQ7			no_unambiguous_canonical_site	
AACDB	3527	7czd	Q9NZQ7			no_unambiguous_canonical_site	
AACDB	3566	7d4b	Q07011			no_unambiguous_canonical_site	
AACDB	3572	7d85	P21860			mapped	
AACDB	3573	7d85	P21860			mapped	
AACDB	3576	7daa	P35613			mapped	
AACDB	3577	7dc8	P08887			mapped	
AACDB	3578	7dc8	P08887			mapped	
AACDB	3597	7dge	Q13255			no_unambiguous_canonical_site	
AACDB	3598	7dge	Q13255			no_unambiguous_canonical_site	
AACDB	3599	7dha	P28907			mapped	
AACDB	3624	7duo	P28907			mapped	
AACDB	3654	7e6u	P41180			mapped	
AACDB	3655	7e6u	P41180			mapped	
AACDB	3656	7e72	Q02763			mapped	
AACDB	3657	7e72	Q02763			mapped	
AACDB	3709	7elx	P16410			mapped	
AACDB	3710	7elx	P16410			mapped	
AACDB	3737	7f9w	P01589			mapped	
AACDB	3758	7fci	Q14973			mapped	
AACDB	3782	7jic	P15391			mapped	
AACDB	3795	7joo	Q9Y6W8			mapped	
AACDB	3796	7jr7	Q9H221			mapped	
AACDB	3797	7jr7	Q9H221			mapped	
AACDB	3897	7kd6	P06213			mapped	
AACDB	3898	7kd6	P06213			mapped	
AACDB	3899	7kd6	P06213			mapped	
AACDB	3900	7kd6	P06213			mapped	
AACDB	3986	7kpg	P78324			mapped	
AACDB	3989	7kq7	Q9HBE5			mapped	
AACDB	3999	7kql	Q8TDQ0			mapped	
AACDB	4126	7lf7	O14791			mapped	
AACDB	4127	7lf7	O14791			mapped	
AACDB	4128	7lfa	O14791			mapped	
AACDB	4129	7lfa	O14791			mapped	
AACDB	4130	7lfb	O14791			mapped	
AACDB	4134	7lj4	Q9NYG8			mapped	
AACDB	4135	7lj4	Q9NYG8			mapped	
AACDB	4136	7lj5	Q9NYG8			mapped	
AACDB	4137	7lj5	Q9NYG8			mapped	
AACDB	4138	7lja	Q9NYG8			mapped	
AACDB	4139	7lja	Q9NYG8			mapped	
AACDB	4140	7ljb	Q9NYG8			mapped	
AACDB	4141	7ljb	Q9NYG8			mapped	
AACDB	4215	7lwd	P31645			mapped	
AACDB	4456	7niu	P21439			mapped	
AACDB	4457	7niu	P21439			mapped	
AACDB	4458	7niv	P21439			mapped	
AACDB	4459	7niv	P21439			mapped	
AACDB	4460	7niw	P21439			mapped	
AACDB	4504	7o52	P20273			mapped	
AACDB	4506	7o9w	P08183			mapped	
AACDB	4517	7om4	P00533			mapped	
AACDB	4627	7pqg	Q14973			no_unambiguous_canonical_site	
AACDB	4661	7q6c	P13671			mapped	
AACDB	4694	7qiv	P01024			mapped	
AACDB	4715	7r58	Q9HCN6			mapped	
AACDB	4722	7r87	Q9H221			mapped	
AACDB	4723	7r88	Q9H221			mapped	
AACDB	4724	7r89	Q9H221			mapped	
AACDB	4725	7r8a	Q9H221			mapped	
AACDB	4726	7r8b	Q9H221			mapped	
AACDB	4747	7rd5	O95858			mapped	
AACDB	4748	7rd5	O95858			mapped	
AACDB	4769	7rnn	P78348			mapped	
AACDB	4871	7seg	P08637			mapped	
AACDB	4872	7seg	P08637			mapped	
AACDB	4886	7sgm	P29965			mapped	
AACDB	4887	7sgm	P29965			mapped	
AACDB	4888	7sgm	P29965			mapped	
AACDB	4892	7sjn	Q92743			mapped	
AACDB	4893	7sjn	Q92743			mapped	
AACDB	4894	7sjn	Q92743			mapped	
AACDB	4895	7sjo	Q92743			mapped	
AACDB	4896	7sjo	Q92743			mapped	
AACDB	4897	7sjo	Q92743			mapped	
AACDB	4898	7sk3	P25106			mapped	
AACDB	4899	7sk3	P25106			mapped	
AACDB	4900	7sk4	P25106			mapped	
AACDB	4901	7sk4	P25106			mapped	
AACDB	4902	7sk5	P25106			mapped	
AACDB	4903	7sk6	P25106			mapped	
AACDB	4904	7sk7	P25106			mapped	
AACDB	4905	7sk8	P25106			mapped	
AACDB	4906	7sk8	P25106			mapped	
AACDB	4907	7sk9	P25106			mapped	
AACDB	4935	7srs	P41595			mapped	
AACDB	4940	7st5	P78324			mapped	
AACDB	4941	7st5	P78324			mapped	
AACDB	4942	7st8	Q6HA08			mapped	
AACDB	4943	7stf	P04439			mapped	
AACDB	4944	7stz	P12830			mapped	
AACDB	4945	7stz	P12830			mapped	
AACDB	4946	7su0	P16410			mapped	
AACDB	4947	7su0	P16410			mapped	
AACDB	4948	7su1	P16410			mapped	
AACDB	4956	7t0l	P61769			mapped	
AACDB	4958	7t0l	P61769			mapped	
AACDB	4959	7t0r	P01730			mapped	
AACDB	4960	7t0r	P01730			mapped	
AACDB	4986	7t9m	P16473			mapped	
AACDB	4987	7t9n	P16473			mapped	
AACDB	5097	7tzg	P18627			mapped	
AACDB	5098	7tzg	P18627			mapped	
AACDB	5099	7tzh	P18627			mapped	
AACDB	5100	7tzh	P18627			mapped	
AACDB	5108	7u8g	P04839			mapped	
AACDB	5149	7ue9	P01024			no_unambiguous_canonical_site	
AACDB	5150	7ued	Q13421			mapped	
AACDB	5214	7urv	P15391			mapped	
AACDB	5215	7urx	P15391			mapped	
AACDB	5220	7uvf	P01732			mapped	
AACDB	5221	7uvf	P01732			mapped	
AACDB	5279	7vad	Q14973			mapped	
AACDB	5282	7vag	Q14973			mapped	
AACDB	5283	7vbh	P63092			no_unambiguous_canonical_site	
AACDB	5295	7vux	Q15116			mapped	
AACDB	5298	7vyt	Q495A1			mapped	
AACDB	5299	7vyt	Q495A1			mapped	
AACDB	5368	7wn8	Q08722			mapped	
AACDB	5369	7wn8	Q08722			mapped	
AACDB	5461	7wsi	Q14973			mapped	
AACDB	5462	7wsl	Q15116			mapped	
AACDB	5486	7wvf	O15455			mapped	
AACDB	5488	7wvm	Q15116			mapped	
AACDB	5489	7wvm	Q15116			mapped	
AACDB	5576	7x8p	Q14332			mapped	
AACDB	5577	7x8p	Q14332			mapped	
AACDB	5578	7x8q	Q9ULW2			mapped	
AACDB	5579	7x8q	Q9ULW2			mapped	
AACDB	5580	7x8t	Q9ULW2			mapped	
AACDB	5581	7x8t	Q9ULW2			mapped	
AACDB	5582	7x8t	Q9ULW2			mapped	
AACDB	5583	7x8t	Q9ULW2			mapped	
AACDB	5610	7xjf	Q08722			mapped	
AACDB	5642	7xy8	P35613			mapped	
AACDB	5643	7xy8	P35613			mapped	
AACDB	5697	7yru	Q04771			mapped	
AACDB	5699	7yxu	Q07011			mapped	
AACDB	5782	7zmk	P55083			mapped	
AACDB	5783	7zmk	P55083			mapped	
AACDB	5784	7zmk	P55083			mapped	
AACDB	5785	7zmk	P55083			mapped	
AACDB	5786	7zmk	P55083			mapped	
AACDB	5787	7zmk	P55083			mapped	
AACDB	5788	7zmk	P55083			mapped	
AACDB	5789	7zmk	P55083			mapped	
AACDB	5790	7zoz	Q6ZMC9			mapped	
AACDB	5811	7zyi	Q14973			mapped	
AACDB	5824	8aok	Q9NZQ7			mapped	
AACDB	5825	8aom	Q9NZQ7			mapped	
AACDB	5826	8as0	Q15116			mapped	
AACDB	5827	8as0	Q15116			mapped	
AACDB	5828	8as0	Q15116			mapped	
AACDB	5829	8as0	Q15116			mapped	
AACDB	5830	8as0	Q15116			mapped	
AACDB	5831	8as0	Q15116			mapped	
AACDB	5832	8as0	Q15116			mapped	
AACDB	5833	8as0	Q15116			mapped	
AACDB	5836	8ath	P11279			mapped	
AACDB	5837	8ath	P11279			mapped	
AACDB	5854	8byu	P28907			mapped	
AACDB	5855	8c7h	Q14392			mapped	
AACDB	5857	8c9x	P36544			mapped	
AACDB	5858	8c9x	P36544			mapped	
AACDB	5859	8c9x	P36544			mapped	
AACDB	5860	8c9x	P36544			mapped	
AACDB	5861	8c9x	P36544			mapped	
AACDB	5864	8cau	P36544			mapped	
AACDB	5865	8cau	P36544			mapped	
AACDB	5866	8cau	P36544			mapped	
AACDB	5867	8cau	P36544			mapped	
AACDB	5868	8cau	P36544			mapped	
AACDB	5871	8ce4	P36544			mapped	
AACDB	5872	8ce4	P36544			mapped	
AACDB	5873	8ce4	P36544			mapped	
AACDB	5874	8ce4	P36544			mapped	
AACDB	5875	8ce4	P36544			mapped	
AACDB	5876	8ci1	P36544			mapped	
AACDB	5877	8ci1	P36544			mapped	
AACDB	5878	8ci1	P36544			mapped	
AACDB	5879	8ci1	P36544			mapped	
AACDB	5880	8ci1	P36544			mapped	
AACDB	5881	8ci2	P36544			mapped	
AACDB	5882	8ci2	P36544			mapped	
AACDB	5883	8ci2	P36544			mapped	
AACDB	5887	8cml	P01031			mapped	
AACDB	5888	8cml	P01031			mapped	
AACDB	5906	8cxc	Q13421			mapped	
AACDB	5907	8cxc	Q13421			mapped	
AACDB	5933	8cyh	Q13421			mapped	
AACDB	5939	8cz8	Q13421			mapped	
AACDB	5940	8cz8	Q13421			mapped	
AACDB	5941	8cz8	Q13421			mapped	
AACDB	5942	8cz8	Q13421			mapped	
AACDB	5947	8d7e	P26992			mapped	
AACDB	5995	8dke	O60931			mapped	
AACDB	5996	8dki	O60931			mapped	
AACDB	5997	8dkm	O60931			mapped	
AACDB	5998	8dkw	O60931			mapped	
AACDB	5999	8dkx	O60931			mapped	
AACDB	6000	8dl6	Q9NP59			mapped	
AACDB	6033	8ds5	P26842			mapped	
AACDB	6078	8dyp	O60931			no_unambiguous_canonical_site	
AACDB	6097	8e7m	Q9BYF1			mapped	
AACDB	6104	8e99	Q12879			mapped	
AACDB	6149	8epa	P31785			mapped	
AACDB	6150	8epa	P31785			mapped	
AACDB	6151	8eq6	Q15116			mapped	
AACDB	6155	8euq	P01903			no_unambiguous_canonical_site	
AACDB	6156	8euq	P01903			no_unambiguous_canonical_site	
AACDB	6166	8ew6	P01732			mapped	
AACDB	6181	8f60	Q7Z6A9			no_unambiguous_canonical_site	
AACDB	6182	8f6l	Q7Z6A9			mapped	
AACDB	6183	8f6o	Q7Z6A9			mapped	
AACDB	6252	8ghp	P25092			mapped	
AACDB	6259	8gng	P29274			mapped	
AACDB	6260	8gng	P29274			mapped	
AACDB	6399	8il3	P28907			mapped	
AACDB	6411	8ivx	O60462			no_unambiguous_canonical_site	
AACDB	6425	8pe9	Q08345			mapped	
AACDB	6434	8so3	P18627			mapped	
AACDB	6435	8so3	P18627			mapped	
AACDB	6436	8sr0	P18627			mapped	
AACDB	6437	8sr0	P18627			mapped	
AACDB	6438	8szy	Q495A1			mapped	
AACDB	6439	8szy	Q495A1			mapped	
AACDB	6440	8szy	Q495A1			no_unambiguous_canonical_site	
AACDB	6441	8szy	Q495A1			no_unambiguous_canonical_site	
AACDB	6467	8trs	P29317			mapped	
AACDB	6468	8trt	P29317			mapped	
AACDB	6469	8trt	P29317			mapped	
AACDB	6476	8ucd	Q9UHE8			mapped	
AACDB	6479	8w83	P01909			mapped	
AACDB	6480	8w83	P01909			mapped	
AACDB	6481	8w83	P01909			mapped	
AACDB	6482	8w83	P01909			mapped	
AACDB	6487	8w84	P01909			mapped	
AACDB	6489	8w85	P01909			mapped	
AACDB	6490	8w85	P01909			mapped	
AACDB	6491	8w86	P01909			mapped	
AACDB	6492	8w86	P01909			mapped	
AACDB	6493	8x0t	Q9H461			mapped	
AACDB	6494	7quh	Q9NYZ4			mapped	
AACDB	6526	7s2r	P31785			mapped	
AACDB	6527	7s2s	P14784			mapped	
AACDB	6528	7s2s	P14784			mapped	
AACDB	6562	7sl8	P13866			no_unambiguous_canonical_site	
AACDB	6563	7sl9	Q8N695			mapped	
AACDB	6564	7sla	P13866			no_unambiguous_canonical_site	
AACDB	6574	1w72	P04439			no_unambiguous_canonical_site	
AACDB	6575	1w72	P04439			no_unambiguous_canonical_site	
AACDB	6619	3gjf	P04439			no_unambiguous_canonical_site	
AACDB	6620	3gjf	P04439			no_unambiguous_canonical_site	
AACDB	6621	3h42	Q8NBP7			mapped	
AACDB	6622	3h42	Q8NBP7			mapped	
AACDB	6682	3s36	P35968			no_unambiguous_canonical_site	
AACDB	6687	3so3	Q9Y5Y6			no_unambiguous_canonical_site	
AACDB	6688	3sob	O75581			mapped	
AACDB	6689	3sqo	Q8NBP7			mapped	
AACDB	6692	3t3m	P08514			mapped	
AACDB	6693	3t3m	P08514			mapped	
AACDB	6694	3t3p	P08514			mapped	
AACDB	6695	3t3p	P08514			mapped	
AACDB	6704	3ulv	O15455			mapped	
AACDB	6705	3ulv	O15455			mapped	
AACDB	6706	3ulv	O15455			mapped	
AACDB	6707	3v4v	P26010			mapped	
AACDB	6708	3v4v	P26010			mapped	
AACDB	6713	3vi3	P05556			mapped	
AACDB	6714	3vi3	P05556			mapped	
AACDB	6715	3vi4	P05556			mapped	
AACDB	6716	3vi4	P05556			mapped	
AACDB	6717	3w12	P06213			mapped	
AACDB	6718	3w13	P06213			mapped	
AACDB	6719	3wd5	P01375			mapped	
AACDB	6742	3wlw	P04626			mapped	
AACDB	6743	3wlw	P04626			mapped	
AACDB	6744	3zdx	P08514			mapped	
AACDB	6745	3zdx	P08514			mapped	
AACDB	6746	3zdy	P08514			mapped	
AACDB	6747	3zdy	P08514			mapped	
AACDB	6748	3zdz	P08514			mapped	
AACDB	6749	3zdz	P08514			mapped	
AACDB	6750	3ze0	P08514			mapped	
AACDB	6751	3ze0	P08514			mapped	
AACDB	6752	3ze1	P08514			mapped	
AACDB	6753	3ze1	P08514			mapped	
AACDB	6754	3ze2	P08514			mapped	
AACDB	6755	3ze2	P08514			mapped	
AACDB	6761	3zkm	Q9Y5Z0			mapped	
AACDB	6762	3zkm	Q9Y5Z0			mapped	
AACDB	6763	3zkn	Q9Y5Z0			mapped	
AACDB	6764	3zkn	Q9Y5Z0			mapped	
AACDB	6788	4dgi	P04156			mapped	
AACDB	6801	4ers	P47871			mapped	
AACDB	6808	4f3f	Q13421			mapped	
AACDB	6823	4g3y	P01375			mapped	
AACDB	6834	4hc1	Q13477			mapped	
AACDB	6835	4hc1	Q13477			mapped	
AACDB	6836	4hcr	Q13477			mapped	
AACDB	6837	4hcr	Q13477			mapped	
AACDB	6855	4hj0	P48546			mapped	
AACDB	6856	4hj0	P48546			mapped	
AACDB	6869	4i18	P16471			mapped	
AACDB	6870	4i18	P16471			mapped	
AACDB	6871	4i2x	Q9P1W8			mapped	
AACDB	6872	4i2x	Q9P1W8			mapped	
AACDB	6876	4i9w	Q9NYG8			mapped	
AACDB	6877	4i9w	Q9NYG8			mapped	
AACDB	6879	4iof	P14735			mapped	
AACDB	6880	4iof	P14735			mapped	
AACDB	6897	4jzj	P26951			mapped	
AACDB	6898	4jzj	P26951			mapped	
AACDB	6899	4k24	Q03405			mapped	
AACDB	6900	4k3j	P08581			mapped	
AACDB	6901	4k8r	Q8NBP7			mapped	
AACDB	6902	4k8r	Q8NBP7			no_unambiguous_canonical_site	
AACDB	6903	4k9e	P10721			mapped	
AACDB	6904	4kdt	P61769			mapped	
AACDB	6905	4kdt	P61769			mapped	
AACDB	6937	4leo	P21860			mapped	
AACDB	6938	4lf3	P47871			mapped	
AACDB	6939	4lf3	P47871			mapped	
AACDB	6940	4liq	P07333			mapped	
AACDB	6950	4m1c	P14735			mapped	
AACDB	6951	4m1c	P14735			mapped	
AACDB	6966	4mqs	P08172			mapped	
AACDB	6967	4mqt	P08172			mapped	
AACDB	6971	4mxv	P01374			mapped	
AACDB	6972	4mxv	P01374			mapped	
AACDB	6973	4mxv	P01374			mapped	
AACDB	6974	4mxw	P01374			no_unambiguous_canonical_site	
AACDB	6975	4mxw	P01374			mapped	
AACDB	7004	4oga	P06213			mapped	
AACDB	7009	4oqt	Q96FE5			mapped	
AACDB	7015	4p59	P21860			mapped	
AACDB	7051	4uv7	P00533			mapped	
AACDB	7079	5cjo	P14735			mapped	
AACDB	7096	5dwu	P32927			mapped	
AACDB	7097	5dwu	P32927			mapped	
AACDB	7113	5grj	Q9NZQ7			mapped	
AACDB	7126	5i5k	P01031			mapped	
AACDB	7127	5i5k	P01031			mapped	
AACDB	7128	5i6x	P31645			mapped	
AACDB	7129	5i6z	P31645			mapped	
AACDB	7130	5i71	P31645			mapped	
AACDB	7131	5i73	P31645			mapped	
AACDB	7132	5i74	P31645			mapped	
AACDB	7133	5i75	P31645			mapped	
AACDB	7137	5jds	Q9NZQ7			mapped	
AACDB	7138	5jxe	Q15116			mapped	
AACDB	7139	5jxe	Q15116			mapped	
AACDB	7143	5lx9	Q86V24			no_unambiguous_canonical_site	
AACDB	7144	5lxa	Q86V24			no_unambiguous_canonical_site	
AACDB	7145	5m2i	P01375			mapped	
AACDB	7146	5m2i	P01375			mapped	
AACDB	7147	5m2i	P01375			mapped	
AACDB	7148	5m2i	P01375			mapped	
AACDB	7149	5m2i	P01375			mapped	
AACDB	7150	5m2i	P01375			mapped	
AACDB	7151	5m2j	P01375			mapped	
AACDB	7152	5m2m	P01375			mapped	
AACDB	7153	5m2m	P01375			mapped	
AACDB	7154	5m2m	P01375			mapped	
AACDB	7155	5m2m	P01375			mapped	
AACDB	7156	5m2m	P01375			mapped	
AACDB	7157	5m2m	P01375			mapped	
AACDB	7179	5oca	Q8NBP7			mapped	
AACDB	7180	5oca	Q8NBP7			mapped	
AACDB	7181	5occ	P31994			mapped	
AACDB	7192	5wob	P14735			mapped	
AACDB	7193	5wob	P14735			mapped	
AACDB	7194	5wob	P14735			mapped	
AACDB	7195	5wob	P14735			mapped	
AACDB	7196	5wob	P14735			mapped	
AACDB	7197	5wob	P14735			mapped	
AACDB	7198	5wob	P14735			mapped	
AACDB	7199	5wob	P14735			mapped	
AACDB	7202	7mbx	P63092			no_unambiguous_canonical_site	
AACDB	7221	7mgw	P31645			mapped	
AACDB	7263	7na7	P62873			no_unambiguous_canonical_site	
AACDB	7265	7na8	P62873			no_unambiguous_canonical_site	
AACDB	7269	7neq	Q9UNQ0			mapped	
AACDB	7270	7neq	Q9UNQ0			mapped	
AACDB	7271	7nez	Q9UNQ0			mapped	
AACDB	7272	7nez	Q9UNQ0			mapped	
AACDB	7273	7nfd	Q9UNQ0			mapped	
AACDB	7274	7nfd	Q9UNQ0			mapped	
AACDB	7286	7noz	P27918			mapped	
AACDB	7287	7noz	P27918			mapped	
AACDB	7294	7nwl	P05556			mapped	
AACDB	7295	7nx0	P29376			mapped	
AACDB	7296	7nx0	P29376			mapped	
AACDB	7297	7nx3	Q9UM73			mapped	
AACDB	7298	7nx3	Q9UM73			mapped	
AACDB	7319	7p2d	P11215			mapped	
AACDB	7374	7piu	P63092			mapped	
AACDB	7376	7piv	P63092			mapped	
AACDB	7396	6b70	P14735			mapped	
AACDB	7397	6b70	P14735			mapped	
AACDB	7400	6b7z	P14735			mapped	
AACDB	7401	6b7z	P14735			mapped	
AACDB	7402	6bf7	P14735			mapped	
AACDB	7403	6bf7	P14735			mapped	
AACDB	7404	6bf9	P14735			mapped	
AACDB	7405	6bf9	P14735			mapped	
AACDB	7421	6djp	P26012			mapped	
AACDB	7422	6ejg	P60033			mapped	
AACDB	7423	6ejg	P60033			mapped	
AACDB	7424	6ejm	P60033			no_unambiguous_canonical_site	
AACDB	7425	6ejm	P60033			no_unambiguous_canonical_site	
AACDB	7426	6ek2	P60033			mapped	
AACDB	7427	6ek2	P60033			mapped	
AACDB	7428	6eti	Q9UNQ0			mapped	
AACDB	7429	6eti	Q9UNQ0			mapped	
AACDB	7430	6eti	Q9UNQ0			mapped	
AACDB	7431	6eti	Q9UNQ0			mapped	
AACDB	7436	7anq	Q8NBP7			mapped	
AACDB	7442	6feq	Q9UNQ0			mapped	
AACDB	7443	6feq	Q9UNQ0			mapped	
AACDB	7444	6feq	Q9UNQ0			mapped	
AACDB	7445	6feq	Q9UNQ0			mapped	
AACDB	7446	6fgb	P55899			mapped	
AACDB	7447	6gwp	P05121			no_unambiguous_canonical_site	
AACDB	7448	6gwp	P05121			mapped	
AACDB	7471	6id4	P04439			no_unambiguous_canonical_site	
AACDB	7472	6id4	P04439			no_unambiguous_canonical_site	
AACDB	7473	6id4	P61769			mapped	
AACDB	7474	6id4	P61769			mapped	
AACDB	7491	6okm	P43489			mapped	
AACDB	7492	6okn	P43489			mapped	
AACDB	7493	6okn	P43489			mapped	
AACDB	7498	6v7y	P15813			mapped	
Thera-SAbDab	pdb_000012er-D-E	12er	Q02223	Teclistamab	0	mapped	
Thera-SAbDab	pdb_000013fj-H-L	13fj	P01137	Nisevokitug	0	mapped	
Thera-SAbDab	pdb_000013fj-H-L	13fj	P01137	Nisevokitug	0	mapped	
Thera-SAbDab	pdb_000013fj-I-M	13fj	P01137	Nisevokitug	0	mapped	
Thera-SAbDab	pdb_000013fj-I-M	13fj	P01137	Nisevokitug	0	mapped	
Thera-SAbDab	pdb_00001i9r-H-L	1i9r	P29965	Velaprumig	1	mapped	
Thera-SAbDab	pdb_00001i9r-H-L	1i9r	P29965	Ruplizumab	0	mapped	
Thera-SAbDab	pdb_00001i9r-H-L	1i9r	P29965	Tegoprubart	0	mapped	
Thera-SAbDab	pdb_00001i9r-K-M	1i9r	P29965	Velaprumig	1	mapped	
Thera-SAbDab	pdb_00001i9r-K-M	1i9r	P29965	Ruplizumab	0	mapped	
Thera-SAbDab	pdb_00001i9r-K-M	1i9r	P29965	Tegoprubart	0	mapped	
Thera-SAbDab	pdb_00001i9r-X-Y	1i9r	P29965	Velaprumig	1	mapped	
Thera-SAbDab	pdb_00001i9r-X-Y	1i9r	P29965	Ruplizumab	0	mapped	
Thera-SAbDab	pdb_00001i9r-X-Y	1i9r	P29965	Tegoprubart	0	mapped	
Thera-SAbDab	pdb_00001n8z-B-A	1n8z	P04626	Anbenitamab	1	mapped	
Thera-SAbDab	pdb_00001n8z-B-A	1n8z	P04626	Timigutuzumab	0	mapped	
Thera-SAbDab	pdb_00001n8z-B-A	1n8z	P04626	Cinrebafusp	0	mapped	
Thera-SAbDab	pdb_00001n8z-B-A	1n8z	P04626	Nesfrotamig	0	mapped	
Thera-SAbDab	pdb_00001n8z-B-A	1n8z	P04626	Caxmotabart	0	mapped	
Thera-SAbDab	pdb_00001n8z-B-A	1n8z	P04626	Fidasimtamab	1	mapped	
Thera-SAbDab	pdb_00001n8z-B-A	1n8z	P04626	Zanidatamab	1	mapped	
Thera-SAbDab	pdb_00001n8z-B-A	1n8z	P04626	Coprelotamab	0	mapped	
Thera-SAbDab	pdb_00001n8z-B-A	1n8z	P04626	Trastuzumab	0	mapped	
Thera-SAbDab	pdb_00001n8z-B-A	1n8z	P04626	Runimotamab	0	mapped	
Thera-SAbDab	pdb_00001n8z-B-A	1n8z	P04626	Anvatabart	0	mapped	
Thera-SAbDab	pdb_00001s78-D-C	1s78	P04626	Pertuzumab	0	mapped	
Thera-SAbDab	pdb_00001s78-F-E	1s78	P04626	Pertuzumab	0	mapped	
Thera-SAbDab	pdb_00001sy6-H-L	1sy6	P07766	Muromonab	0	mapped	
Thera-SAbDab	pdb_00001yy9-D-C	1yy9	P00533	Cetuximab	0	mapped	
Thera-SAbDab	pdb_00001yy9-D-C	1yy9	P00533	Ficerafusp	0	mapped	
Thera-SAbDab	pdb_000021tv-A1	21tv	P01375	Ozoralizumab	0	variable_domain_not_exactly_located	
Thera-SAbDab	pdb_000021tv-A1	21tv	P01375	Ozoralizumab	0	variable_domain_not_exactly_located	
Thera-SAbDab	pdb_000021tv-A3	21tv	P01375	Ozoralizumab	0	variable_domain_not_exactly_located	
Thera-SAbDab	pdb_000021tv-A3	21tv	P01375	Ozoralizumab	0	variable_domain_not_exactly_located	
Thera-SAbDab	pdb_000021tw-A1	21tw	P01375	Ozoralizumab	0	variable_domain_not_exactly_located	
Thera-SAbDab	pdb_000021tw-A1	21tw	P01375	Ozoralizumab	0	variable_domain_not_exactly_located	
