gene_symbol	uniprot_id	uniprot_name	label_source	surfaceome_label	internal_compartment_hint	uniprot_subcellular	has_cell_membrane_uniprot	has_gpi_uniprot	max_tpm_gtex	max_ntpm_hpa_tissue	max_tpm_hpa_celline	max_tpm_tcga	max_expression_any
PMEL	P40967	PMEL_HUMAN	machine learning	surface	True	Endoplasmic reticulum membrane (Single-pass type I membrane protein);Endosome, multivesicular body;Golgi apparatus;Melanosome;Secreted	False	False	43.4704	109.1	12012.5	29919.531240997767	29919.531240997767
EBP	Q15125	EBP_HUMAN	machine learning	surface	True	Endoplasmic reticulum membrane (Multi-pass membrane protein)	False	False	157.577	307.1	513.7	5032.291271905384	5032.291271905384
TSPAN1	O60635	TSN1_HUMAN	machine learning	surface	True	Lysosome membrane (Multi-pass membrane protein)	False	False	839.242	556.4	611.2	3843.752223782033	3843.752223782033
MMP14	P50281	MMP14_HUMAN	machine learning	surface	True	Cytoplasm;Melanosome;Membrane (Single-pass type I membrane protein)	False	False	594.128	149.2	1918.5	3638.680349151422	3638.680349151422
SLC15A3	Q8IY34	S15A3_HUMAN	machine learning	surface	True	Lysosome membrane (Multi-pass membrane protein)	False	False	75.9294	46.6	95.3	2724.9224761332466	2724.9224761332466
SYPL1	Q16563	SYPL1_HUMAN	machine learning	surface	True	Cytoplasmic vesicle membrane (Multi-pass membrane protein);Melanosome	False	False	239.699	189.5	452.6	2694.1219941948734	2694.1219941948734
UPK3A	O75631	UPK3A_HUMAN	machine learning	surface	True	Endoplasmic reticulum membrane (Single-pass type I membrane protein)	False	False	27.2034	39.1	240.3	2454.9865621353906	2454.9865621353906
CUZD1	Q86UP6	CUZD1_HUMAN	machine learning	surface	True	Cytoplasmic vesicle, secretory vesicle membrane (Single-pass type I membrane protein)	False	False	2002.83	2277.5	5.0	853.5893168138491	2277.5
C1ORF85	Q8WWB7	NCUG1_HUMAN	machine learning	surface	True	Lysosome membrane (Single-pass type I membrane protein)	False	False	52.6716	0.0	0.0	1971.939081568535	1971.939081568535
CD1E	P15812	CD1E_HUMAN	machine learning	surface	True	Early endosome;Golgi apparatus membrane (Single-pass type I membrane protein);Late endosome;Lysosome lumen	False	False	9.7589	895.4	1645.8	1896.3364541359588	1896.3364541359588
ABCA2	Q9BZC7	ABCA2_HUMAN	machine learning	surface	True	Endosome membrane (Multi-pass membrane protein);Lysosome membrane (Multi-pass membrane protein)	False	False	505.46	178.1	57.9	1873.7324239003815	1873.7324239003815
QSOX1	O00391	QSOX1_HUMAN	machine learning	surface	True	Golgi apparatus membrane (Single- pass membrane protein);Secreted, extracellular space	False	False	127.972	235.8	1548.1	1591.530504292313	1591.530504292313
PMEPA1	Q969W9	PMEPA_HUMAN	machine learning	surface	True	Early endosome membrane (Single-pass membrane protein);Golgi apparatus membrane (Single-pass membrane protein)	False	False	187.313	127.6	1012.0	1588.3345373504687	1588.3345373504687
PIGT	Q969N2	PIGT_HUMAN	machine learning	surface	True	Endoplasmic reticulum membrane (Single-pass type I membrane protein)	False	False	55.3285	111.9	400.0	1437.8515286387412	1437.8515286387412
BACE2	Q9Y5Z0	BACE2_HUMAN	machine learning	surface	True	Cell surface;Endoplasmic reticulum;Endosome;Golgi apparatus;Membrane (Single-pass type I membrane protein)	False	False	43.4643	21.6	121.3	1424.8545966080944	1424.8545966080944
SERINC1	Q9NRX5	SERC1_HUMAN	machine learning	surface	True	Endoplasmic reticulum membrane (Multi-pass membrane protein)	False	False	652.195	451.3	579.8	1406.1150958718902	1406.1150958718902
RPN1	P04843	RPN1_HUMAN	machine learning	surface	True	Endoplasmic reticulum membrane (Single-pass type I membrane protein);Melanosome	False	False	252.153	332.6	739.6	1310.4975117934762	1310.4975117934762
PTTG1IP	P53801	PTTG_HUMAN	machine learning	surface	True	Cytoplasm;Membrane (Single-pass type I membrane protein);Nucleus	False	False	401.139	234.8	1107.7	1152.3783514316565	1152.3783514316565
SLC18A2	Q05940	VMAT2_HUMAN	machine learning	surface	True	Cytoplasmic vesicle membrane (Multi-pass membrane protein)	False	False	49.5138	36.4	302.6	1146.164769294989	1146.164769294989
SLC17A7	Q9P2U7	VGLU1_HUMAN	machine learning	surface	True	Cell junction, synapse, synaptosome;Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane;Membrane (Multi-pass membrane protein)	False	False	569.54	385.5	67.5	1025.2774062286755	1025.2774062286755
SLC18A1	P54219	VMAT1_HUMAN	machine learning	surface	True	Cytoplasmic vesicle membrane (Multi-pass membrane protein);Endoplasmic reticulum membrane (Multi-pass membrane protein)	False	False	1.46087	23.7	182.9	1022.0843788382688	1022.0843788382688
SYP	P08247	SYPH_HUMAN	machine learning	surface	True	Cell junction, synapse, synaptosome;Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane (Multi-pass membrane protein)	False	False	445.834	419.3	253.8	996.8955563974546	996.8955563974546
TMEM132A	Q24JP5	T132A_HUMAN	machine learning	surface	True	Endoplasmic reticulum membrane (Single-pass type I membrane protein);Golgi apparatus membrane (Single-pass type I membrane protein)	False	False	91.6153	107.2	323.4	906.2708102706094	906.2708102706094
GPR137B	O60478	G137B_HUMAN	machine learning	surface	True	Lysosome membrane (Multi-pass membrane protein)	False	False	85.3373	125.6	253.0	902.7598222463912	902.7598222463912
LMAN2	Q12907	LMAN2_HUMAN	machine learning	surface	True	Endoplasmic reticulum membrane (Single-pass type I membrane protein);Endoplasmic reticulum-Golgi intermediate compartment membrane (Single-pass type I membrane protein);Golgi apparatus membrane (Single-pass membrane protein)	False	False	254.335	213.3	480.1	899.3247704942975	899.3247704942975
ERMP1	Q7Z2K6	ERMP1_HUMAN	machine learning	surface	True	Endoplasmic reticulum membrane (Multi-pass membrane protein)	False	False	21.8366	20.9	183.2	891.1338794758894	891.1338794758894
STT3B	Q8TCJ2	STT3B_HUMAN	machine learning	surface	True	Endoplasmic reticulum membrane (Multi-pass membrane protein)	False	False	172.159	89.5	885.4	654.2951629643784	885.4
CHPT1	Q8WUD6	CHPT1_HUMAN	machine learning	surface	True	Golgi apparatus membrane (Multi-pass membrane protein)	False	False	65.7038	147.2	270.7	858.216791902247	858.216791902247
ACKR1	Q16570	ACKR1_HUMAN	machine learning	surface	True	Early endosome;Membrane (Multi-pass membrane protein);Recycling endosome	False	False	354.902	387.8	80.7	839.0414540036537	839.0414540036537
LRP5	O75197	LRP5_HUMAN	machine learning	surface	True	Endoplasmic reticulum;Membrane (Single-pass type I membrane protein)	False	False	84.0003	122.3	419.8	798.6935172990351	798.6935172990351
CD46	P15529	MCP_HUMAN	machine learning	surface	True	Cytoplasmic vesicle, secretory vesicle, acrosome inner membrane (Single- pass type I membrane protein)	False	False	141.115	286.1	407.8	772.7715295160742	772.7715295160742
GSG1	Q2KHT4	GSG1_HUMAN	machine learning	surface	True	Endoplasmic reticulum membrane (Multi-pass membrane protein)	False	False	435.159	406.3	765.4	125.11305004513666	765.4
ADAM15	Q13444	ADA15_HUMAN	machine learning	surface	True	Cell junction, adherens junction;Cell projection, cilium, flagellum;Cytoplasmic vesicle, secretory vesicle, acrosome;Endomembrane system (Single-pass type I membrane protein)	False	False	182.102	104.2	315.8	764.3545114986715	764.3545114986715
PTGFRN	Q9P2B2	FPRP_HUMAN	machine learning	surface	True	Endoplasmic reticulum membrane (Single-pass type I membrane protein);Golgi apparatus, trans-Golgi network membrane (Single-pass type I membrane protein)	False	False	88.3117	45.7	228.0	730.1241672904404	730.1241672904404
HEPACAM2	A8MVW5	HECA2_HUMAN	machine learning	surface	True	Cytoplasm, cytoskeleton, microtubule organizing center, centrosome;Cytoplasm, cytoskeleton, spindle;Golgi apparatus membrane (Single-pass type I membrane protein);Midbody	False	False	76.7348	90.3	583.1	715.1479772550969	715.1479772550969
UNC93B1	Q9H1C4	UN93B_HUMAN	machine learning	surface	True	Cytoplasmic vesicle, phagosome;Endoplasmic reticulum membrane (Multi-pass membrane protein);Endosome;Lysosome	False	False	183.539	74.4	207.0	714.0087675386749	714.0087675386749
TMEM9	Q9P0T7	TMEM9_HUMAN	machine learning	surface	True	Late endosome membrane (Single-pass type I membrane protein);Lysosome membrane (Single-pass type I membrane protein)	False	False	79.5895	184.8	710.0	658.3896328674855	710.0
GDPD5	Q8WTR4	GDPD5_HUMAN	machine learning	surface	True	Cell projection, growth cone;Cytoplasm, perinuclear region;Endomembrane system (Multi- pass membrane protein)	False	False	86.6949	112.9	73.5	676.5242636970314	676.5242636970314
LAMP3	Q9UQV4	LAMP3_HUMAN	machine learning	surface	True	Cytoplasmic vesicle membrane (Single-pass type I membrane protein);Lysosome membrane (Single-pass type I membrane protein)	False	False	109.244	207.1	222.2	669.2947300264184	669.2947300264184
SLC2A12	Q8TD20	GTR12_HUMAN	machine learning	surface	True	Cytoplasm, perinuclear region;Endomembrane system (Multi- pass membrane protein)	False	False	19.499	102.3	88.3	654.6127064731114	654.6127064731114
LDLRAD4	O15165	LRAD4_HUMAN	machine learning	surface	True	Early endosome membrane (Single-pass membrane protein)	False	False	8.49234	56.3	170.8	627.9899681465097	627.9899681465097
SSR1	P43307	SSRA_HUMAN	machine learning	surface	True	Endoplasmic reticulum membrane (Single-pass type I membrane protein)	False	False	54.3778	96.0	428.6	625.4270004373567	625.4270004373567
M6PR	P20645	MPRD_HUMAN	machine learning	surface	True	Lysosome membrane (Single-pass type I membrane protein)	False	False	156.418	129.8	615.6	568.7289617817421	615.6
SLC24A5	Q71RS6	NCKX5_HUMAN	machine learning	surface	True	Golgi apparatus, trans-Golgi network membrane (Multi-pass membrane protein);Melanosome	False	False	0.335328	7.8	365.9	564.4091020870989	564.4091020870989
RNF128	Q8TEB7	RN128_HUMAN	machine learning	surface	True	Cytoplasm, cytoskeleton;Cytoplasm, perinuclear region;Endomembrane system (Single- pass membrane protein)	False	False	33.577	116.5	238.6	507.7227721881712	507.7227721881712
NPC1	O15118	NPC1_HUMAN	machine learning	surface	True	Late endosome membrane (Multi-pass membrane protein);Lysosome membrane (Multi-pass membrane protein)	False	False	42.5624	80.7	267.2	501.9142601484238	501.9142601484238
RPRM	Q9NS64	RPRM_HUMAN	machine learning	surface	True	Cytoplasm;Membrane (Single-pass membrane protein)	False	False	57.5364	25.6	215.1	492.0963714251211	492.0963714251211
BACE1	P56817	BACE1_HUMAN	machine learning	surface	True	Cell surface;Cytoplasmic vesicle membrane;Endoplasmic reticulum;Endosome;Golgi apparatus, trans-Golgi network;Membrane (Single-pass type I membrane protein)	False	False	131.338	243.6	118.5	490.69986352251226	490.69986352251226
SCAP	Q12770	SCAP_HUMAN	machine learning	surface	True	Cytoplasmic vesicle, COPII-coated vesicle membrane (Multi-pass membrane protein);Endoplasmic reticulum membrane (Multi-pass membrane protein);Golgi apparatus membrane (Multi-pass membrane protein)	False	False	96.8597	55.5	76.7	469.4074492283626	469.4074492283626
FLT3	P36888	FLT3_HUMAN	machine learning	surface	True	Endoplasmic reticulum lumen;Membrane (Single-pass type I membrane protein)	False	False	21.7277	8.9	431.3	468.3349581241106	468.3349581241106
TM9SF2	Q99805	TM9S2_HUMAN	machine learning	surface	True	Endosome membrane (Multi-pass membrane protein)	False	False	99.0219	158.3	400.0	461.5671929940824	461.5671929940824
SLC2A10	O95528	GTR10_HUMAN	machine learning	surface	True	Cytoplasm, perinuclear region;Endomembrane system (Multi-pass membrane protein)	False	False	45.1208	40.4	126.1	458.7921369087704	458.7921369087704
SORL1	Q92673	SORL_HUMAN	machine learning	surface	True	Endosome;Golgi apparatus;Membrane (Single-pass type I membrane protein);Secreted	False	False	120.972	54.5	179.3	420.8599955735696	420.8599955735696
SLC11A2	P49281	NRAM2_HUMAN	machine learning	surface	True	Endosome membrane (Multi-pass membrane protein);Mitochondrion outer membrane (Multi-pass membrane protein)	False	False	35.8535	50.5	418.6	339.1537762690748	418.6
OSTM1	Q86WC4	OSTM1_HUMAN	machine learning	surface	True	Lysosome membrane (Single-pass type I membrane protein)	False	False	43.0762	21.7	39.3	416.76679789730474	416.76679789730474
SLC32A1	Q9H598	VIAAT_HUMAN	machine learning	surface	True	Cytoplasmic vesicle membrane (Multi-pass membrane protein)	False	False	54.4059	44.4	47.4	399.04188763087814	399.04188763087814
SUCO	Q9UBS9	SUCO_HUMAN	machine learning	surface	True	Rough endoplasmic reticulum membrane (Single-pass type I membrane protein)	False	False	39.5731	78.7	143.6	399.01422904421446	399.01422904421446
RNF130	Q86XS8	GOLI_HUMAN	machine learning	surface	True	Cytoplasm;Membrane (Single-pass type I membrane protein)	False	False	45.1115	167.8	166.0	392.86676811385274	392.86676811385274
PTPRN2	Q92932	PTPR2_HUMAN	machine learning	surface	True	Cytoplasmic vesicle, secretory vesicle membrane (Single-pass type I membrane protein)	False	False	103.995	92.5	390.9	390.9109831639924	390.9109831639924
SLC6A17	Q9H1V8	S6A17_HUMAN	machine learning	surface	True	Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane (Multi-pass membrane protein)	False	False	85.9347	53.7	101.5	371.2625832824798	371.2625832824798
TMED7	Q9Y3B3	TMED7_HUMAN	machine learning	surface	True	Cytoplasmic vesicle, COPI-coated vesicle membrane (Single-pass type I membrane protein);Cytoplasmic vesicle, COPII-coated vesicle membrane (Single-pass type I membrane protein);Endoplasmic reticulum membrane (Single-pass type I membrane protein);Endoplasmic reticulum-Golgi intermediate compartment membrane (Single-pass type I membrane protein);Golgi apparatus, cis-Golgi network membrane (Single-pass type I membrane protein)	False	False	99.1807	75.0	217.0	367.3715443011401	367.3715443011401
CLN3	Q13286	CLN3_HUMAN	machine learning	surface	True	Late endosome;Lysosome membrane (Multi- pass membrane protein)	False	False	37.5801	39.2	254.3	367.01521667972634	367.01521667972634
RNF13	O43567	RNF13_HUMAN	machine learning	surface	True	Endoplasmic reticulum membrane;Golgi apparatus membrane;Late endosome membrane (Single- pass membrane protein);Lysosome membrane;Nucleus inner membrane	False	False	154.546	173.4	78.2	362.8164412231841	362.8164412231841
HEPACAM	Q14CZ8	HECAM_HUMAN	machine learning	surface	True	Cytoplasm;Membrane (Single-pass type I membrane protein|Cytoplasmic side	False	False	66.3814	55.0	23.0	325.51846405396344	325.51846405396344
LMBRD1	Q9NUN5	LMBD1_HUMAN	machine learning	surface	True	Lysosome membrane (Multi-pass membrane protein)	False	False	43.4781	49.6	35.0	319.97058890610316	319.97058890610316
SIDT2	Q8NBJ9	SIDT2_HUMAN	machine learning	surface	True	Lysosome membrane (Multi-pass membrane protein)	False	False	99.5413	109.1	64.6	311.3072499907845	311.3072499907845
PSEN2	P49810	PSN2_HUMAN	machine learning	surface	True	Endoplasmic reticulum membrane (Multi-pass membrane protein);Golgi apparatus membrane (Multi-pass membrane protein)	False	False	11.1105	34.1	92.7	309.52139781203203	309.52139781203203
PIGO	Q8TEQ8	PIGO_HUMAN	machine learning	surface	True	Endoplasmic reticulum membrane (Multi-pass membrane protein)	False	False	37.7687	19.2	64.9	309.4999440978334	309.4999440978334
TMEM106B	Q9NUM4	T106B_HUMAN	machine learning	surface	True	Late endosome membrane (Single-pass type II membrane protein);Lysosome membrane (Single-pass type II membrane protein)	False	False	14.4409	47.5	305.0	217.95604102928	305.0
MRVI1	Q9Y6F6	MRVI1_HUMAN	machine learning	surface	True	Cytoplasm, perinuclear region;Membrane (Single-pass membrane protein);Sarcoplasmic reticulum	False	False	303.424	0.0	0.0	267.9824321854916	303.424
SERINC5	Q86VE9	SERC5_HUMAN	machine learning	surface	True	Endoplasmic reticulum membrane (Multi-pass membrane protein)	False	False	41.2851	42.5	102.3	301.4960341363154	301.4960341363154
TMEM63A	O94886	CSCL1_HUMAN	machine learning	surface	True	Lysosome membrane (Multi-pass membrane protein)	False	False	85.4265	153.0	174.5	291.8523868436558	291.8523868436558
SPPL2B	Q8TCT7	SPP2B_HUMAN	machine learning	surface	True	Golgi apparatus membrane (Multi- pass membrane protein)	False	False	169.172	60.8	115.4	286.24267405920597	286.24267405920597
NUP210	Q8TEM1	PO210_HUMAN	machine learning	surface	True	Endoplasmic reticulum membrane (Single-pass type I membrane protein);Nucleus membrane (Single-pass type I membrane protein);Nucleus, nuclear pore complex	False	False	166.792	36.8	224.5	286.20299501048623	286.20299501048623
SV2A	Q7L0J3	SV2A_HUMAN	machine learning	surface	True	Cell junction, synapse;Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane (Multi-pass membrane protein)	False	False	217.822	114.9	180.9	276.664702922074	276.664702922074
STS	P08842	STS_HUMAN	machine learning	surface	True	Endoplasmic reticulum membrane (Multi-pass membrane protein)	False	False	14.3687	24.5	130.2	276.5880055343056	276.5880055343056
ATP13A2	Q9NQ11	AT132_HUMAN	machine learning	surface	True	Lysosome;Membrane (Multi-pass membrane protein)	False	False	129.241	98.1	233.2	270.1832936227111	270.1832936227111
SLC24A4	Q8NFF2	NCKX4_HUMAN	machine learning	surface	True	Cytoplasm;Membrane (Multi-pass membrane protein)	False	False	7.49082	43.5	64.9	270.0147964519576	270.0147964519576
ATP13A1	Q9HD20	AT131_HUMAN	machine learning	surface	True	Endoplasmic reticulum membrane (Multi-pass membrane protein)	False	False	161.785	25.2	103.1	269.3791993628374	269.3791993628374
SLC29A3	Q9BZD2	S29A3_HUMAN	machine learning	surface	True	Late endosome membrane;Lysosome membrane;Membrane (Multi-pass membrane protein)	False	False	11.7141	10.5	42.9	265.5048796940325	265.5048796940325
LRP6	O75581	LRP6_HUMAN	machine learning	surface	True	Endoplasmic reticulum;Membrane (Single-pass type I membrane protein)	False	False	29.2528	7.8	263.1	262.2855466963972	263.1
SYNPR	Q8TBG9	SYNPR_HUMAN	machine learning	surface	True	Cell junction, synapse, synaptosome;Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane (Multi-pass membrane protein)	False	False	209.422	262.1	119.4	165.86794601776884	262.1
ABCA5	Q8WWZ7	ABCA5_HUMAN	machine learning	surface	True	Golgi apparatus membrane (Multi-pass membrane protein);Late endosome membrane (Multi-pass membrane protein);Lysosome membrane (Multi-pass membrane protein)	False	False	44.4363	30.4	260.7	74.6608835545794	260.7
PKD2	Q13563	PKD2_HUMAN	machine learning	surface	True	Cell projection, cilium membrane (Multi-pass membrane protein);Endoplasmic reticulum	False	False	230.605	106.7	256.2	214.15228539115003	256.2
CHODL	Q9H9P2	CHODL_HUMAN	machine learning	surface	True	Cytoplasm;Membrane (Single-pass type I membrane protein)	False	False	41.8112	29.0	142.0	248.30924904748417	248.30924904748417
PSEN1	P49768	PSN1_HUMAN	machine learning	surface	True	Cell surface;Endoplasmic reticulum membrane (Multi-pass membrane protein);Golgi apparatus membrane (Multi-pass membrane protein)	False	False	41.5449	78.9	81.6	233.89120968382704	233.89120968382704
SLC17A8	Q8NDX2	VGLU3_HUMAN	machine learning	surface	True	Cell junction, synapse, synaptosome;Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane;Membrane (Multi-pass membrane protein)	False	False	3.21219	4.9	8.6	233.4538903730609	233.4538903730609
CD302	Q8IX05	CD302_HUMAN	machine learning	surface	True	Cell projection, filopodium;Cell projection, microvillus;Cytoplasm, cell cortex;Membrane (Single-pass type I membrane protein)	False	False	109.144	181.2	161.1	230.92711202437565	230.92711202437565
TPCN1	Q9ULQ1	TPC1_HUMAN	machine learning	surface	True	Endosome membrane (Multi-pass membrane protein);Lysosome membrane (Multi-pass membrane protein)	False	False	162.542	107.0	119.2	228.96665485634713	228.96665485634713
RYK	P34925	RYK_HUMAN	machine learning	surface	True	Cytoplasm;Membrane (Single-pass type I membrane protein);Nucleus	False	False	91.535	78.9	168.5	216.7207292621935	216.7207292621935
TCTN2	Q96GX1	TECT2_HUMAN	machine learning	surface	True	Cytoplasm, cytoskeleton, cilium basal body;Membrane (Single-pass type I membrane protein)	False	False	27.3472	37.2	40.2	197.41566905873557	197.41566905873557
ACP2	P11117	PPAL_HUMAN	machine learning	surface	True	Lysosome lumen;Lysosome membrane (Single-pass membrane protein|Lumenal side	False	False	67.0558	80.0	89.3	177.89620081813536	177.89620081813536
TLR3	O15455	TLR3_HUMAN	machine learning	surface	True	Endoplasmic reticulum membrane (Single-pass type I membrane protein);Endosome membrane	False	False	5.21349	12.1	66.1	174.2834445755087	174.2834445755087
TM9SF1	O15321	TM9S1_HUMAN	machine learning	surface	True	Cytoplasmic vesicle, autophagosome membrane (Multi-pass membrane protein);Lysosome membrane (Multi-pass membrane protein)	False	False	59.3898	54.0	90.7	172.14633063257688	172.14633063257688
SV2B	Q7L1I2	SV2B_HUMAN	machine learning	surface	True	Cytoplasmic vesicle, secretory vesicle, acrosome;Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane (Multi-pass membrane protein)	False	False	66.5229	52.2	18.4	170.3539431305394	170.3539431305394
ATG9A	Q7Z3C6	ATG9A_HUMAN	machine learning	surface	True	Cytoplasmic vesicle, autophagosome membrane (Multi-pass membrane protein);Endoplasmic reticulum membrane (Multi-pass membrane protein);Golgi apparatus, trans-Golgi network membrane (Multi-pass membrane protein);Late endosome membrane (Multi-pass membrane protein)	False	False	156.486	136.4	107.1	146.46276732003977	156.486
TMEM235	A6NFC5	TM235_HUMAN	machine learning	surface	True	Endoplasmic reticulum;Membrane (Multi-pass membrane protein)	False	False	40.3783	38.2	0.5	149.77887702038595	149.77887702038595
IL15RA	Q13261	I15RA_HUMAN	machine learning	surface	True	Membrane (Single-pass type I membrane protein);Nucleus membrane (Single-pass type I membrane protein);Cytoplasmic vesicle membrane (Single-pass type I membrane protein);Endoplasmic reticulum membrane (Single-pass type I membrane protein);Golgi apparatus membrane (Single-pass type I membrane protein);Membrane (Single-pass type I membrane protein);Cytoplasmic vesicle membrane (Single-pass type I membrane protein);Endoplasmic reticulum membrane (Single-pass type I membrane protein);Golgi apparatus membrane (Single-pass type I membrane protein);Membrane (Single-pass type I membrane protein);Cytoplasmic vesicle membrane (Single-pass type I membrane protein);Endoplasmic reticulum membrane (Single-pass type I membrane protein);Golgi apparatus membrane (Single-pass type I membrane protein);Membrane (Single-pass type I membrane protein);Cytoplasmic vesicle membrane (Single-pass type I membrane protein);Endoplasmic reticulum membrane (Single-pass type I membrane protein);Golgi apparatus membrane (Single-pass type I membrane protein);Membrane (Single-pass type I membrane protein);Secreted, extracellular space	False	False	47.6724	46.2	131.0	144.19626590841278	144.19626590841278
TMX3	Q96JJ7	TMX3_HUMAN	machine learning	surface	True	Endoplasmic reticulum membrane (Single-pass membrane protein)	False	False	55.0166	26.1	136.9	100.94920289143084	136.9
SLC37A4	O43826	G6PT1_HUMAN	machine learning	surface	True	Endoplasmic reticulum membrane (Multi-pass membrane protein)	False	False	0.0	134.4	37.9	0.0	134.4
PTPRH	Q9HD43	PTPRH_HUMAN	machine learning	surface	True	Cytoplasm;Membrane (Single-pass type I membrane protein)	False	False	48.063	64.6	75.9	122.76778672621064	122.76778672621064
GPR107	Q5VW38	GP107_HUMAN	machine learning	surface	True	Golgi apparatus, trans-Golgi network membrane (Multi-pass membrane protein)	False	False	46.1414	32.7	110.8	121.20354595478184	121.20354595478184
TENM4	Q6N022	TEN4_HUMAN	machine learning	surface	True	Cell projection;Cytoplasm;Membrane (Single-pass membrane protein);Nucleus	False	False	20.9097	14.8	119.7	99.2493304124166	119.7
SLC33A1	O00400	ACATN_HUMAN	machine learning	surface	True	Endoplasmic reticulum membrane (Multi-pass membrane protein)	False	False	13.1955	17.6	54.0	118.0281990928168	118.0281990928168
GFY	I3L273	GFY_HUMAN	machine learning	surface	True	Golgi apparatus membrane (Single-pass type I membrane protein)	False	False	2.96979	1.3	110.4	115.47105964805758	115.47105964805758
SLC17A6	Q9P2U8	VGLU2_HUMAN	machine learning	surface	True	Cell junction, synapse, synaptosome;Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane;Membrane (Multi-pass membrane protein)	False	False	16.2554	15.6	58.5	111.66916645650512	111.66916645650512
SLC9A7	Q96T83	SL9A7_HUMAN	machine learning	surface	True	Golgi apparatus, trans-Golgi network membrane (Multi-pass membrane protein);Recycling endosome membrane (Multi-pass membrane protein)	False	False	37.5576	28.7	58.8	101.18037923545349	101.18037923545349
LMAN2L	Q9H0V9	LMA2L_HUMAN	machine learning	surface	True	Endoplasmic reticulum membrane (Single-pass type I membrane protein);Golgi apparatus membrane (Single-pass type I membrane protein)	False	False	45.4589	21.3	76.9	97.01158442355812	97.01158442355812
SPPL2C	Q8IUH8	SPP2C_HUMAN	machine learning	surface	True	Endoplasmic reticulum membrane (Multi-pass membrane protein);Membrane (Multi-pass membrane protein)	False	False	94.8417	35.8	0.1	4.55005177750234	94.8417
PGAP1	Q75T13	PGAP1_HUMAN	machine learning	surface	True	Endoplasmic reticulum membrane (Multi-pass membrane protein)	False	False	15.3358	12.0	64.8	92.07160117073686	92.07160117073686
SLC9A6	Q92581	SL9A6_HUMAN	machine learning	surface	True	Endosome membrane (Multi-pass membrane protein)	False	False	37.3557	36.5	29.8	87.69262118200467	87.69262118200467
PQLC2	Q6ZP29	LAAT1_HUMAN	machine learning	surface	True	Lysosome membrane (Multi-pass membrane protein)	False	False	39.4833	0.0	0.0	83.66096625330229	83.66096625330229
DIRC2	Q96SL1	DIRC2_HUMAN	machine learning	surface	True	Lysosome membrane (Multi-pass membrane protein)	False	False	17.2933	0.0	0.0	82.14964515228553	82.14964515228553
SLC7A14	Q8TBB6	S7A14_HUMAN	machine learning	surface	True	Lysosome membrane (Multi- pass membrane protein)	False	False	21.0607	15.0	40.8	79.49993925802752	79.49993925802752
TLR7	Q9NYK1	TLR7_HUMAN	machine learning	surface	True	Cytoplasmic vesicle, phagosome;Endoplasmic reticulum membrane (Single-pass type I membrane protein);Endosome;Lysosome	False	False	43.2014	6.0	67.6	47.39850211491433	67.6
NAGPA	Q9UK23	NAGPA_HUMAN	machine learning	surface	True	Golgi apparatus, Golgi stack membrane (Single-pass type I membrane protein);Golgi apparatus, trans-Golgi network	False	False	32.4728	22.7	35.6	61.111686590779726	61.111686590779726
TLR9	Q9NR96	TLR9_HUMAN	machine learning	surface	True	Cytoplasmic vesicle, phagosome;Endoplasmic reticulum membrane (Single-pass type I membrane protein);Endosome;Lysosome	False	False	17.8095	5.6	60.0	36.23118736710418	60.0
PKHD1	P08F94	PKHD1_HUMAN	machine learning	surface	True	Cell projection, cilium;Cytoplasm, cytoskeleton, cilium basal body;Cytoplasm, cytoskeleton, microtubule organizing center, centrosome;Cytoplasm, cytoskeleton, spindle;Membrane (Single-pass type I membrane protein)	False	False	17.1262	12.7	28.1	59.49826740559438	59.49826740559438
SV2C	Q496J9	SV2C_HUMAN	machine learning	surface	True	Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane (Multi-pass membrane protein)	False	False	21.4133	16.6	37.3	52.69056043700359	52.69056043700359
ATP1B4	Q9UN42	AT1B4_HUMAN	machine learning	surface	True	Nucleus inner membrane (Single-pass type II membrane protein)	False	False	12.1405	52.1	0.5	44.3686110118196	52.1
EQTN	Q9NQ60	EQTN_HUMAN	machine learning	surface	True	Cytoplasmic vesicle, secretory vesicle, acrosome inner membrane (Single-pass type I membrane protein);Cytoplasmic vesicle, secretory vesicle, acrosome membrane (Single-pass type I membrane protein);Cytoplasmic vesicle, secretory vesicle, acrosome outer membrane (Single-pass type I membrane protein)	False	False	49.6251	35.3	1.1	3.869983075575552	49.6251
MFSD8	Q8NHS3	MFSD8_HUMAN	machine learning	surface	True	Lysosome membrane (Multi-pass membrane protein)	False	False	26.5765	9.4	17.8	35.37992840217551	35.37992840217551
LRIT1	Q9P2V4	LRIT1_HUMAN	machine learning	surface	True	Endoplasmic reticulum membrane (Single-pass type I membrane protein)	False	False	0.0	23.8	0.3	0.0	23.8
SCN8A	Q9UQD0	SCN8A_HUMAN	machine learning	surface	True	Membrane (Multi-pass membrane protein);Cytoplasmic vesicle	False	False	0.0	16.9	22.4	0.0	22.4
