gene_symbol	uniprot_id	uniprot_name	surfaceome_label	label_source	already_in_control_panel	internal_compartment_hint	has_cell_membrane_uniprot	has_gpi_uniprot	is_only_secreted_uniprot	uniprot_subcellular	max_tpm_gtex	max_ntpm_hpa_tissue	max_tpm_hpa_celline	max_tpm_tcga	max_expression_any
KCNMB4	Q86W47	KCMB4_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	66.823	38.1	44.5	329.0346286135747	329.0346286135747
ADORA2A	P29274	AA2AR_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	45.747	108.6	168.3	328.055387160585	328.055387160585
LILRB3	O75022	LIRB3_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	327.942	37.9	1.8	314.62628961017555	327.942
SLC6A12	P48065	S6A12_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	62.0528	68.3	35.5	327.1470814821892	327.1470814821892
PTPRS	Q13332	PTPRS_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	108.421	51.4	127.5	326.78446376482714	326.78446376482714
TRABD2A	Q86V40	TIKI1_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	22.0767	40.2	156.0	326.35437723116775	326.35437723116775
LAYN	Q6UX15	LAYN_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	52.2309	30.1	326.0	166.30541395185634	326.0
BDKRB2	P30411	BKRB2_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	23.8657	38.4	200.2	323.7408356205223	323.7408356205223
CD38	P28907	CD38_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type II membrane protein)	38.8481	58.9	280.5	322.37488090130086	322.37488090130086
CD300E	Q496F6	CLM2_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	68.7783	45.3	7.3	321.4154594934957	321.4154594934957
SSPN	Q14714	SSPN_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, synapse, postsynaptic cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein);Cell membrane, sarcolemma	45.4099	73.7	147.4	321.259545082748	321.259545082748
ADAM8	P78325	ADAM8_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	317.226	64.8	217.1	280.2158693664402	317.226
CALHM2	Q9HA72	CAHM2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	116.614	54.4	72.7	317.12228455979056	317.12228455979056
ADCY6	O43306	ADCY6_HUMAN	surface	machine learning	False	False	False	False	False	Cell projection, cilium;Membrane (Multi-pass membrane protein)	72.8339	53.6	253.7	315.8937171016928	315.8937171016928
MFRP	Q9BY79	MFRP_HUMAN	surface	machine learning	False	False	True	False	False	Apical cell membrane (Single- pass type II membrane protein)	0.102756	314.9	0.6	133.3329165899058	314.9
EPHA7	Q15375	EPHA7_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	40.975	65.8	295.9	314.5172669940865	314.5172669940865
SLC5A12	Q1EHB4	SC5AC_HUMAN	surface	machine learning	False	False	True	False	False	Apical cell membrane (Multi-pass membrane protein)	43.1209	160.2	12.0	313.3422272198056	313.3422272198056
IL10RA	Q13651	I10R1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	165.874	71.6	167.3	312.8647668138078	312.8647668138078
FAM174A	Q8TBP5	F174A_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	57.7504	40.1	95.8	312.7346766526749	312.7346766526749
PILRB	Q9UKJ0	PILRB_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	312.64	264.0	292.9	226.2687635838599	312.64
CACNG1	Q06432	CCG1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	230.266	311.7	8.3	203.78342753767308	311.7
IGSF9	Q9P2J2	TUTLA_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, synapse;Cell membrane (Single-pass type I membrane protein)	27.215	26.2	139.2	310.3807669095053	310.3807669095053
TMEM255B	Q8WV15	T255B_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	14.571	12.8	88.6	309.6716154562673	309.6716154562673
ZACN	Q401N2	ZACN_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	12.931	0.5	9.5	308.2581695952426	308.2581695952426
SLCO1B3	Q9NPD5	SO1B3_HUMAN	surface	machine learning	False	False	True	False	False	Basolateral cell membrane (Multi-pass membrane protein)	51.2378	247.7	155.8	307.895146265268	307.895146265268
KIR2DL1	P43626	KI2L1_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	5.24347	1.9	31.4	304.6682315845171	304.6682315845171
GHRHR	Q02643	GHRHR_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	303.914	197.2	10.6	68.48798145228017	303.914
CNTNAP2	Q9UHC6	CNTP2_HUMAN	surface	machine learning	False	False	False	False	False	Cell projection, axon;Membrane (Single-pass type I membrane protein)	26.2061	34.8	60.6	301.8305905301354	301.8305905301354
SLC6A2	P23975	SC6A2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	5.54397	9.9	210.9	301.5796384534625	301.5796384534625
LRP11	Q86VZ4	LRP11_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	34.2332	40.2	202.1	300.64042503284605	300.64042503284605
GRM4	Q14833	GRM4_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	298.697	254.0	58.8	93.1629562214858	298.697
SLC10A3	P09131	P3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	69.3884	41.4	173.0	297.05682874480783	297.05682874480783
CDHR5	Q9HBB8	CDHR5_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	0.0	296.9	17.4	0.0	296.9
SLC22A3	O75751	S22A3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	169.813	77.1	130.2	295.61898621816044	295.61898621816044
ZNRF4	Q8WWF5	ZNRF4_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	294.26	112.5	24.7	13.290204979140574	294.26
RNFT1	Q5M7Z0	RNFT1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	83.0815	60.7	37.9	293.6176911867773	293.6176911867773
TENM3	Q9P273	TEN3_HUMAN	surface	machine learning	False	False	False	False	False	Cell projection, axon;Membrane (Single-pass membrane protein)	14.5488	12.3	293.6	121.58219283016842	293.6
C3ORF80	F5H4A9	CC080_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass membrane protein)	19.9804	12.5	120.9	292.6626990647395	292.6626990647395
TMPRSS6	Q8IU80	TMPS6_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type II membrane protein)	65.4875	129.5	104.8	292.21674933154736	292.21674933154736
VLDLR	P98155	VLDLR_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein);Membrane, clathrin-coated pit (Single-pass type I membrane protein)	64.7112	32.3	51.2	292.0952446540511	292.0952446540511
PHEX	P78562	PHEX_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type II membrane protein)	3.96407	4.8	25.8	291.54909851022603	291.54909851022603
HTR2C	P28335	5HT2C_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	34.0051	104.4	9.6	290.5605512908875	290.5605512908875
GPBAR1	Q8TDU6	GPBAR_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	14.0834	29.9	102.0	286.7590025672345	286.7590025672345
ERVMER34-1	Q9H9K5	MER34_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein);Virion	3.39142	12.1	120.7	286.381594055621	286.381594055621
SLC19A3	Q9BZV2	S19A3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	42.9987	43.6	59.6	285.23257460974924	285.23257460974924
IMPG2	Q9BZV3	IMPG2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	0.825853	282.9	240.2	97.5307474333638	282.9
CCR2	P41597	CCR2_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	20.8378	23.1	282.8	219.27437594841177	282.8
UGT8	Q16880	CGT_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass membrane protein)	281.173	244.3	152.2	251.21769162684265	281.173
MST1R	Q04912	RON_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	42.216	30.2	88.3	279.8858702258926	279.8858702258926
ANO2	Q9NQ90	ANO2_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	5.59435	190.9	37.4	278.2416947610207	278.2416947610207
MALRD1	Q5VYJ5	MALR1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass membrane protein)	9.73444	29.3	31.5	277.85623572382707	277.85623572382707
SLC22A5	O76082	S22A5_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	49.617	33.7	51.0	277.5097791724417	277.5097791724417
CDHR4	A6H8M9	CDHR4_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	12.7255	55.8	2.9	274.0118992658358	274.0118992658358
LRRN4	Q8WUT4	LRRN4_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	14.2266	9.8	273.6	203.9247291047969	273.6
ATP13A3	Q9H7F0	AT133_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	88.8331	41.4	173.6	272.704502458423	272.704502458423
DPP6	P42658	DPP6_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type II membrane protein)	80.4805	55.9	72.9	269.09926472645276	269.09926472645276
SPNS3	Q6ZMD2	SPNS3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	5.74412	29.4	154.5	268.70784488415825	268.70784488415825
GRIN2C	Q14957	NMDE3_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, synapse, postsynaptic cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein)	268.659	113.7	33.0	66.94843614672189	268.659
LPHN1	O94910	LPHN1_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, synapse;Cell junction, synapse, presynaptic cell membrane;Cell junction, synapse, synaptosome;Cell membrane (Multi-pass membrane protein);Cell projection, axon;Cell projection, growth cone	144.32	0.0	0.0	267.07379151594785	267.07379151594785
SLC28A1	O00337	S28A1_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	62.6303	106.7	38.3	266.7222909626871	266.7222909626871
CLEC4M	Q9H2X3	CLC4M_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type II membrane protein);Secreted;Cell membrane (Single-pass type II membrane protein);Cell membrane (Single-pass type II membrane protein);Secreted;Secreted;Secreted	22.8013	58.6	4.1	266.5559522044315	266.5559522044315
P2RY12	Q9H244	P2Y12_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	21.4971	41.9	106.7	265.79949847827	265.79949847827
ROBO2	Q9HCK4	ROBO2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	7.49182	13.1	103.3	265.0635637074891	265.0635637074891
TNFSF4	P23510	TNFL4_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type II membrane protein)	9.69872	3.7	208.7	265.04519146872974	265.04519146872974
IL27RA	Q6UWB1	I27RA_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	46.5838	15.5	37.2	264.5414184686962	264.5414184686962
SLC36A4	Q6YBV0	S36A4_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	16.8758	18.3	264.1	129.48030491363784	264.1
FZD7	O75084	FZD7_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein);Membrane (Multi-pass membrane protein)	73.153	33.0	176.2	263.78057748350653	263.78057748350653
PLXNC1	O60486	PLXC1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	54.0453	19.3	88.7	262.867962554563	262.867962554563
SLC7A1	P30825	CTR1_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	86.3169	52.1	251.2	262.48560645405195	262.48560645405195
LRP3	O75074	LRP3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein);Membrane, coated pit	137.673	76.5	75.8	262.32190985290913	262.32190985290913
KCNK5	O95279	KCNK5_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	47.3408	34.0	123.0	261.1245833452447	261.1245833452447
TMEM140	Q9NV12	TM140_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	89.4763	83.5	91.4	261.08838616192645	261.08838616192645
EVA1C	P58658	EVA1C_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	68.5619	30.5	103.6	260.16705140723553	260.16705140723553
ADCY5	O95622	ADCY5_HUMAN	surface	machine learning	False	False	False	False	False	Cell projection, cilium;Membrane (Multi-pass membrane protein)	142.566	99.3	107.1	259.5726268262474	259.5726268262474
FLRT3	Q9NZU0	FLRT3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	15.1757	21.7	123.3	259.05137498292925	259.05137498292925
GPR87	Q9BY21	GPR87_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	24.8287	42.1	219.7	257.95836266508894	257.95836266508894
CD28	P10747	CD28_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	22.8634	28.7	255.9	40.18998415690699	255.9
CD244	Q9BZW8	CD244_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	20.6292	15.9	59.9	255.78615371868335	255.78615371868335
ADCY7	P51828	ADCY7_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	34.5517	27.9	167.9	255.53805671337733	255.53805671337733
GPR162	Q16538	GP162_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	246.453	143.5	73.4	255.52034470956735	255.52034470956735
SLC15A1	P46059	S15A1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	63.8232	191.1	84.4	253.45649213357493	253.45649213357493
DLL4	Q9NR61	DLL4_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	48.0086	24.5	105.6	252.78977385838695	252.78977385838695
CLDN19	Q8N6F1	CLD19_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, tight junction;Cell membrane (Multi-pass membrane protein)	191.866	42.4	26.3	252.49207322994073	252.49207322994073
UBAC2	Q8NBM4	UBAC2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	46.5452	36.5	126.1	250.85228143017096	250.85228143017096
TPSG1	Q9NRR2	TRYG1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass membrane protein)	41.4661	13.6	53.6	250.0883826328141	250.0883826328141
LAG3	P18627	LAG3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	41.1808	22.2	175.0	249.967067941	249.967067941
PCDHGC4	Q9Y5F7	PCDGL_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	31.6201	17.3	31.8	248.46420136873127	248.46420136873127
ADAM19	Q9H013	ADA19_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	76.6438	28.3	200.7	248.3264611989081	248.3264611989081
BTN3A3	O00478	BT3A3_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	78.1192	44.4	49.3	247.82779286931276	247.82779286931276
GRIA3	P42263	GRIA3_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, synapse, postsynaptic cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein)	50.5076	38.9	32.9	246.57695279552172	246.57695279552172
TSPAN2	O60636	TSN2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	78.205	48.1	246.5	163.64108342028277	246.5
TXNDC15	Q96J42	TXD15_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	72.6456	88.7	155.0	246.23535999877524	246.23535999877524
ENTPD3	O75355	ENTP3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	91.2155	23.3	148.5	243.80672027376687	243.80672027376687
TMEM116	Q8NCL8	TM116_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	17.5928	56.4	82.0	243.2328150454535	243.2328150454535
FAM171A2	A8MVW0	F1712_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	35.3223	16.1	32.5	243.21595594644057	243.21595594644057
CHRNA2	Q15822	ACHA2_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, synapse, postsynaptic cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein)	16.318	27.3	90.2	242.4921190588177	242.4921190588177
IGSF6	O95976	IGSF6_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	81.1911	28.5	8.9	242.27370902897368	242.27370902897368
MEGF11	A6BM72	MEG11_HUMAN	surface	machine learning	False	False	True	False	False	Basolateral cell membrane (Single- pass type I membrane protein);Cell membrane (Single-pass type I membrane protein)	37.2797	23.8	45.0	240.51682379878704	240.51682379878704
TSPAN18	Q96SJ8	TSN18_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	88.8891	78.2	105.3	240.23357648637693	240.23357648637693
SLAMF9	Q96A28	SLAF9_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	1.87385	0.5	48.5	239.71792513928025	239.71792513928025
LRFN3	Q9BTN0	LRFN3_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, synapse;Cell junction, synapse, postsynaptic cell membrane;Cell junction, synapse, presynaptic cell membrane;Cell membrane (Single-pass type I membrane protein);Cell projection, axon;Cell projection, dendrite	16.2754	9.4	26.1	239.6348592857837	239.6348592857837
SLITRK3	O94933	SLIK3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	26.7861	13.0	238.4	106.66821051637996	238.4
FAM189B	P81408	F189B_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	50.8256	0.0	0.0	238.30971340408396	238.30971340408396
OPN1LW	P04000	OPSR_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	0.080672	237.8	0.6	125.73901237587356	237.8
PCDHGA10	Q9Y5H3	PCDGA_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	3.85628	14.9	32.5	237.68283863126865	237.68283863126865
GPR34	Q9UPC5	GPR34_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	21.4511	40.1	18.9	237.1233485645763	237.1233485645763
ADAM11	O75078	ADA11_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	236.914	91.2	78.8	62.608080139303894	236.914
ERVV-1	B6SEH8	ERVV1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	1.52853	15.1	15.1	236.35210377798887	236.35210377798887
DISP2	A7MBM2	DISP2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	61.8299	25.8	15.6	235.8120909135403	235.8120909135403
SLC17A1	Q14916	NPT1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	42.0613	157.7	91.3	235.30593006121396	235.30593006121396
TMEM9B	Q9NQ34	TMM9B_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass membrane protein)	66.1974	73.5	111.2	234.65442431675825	234.65442431675825
SLC10A2	Q12908	NTCP2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	146.536	89.4	92.0	234.45932457278715	234.45932457278715
LRRN3	Q9H3W5	LRRN3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	31.0804	21.9	234.0	155.55605318072017	234.0
SIRPB2	Q5JXA9	SIRB2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	52.2218	12.4	31.4	233.22745421966704	233.22745421966704
CACNG6	Q9BXT2	CCG6_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	45.8533	84.9	89.2	232.64619781082115	232.64619781082115
EDAR	Q9UNE0	EDAR_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	5.05231	3.5	88.2	231.87344204771992	231.87344204771992
CLEC4G	Q6UXB4	CLC4G_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type II membrane protein)	42.3016	51.0	1.7	231.29556013387395	231.29556013387395
LRRC25	Q8N386	LRC25_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	198.37	58.6	32.0	231.26349784460777	231.26349784460777
TMEM132B	Q14DG7	T132B_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	18.9955	12.5	66.6	230.65515809573225	230.65515809573225
C14ORF132	Q9NPU4	CN132_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass membrane protein)	171.361	107.7	164.3	230.4633834648203	230.4633834648203
ACVR1B	P36896	ACV1B_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	66.7281	49.6	82.3	230.39949402713907	230.39949402713907
PCDH11Y	Q9BZA8	PC11Y_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	0.947699	2.4	12.1	230.09626098645248	230.09626098645248
SLC19A2	O60779	S19A2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	90.1769	101.6	70.8	230.09626098645248	230.09626098645248
HTR3E	A5X5Y0	5HT3E_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	0.684628	0.9	28.9	229.79342703465392	229.79342703465392
MMEL1	Q495T6	MMEL1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type II membrane protein);Secreted	33.602	23.8	16.4	227.33778104962795	227.33778104962795
SCN9A	Q15858	SCN9A_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	8.26091	5.7	226.7	62.70797355207436	226.7
LMBR1L	Q6UX01	LMBRL_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	130.748	37.9	40.4	226.20603698054575	226.20603698054575
FZD1	Q9UP38	FZD1_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein);Membrane (Multi-pass membrane protein)	54.5354	25.8	186.6	225.76743738218883	225.76743738218883
LRRN4CL	Q8ND94	LRN4L_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	75.601	31.7	41.0	225.57972655275344	225.57972655275344
CEACAM3	P40198	CEAM3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	71.2618	41.8	9.8	224.5812347903937	224.5812347903937
PLB1	Q6P1J6	PLB1_HUMAN	surface	machine learning	False	False	True	False	False	Apical cell membrane (Single- pass type I membrane protein)	17.2185	36.7	32.3	224.1768610660917	224.1768610660917
SLC5A3	P53794	SC5A3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	44.3118	27.1	111.2	223.7266877386217	223.7266877386217
GPR137	Q96N19	G137A_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	223.612	188.9	115.8	188.7054598132609	223.612
TNFRSF10D	Q9UBN6	TR10D_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	80.2781	17.2	223.5	154.93192977812097	223.5
SLC10A4	Q96EP9	NTCP4_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	9.74497	10.8	139.3	222.7981625949004	222.7981625949004
LDLRAD3	Q86YD5	LRAD3_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	34.0667	28.1	124.9	222.70552229341465	222.70552229341465
SLC6A18	Q96N87	S6A18_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	0.708795	7.7	2.5	222.28911739064264	222.28911739064264
SLC45A4	Q5BKX6	S45A4_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	26.7839	13.3	52.3	221.84273485610723	221.84273485610723
SLC8A2	Q9UPR5	NAC2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	221.68	99.2	59.7	168.475084217831	221.68
ERVV-2	B6SEH9	ERVV2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	0.168422	7.9	15.9	221.24384030742337	221.24384030742337
TSPAN17	Q96FV3	TSN17_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	48.0495	54.9	152.9	221.1978385193088	221.1978385193088
ITGAE	P38570	ITAE_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	25.3447	6.2	78.2	221.07521384022095	221.07521384022095
KCNMB1	Q16558	KCMB1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	142.175	76.1	79.4	220.84547576117487	220.84547576117487
SLAMF8	Q9P0V8	SLAF8_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	18.3373	30.8	61.5	218.21302213081543	218.21302213081543
SLC7A4	O43246	CTR4_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	36.2931	14.6	132.1	217.98625838543356	217.98625838543356
PCDHGA11	Q9Y5H2	PCDGB_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	11.4398	2.9	49.4	217.8050170677705	217.8050170677705
PCDHGB2	Q9Y5G2	PCDGE_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	4.78416	3.5	38.2	217.42791482972768	217.42791482972768
TSPAN5	P62079	TSN5_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	153.569	67.3	204.0	215.82128057595943	215.82128057595943
MC1R	Q01726	MSHR_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	62.1032	31.2	215.8	203.14878112854848	215.8
ICAM5	Q9UMF0	ICAM5_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	51.3824	22.8	80.4	215.6717358049318	215.6717358049318
